PPR_POS_RK,PPR_POS_TIERS,PLAYER NAME,TEAM,PPR_POS_BEST,PPR_POS_WORST,PPR_POS_AVG.,PPR_POS_STD.DEV
41,5,D.J. Chark Jr.,JAC,21,67,40.3,8.4
42,6,Jarvis Landry,CLE,22,61,41.5,6.1
43,6,Curtis Samuel,WAS,25,66,44.7,7
44,6,Mike Williams,LAC,30,69,45.8,7.1
45,6,Marvin Jones Jr.,JAC,28,62,47.2,7.1
46,6,Michael Gallup,DAL,31,65,47.2,6.2
47,6,Michael Pittman Jr.,IND,32,67,47.4,7.6
48,6,Michael Thomas,NO,8,79,49.1,12.7
49,6,Jaylen Waddle,MIA,25,76,49.7,8.6
50,6,Darnell Mooney,CHI,35,75,50.3,7.4
51,6,Marquez Callaway,NO,30,76,50.8,10
52,6,DeVante Parker,MIA,35,72,52.8,7.7
53,6,Marquise Brown,BAL,37,75,53.6,7.3
54,6,Mecole Hardman,KC,37,80,58.5,8.1
55,6,Elijah Moore,NYJ,33,102,56.2,11.5
56,6,Jakobi Meyers,NE,30,98,56.4,13.5
57,7,Russell Gage,ATL,31,86,57,9.5
58,7,Henry Ruggs III,LV,38,82,60.2,7.9
59,7,Cole Beasley,BUF,30,84,58,10.4
60,7,Sterling Shepard,NYG,40,88,60.3,9
61,7,Nelson Agholor,NE,43,100,62.6,9.3
62,7,Jalen Reagor,PHI,44,98,64.6,8.8
63,7,Terrace Marshall Jr.,CAR,41,114,68.5,13.7
64,7,Jamison Crowder,NYJ,41,104,66.9,10.5
65,7,Rondale Moore,ARI,41,114,64.3,12.4
66,7,Emmanuel Sanders,BUF,44,87,66.5,8.1
67,7,Parris Campbell,IND,45,107,70.1,9.8
68,7,Gabriel Davis,BUF,38,111,68.9,10.9
69,7,Bryan Edwards,LV,37,127,69.3,12.3
70,7,Rashod Bateman,BAL,46,107,69.8,12.1
71,7,Tre'Quan Smith,NO,41,374,71.6,27.5
72,7,Christian Kirk,ARI,51,94,71.8,8.5
73,7,Amon-Ra St. Brown,DET,45,114,73.9,12.2
74,7,A.J. Green,ARI,49,97,75,8.5
75,7,T.Y. Hilton,IND,42,130,70,14.8
76,7,Darius Slayton,NYG,57,111,77.4,9.4
77,8,Tyrell Williams,DET,42,122,75.1,16.4
78,8,Randall Cobb,GB,42,105,76.8,12.2
79,8,Marquez Valdes-Scantling,GB,64,102,82.6,9.1
80,8,Allen Lazard,GB,56,107,80.4,10.1
81,8,Sammy Watkins,BAL,43,114,80.6,9.4
82,8,KJ Hamler,DEN,60,119,84.9,9.1
83,8,Hunter Renfrow,LV,57,111,86.8,10.5
84,8,Denzel Mims,NYJ,61,141,89.7,15.5
85,8,Tim Patrick,DEN,64,117,90.1,10
86,8,Josh Reynolds,TEN,67,121,88.8,9.9
87,8,Van Jefferson,LAR,61,126,87.3,9.4
88,8,DeSean Jackson,LAR,64,133,90,10
89,8,Nico Collins,HOU,58,128,89.4,14.3
90,8,Kadarius Toney,NYG,65,125,93.9,11.4
91,8,John Brown,FA,53,144,78.9,21.2
92,8,Anthony Miller,HOU,68,135,91.5,13.2
93,8,James Washington,PIT,78,127,95.2,8.2
94,8,Quintez Cephus,DET,71,122,96.8,10.7
95,8,Amari Rodgers,GB,71,145,98.5,12.5
96,8,Rashard Higgins,CLE,78,131,99.1,9
97,8,Donovan Peoples-Jones,CLE,61,151,99.3,14.5
98,8,Kendrick Bourne,NE,75,123,99.1,10.7
99,8,Keelan Cole Sr.,NYJ,63,167,99.9,15.2
100,8,Breshad Perriman,CHI,53,138,85,19.1
101,9,Preston Williams,MIA,72,195,102.5,19.3
102,9,Zach Pascal,IND,60,124,97.6,11.3
103,9,Dyami Brown,WAS,63,135,93.5,16.3
104,9,D'Wayne Eskridge,SEA,69,124,99.6,12.5
105,9,N'Keal Harry,NE,83,137,105.2,11.8
106,9,Scotty Miller,TB,83,135,109.2,9.2
107,9,Josh Palmer,LAC,64,138,96.5,18.1
108,9,Keke Coutee,IND,79,190,103.9,15
109,9,Tyron Johnson,JAC,86,160,108.8,12.4
110,9,Greg Ward,PHI,85,157,111.5,9.9
111,9,Andy Isabella,ARI,94,172,113.3,12.1
112,9,Travis Fulgham,PHI,76,189,109.3,15.6
113,9,Byron Pringle,KC,68,137,100.4,16
114,9,Olamide Zaccheaus,ATL,73,156,101.3,17
115,9,Miles Boykin,BAL,98,151,117.9,11.6
116,9,Demarcus Robinson,KC,68,163,101,16.4
117,9,Quez Watkins,PHI,63,144,95.3,19.8
118,9,Jalen Guyton,LAC,78,142,110.7,14.4
119,9,John Ross,NYG,101,334,124,29.1
120,10,Adam Humphries,WAS,68,138,104.1,15.7
121,10,Tutu Atwell,LAR,83,142,113.7,13.2
122,10,Deonte Harris,NO,74,151,108.8,17.6
123,10,Cordarrelle Patterson,ATL,71,155,116.2,14.6
124,10,Tylan Wallace,BAL,94,206,122.3,18
125,10,Tyler Johnson,TB,94,227,124.1,21.5
126,10,Devin Duvernay,BAL,78,154,123.3,14.3
127,10,Chris Conley,HOU,75,146,111.9,20.4
128,10,Dede Westbrook,MIN,94,171,119.5,16.3
129,10,Auden Tate,CIN,92,144,117.3,13.4
130,10,Jalen Hurd,SF,95,159,128.4,14.9
131,10,Steven Sims Jr.,PIT,97,201,124.8,26.4
132,10,Cam Sims,WAS,96,147,128.2,12.9
133,10,Albert Wilson,MIA,96,328,127,37.3
134,10,Ihmir Smith-Marsette,MIN,85,219,131.7,22.6
135,10,Collin Johnson,NYG,87,146,122.5,13.8
136,10,Antonio Gandy-Golden,WAS,107,191,133.6,20.4
137,10,Anthony Schwartz,CLE,109,321,141.4,34.6
138,10,Willie Snead IV,LV,104,157,133.9,12.6
139,10,Damiere Byrd,CHI,82,147,120.8,15.9
140,10,Isaiah McKenzie,BUF,87,157,127.1,15.1
141,10,Dez Fitzpatrick,TEN,83,187,127.1,24.4
142,10,Freddie Swain,SEA,101,292,131.3,34.4
143,10,Danny Amendola,FA,99,193,127.1,21.4
144,10,Mohamed Sanu,SF,94,143,123.6,14.6
145,10,Golden Tate,FA,85,197,118,26.3
146,10,David Moore,LV,84,210,133.3,23.1
147,10,Cedrick Wilson,DAL,104,152,129,13.3
148,10,Marquise Goodwin,CHI,100,338,138.3,43.8
149,10,Cornell Powell,KC,93,199,137.4,23.3
150,10,Lil'Jordan Humphrey,NO,98,170,132.1,18.9
151,11,Larry Fitzgerald,FA,96,194,125.9,22.7
152,11,Alshon Jeffery,FA,109,196,134.1,23.4
153,11,Kalif Raymond,DET,88,166,126.6,20
154,11,Kelvin Harmon,WAS,108,210,143.1,21.6
155,11,Simi Fehoko,DAL,132,323,159.7,39
156,11,Shi Smith,CAR,111,217,146.8,22.5
157,11,Jaelon Darden,TB,123,325,156.8,42.1
158,11,J.J. Arcega-Whiteside,PHI,134,203,154,17.8
159,11,Frank Darby,ATL,114,197,148.7,23.5
160,11,Braxton Berrios,NYJ,117,189,146.2,18.6
161,11,Dazz Newsome,CHI,99,326,158.4,48.9
162,11,Equanimeous St. Brown,GB,119,208,153.6,24.6
163,11,Jakeem Grant Sr.,MIA,120,191,150.5,19.3
164,11,Kenny Stills,BUF,115,169,141.5,17.1
165,11,Demetric Felton,CLE,131,157,143.2,9.3
166,11,Trent Sherfield,SF,94,218,148.5,33.6
167,11,Cameron Batson,TEN,111,171,149.2,15
168,11,Marquez Stevenson,BUF,133,344,165.7,51.3
169,11,Zay Jones,LV,109,197,152.2,26.7
170,11,Chad Beebe,FA,107,207,146.2,33.1
171,11,Richie James Jr.,SF,110,203,145.6,24.7
172,11,Noah Brown,DAL,135,309,168.5,43.7
173,11,Mike Strachan,IND,117,255,158.3,35.8
174,11,Tajae Sharpe,ATL,143,194,161.5,15.6
175,11,Andre Roberts,HOU,115,187,146,23.5
176,11,Ray-Ray McCloud,PIT,142,196,160.8,17.7
177,11,K.J. Osborn,MIN,123,224,153.4,29.9
178,11,Gunner Olszewski,NE,138,200,168.4,20
179,11,Seth Williams,DEN,148,320,186.1,46.1
180,11,Sage Surratt,DET,144,358,185,59
181,11,Mike Thomas,CIN,136,270,177.6,38.8
182,11,Christian Blake,ATL,114,181,145.6,24.8
183,11,Justin Watson,TB,133,213,179.4,28.9
184,11,Phillip Dorsett II,JAC,118,199,161.2,25.8
185,12,K.J. Hill Jr.,LAC,144,221,172.6,27
186,12,Trinity Benson,DET,134,274,166,41.8
187,12,John Hightower,PHI,148,209,170.6,21.8
188,12,Isaiah Coulter,CHI,110,235,176.4,41
189,12,Jamal Agnew,JAC,134,205,169.7,24.7
190,12,Jake Kumerow,BUF,137,336,199.3,57.3
191,12,Marcus Kemp,KC,137,220,185.1,23
192,12,Chester Rogers,TEN,144,257,186.8,37.6
193,12,Javon Wims,FA,148,215,181,26.1
194,12,Chad Hansen,DET,139,201,170.5,20.1
195,12,Chris Hogan,FA,121,185,153.2,25.1
196,12,KhaDarel Hodge,DET,155,213,188,17.2
197,12,KeeSean Johnson,PHI,154,195,176,14.6
198,12,Racey McMath,TEN,135,280,191.1,46.4
199,12,Tavon Austin,JAC,126,219,178.3,27.3
200,12,Ben Skowronek,LAR,151,206,190.4,19.9
201,12,Brandon Zylstra,CAR,149,347,202.7,61
202,12,Cade Johnson,SEA,164,200,180,13
203,12,Ashton Dulin,IND,156,215,181.8,20.7
204,12,Diontae Spencer,DEN,157,200,183.7,15.4
205,12,Nick Westbrook-Ikhine,TEN,145,316,204.6,53.3
206,12,Jauan Jennings,SF,160,271,189.8,37.6
207,12,DaeSean Hamilton,DEN,137,211,174.2,30.8
208,12,Marcus Johnson,TEN,155,303,206,46.9
209,12,Antonio Callaway,FA,153,212,175.6,22.2
210,12,James Proche,BAL,144,199,178.4,20.8
211,12,Geronimo Allison,FA,128,327,203.8,61
212,12,Devin Funchess,FA,86,341,183.8,95
213,12,Daurice Fountain,KC,168,202,185.8,14.6
214,12,DeAndre Carter,WAS,156,209,186.4,22.8
215,12,Isaiah Ford,MIA,136,240,172,41.3
216,12,Riley Ridley,FA,165,235,205.7,24.3
217,12,Dante Pettis,NYG,140,329,217.7,64
218,12,Alex Erickson,FA,165,222,197.4,26.5
219,12,Dan Chisena,MIN,169,220,198,21.1
220,12,Malik Taylor,GB,159,332,220.3,56.3
221,12,Tom Kennedy,DET,150,356,218,75.9
222,12,Marvin Hall,FA,141,247,183.8,43.8
223,12,Aaron Fuller,SEA,162,242,186.8,32.2
224,13,Trishton Jackson,MIN,152,232,203.8,28.9
225,13,Terry Godwin,JAC,135,198,166,25.7
226,13,Malcolm Perry,NE,124,196,166.3,30.7
227,13,Chris Rowland,FA,129,199,172,30.7
228,13,Penny Hart,SEA,159,272,210.6,39.9
229,13,Hakeem Butler,PHI,138,241,176,46.2
230,13,Kevin White,NO,117,289,204.3,60.9
231,13,Joe Reed,LAC,193,222,210.6,10.9
232,13,Isaiah Hodgins,BUF,163,339,228,62.4
233,13,Mack Hollins,MIA,157,259,212.8,35.1
234,13,Kendall Hinton,DEN,202,219,213,5.9
235,13,T.J. Vasher,DAL,172,261,213.2,32.2
236,13,Jeff Smith,NYJ,159,324,227.4,55.8
237,13,Tyrie Cleveland,DEN,182,239,216.2,22
238,13,Dezmon Patmon,IND,177,256,218.6,25.3
239,13,Chris Finke,KC,134,175,154.5,20.5
240,13,Nsimba Webster,CHI,210,230,219.6,7.3
241,13,D.J. Montgomery,NYJ,132,372,237.8,86.3
242,13,DeMichael Harris,IND,174,231,211.3,22.9
243,13,Laquon Treadwell,JAC,179,245,212.8,23.4
244,13,Duke Williams,BUF,138,360,230,94.5
245,13,John Ursua,SEA,153,185,169,16
246,13,Kawaan Baker,NO,173,249,201,34.1
247,13,C.J. Board,NYG,180,248,218.3,24.8
248,13,Victor Bolden Jr.,DET,141,348,232.7,86.2
249,13,Damion Ratley,FA,174,253,204.3,34.8
250,13,Anthony Johnson,FA,138,252,205,48.6
251,13,Antoine Wesley,ARI,171,307,231,48.8
252,13,Dax Milne,WAS,188,237,220,19.8
253,13,Kristian Wilkerson,NE,178,340,232.7,75.9
254,13,Stanley Morgan Jr.,CIN,212,342,244.8,48.8
255,13,Marlon Williams,FA,145,216,180.5,35.5
256,13,Chad Williams,FA,171,190,180.5,9.5
257,13,Malik Turner,DAL,173,301,231.5,50.9
258,13,Dez Bryant,FA,153,256,209,42.5
259,13,Trey Quinn,FA,137,231,184,47
260,13,Austin Mack,NYG,172,368,250.3,75
261,13,Rodney Adams,CHI,123,353,238,115
262,13,Trent Taylor,CIN,193,245,227.8,20.4
263,13,Jalen Camp,HOU,176,319,235.3,60.9
264,13,Chris Moore,FA,198,236,217,15.5
265,13,Jaydon Mickens,TB,136,285,225,64.2
266,13,J.J. Nelson,IND,162,247,218.3,39.8
267,13,Stephen Guidry,DAL,197,268,231.3,25.2
268,13,Austin Trammell,ATL,190,213,201.5,11.5
269,14,Jonathan Adams Jr.,FA,171,357,259.7,76.2
270,14,Omar Bayless,CAR,173,313,245.3,57.3
271,14,Tyler Simmons,PIT,177,257,228.7,36.6
272,14,River Cracraft,SF,210,291,238.7,37.1
273,14,Rysen John,NYG,168,269,218.5,50.5
274,14,Isaiah Zuber,SF,185,248,216.5,31.5
275,14,Devin Smith,JAC,198,242,220,22
276,14,Allen Hurns,MIA,180,317,248.5,68.5
277,14,Warren Jackson,MIN,184,275,229.5,45.5
278,14,Matthew Slater,NE,196,322,259,63
279,14,Cody White,PIT,207,253,230,23
280,14,Lawrence Cager,FA,223,238,230.5,7.5
281,14,Brandon Smith,DAL,204,263,233.5,29.5
282,14,Kirk Merritt,MIA,208,318,263,55
283,14,Brandon Powell,FA,228,244,236,8
284,14,Tre Nixon,NE,212,335,273.5,61.5
285,14,Josh Imatorbhebhe,FA,217,294,255.5,38.5
286,14,Juwann Winfree,GB,220,299,259.5,39.5
287,14,Austin Watkins Jr.,FA,221,273,247,26
288,14,Travis Benjamin,SF,234,255,244.5,10.5
289,15,Rico Bussey,PIT,251,261,256,5
