PPR_RK,PPR_TIERS,PLAYER NAME,TEAM,PPR_BEST,PPR_WORST,PPR_AVG.,PPR_STD.DEV
494,13,Marcedes Lewis,GB,334,492,390.4,54.6
495,13,Ameer Abdullah,MIN,356,473,391.2,42.5
496,13,Dwayne Haskins,PIT,338,520,392.6,65.4
497,13,Darrell Daniels,ARI,358,472,396.6,39.2
498,13,Adam Shaheen,MIA,284,464,343.8,70.5
499,13,Trey Burton,FA,360,479,401.8,40.4
500,13,Jaylen Samuels,PIT,256,535,344.8,112
501,13,Equanimeous St. Brown,GB,331,489,404.8,59.7
502,13,Cameron Batson,TEN,265,450,348,66.5
503,13,Mike Strachan,IND,262,570,406,108.5
504,13,Jakeem Grant Sr.,MIA,301,454,352.5,61.3
505,13,D'Onta Foreman,FA,292,461,360,70.8
506,13,Blake Bell,KC,238,484,362.5,87.3
507,13,Michael Burton,KC,280,500,364.8,83.9
508,13,Demetric Felton,CLE,297,442,366.5,55.7
509,13,Tre Harbison,CLE,278,518,371.8,89.7
510,13,Durham Smythe,MIA,285,488,379.5,72.3
511,13,Pooka Williams Jr.,CIN,329,512,381.5,75.7
512,13,Josh Oliver,BAL,368,543,433.6,66.8
513,13,Kenny Yeboah,NYJ,344,569,436,100.9
514,13,J.J. Arcega-Whiteside,PHI,344,458,389.8,42.5
515,14,Kellen Mond,MIN,312,511,392.3,73.2
516,14,Tre' McKitty,LAC,354,465,394,42.3
517,14,Hunter Bryant,DET,350,490,399.3,53.7
518,14,Raymond Calais,LAR,321,544,402,85
519,14,Phillip Walker,CAR,331,513,406.5,66.3
520,14,Andrew Jacas,SF,326,347,336.3,8.6
521,14,Nick Foles,CHI,354,522,410.5,65.9
522,14,Trenton Cannon,FA,207,480,337.7,111.8
523,14,Elijhaa Penny,NYG,289,386,340.3,39.8
524,14,Tim Tebow,JAC,246,498,358.3,104.7
525,14,Otis Anderson Jr.,LAR,227,541,363,131.6
526,14,Tommy Sweeney,BUF,367,506,436.5,68
527,14,Theo Riddick,LV,277,576,383,136.7
528,14,Patrick Laird,MIA,280,582,383.7,140.3
529,14,Marquez Stevenson,BUF,338,672,462.8,126.6
530,14,Dedrick Mills,FA,295,526,393.7,97.3
531,14,Luke Farrell,JAC,345,578,456.5,95.3
532,14,Gunner Olszewski,NE,347,495,399.7,67.5
533,14,Simi Fehoko,DAL,351,650,463,119.1
534,14,Jamal Agnew,JAC,350,517,411,75.2
535,14,Reggie Gilliam,BUF,349,536,413.3,86.8
536,14,Jonathan Ward,ARI,363,509,415.3,66.4
537,14,Tavon Austin,JAC,364,504,415.7,62.8
538,14,KhaDarel Hodge,DET,317,549,417,97.4
539,14,Chris Hogan,FA,357,507,418,64.4
540,14,Corey Clement,DAL,363,508,421,62.6
541,14,Jacoby Brissett,MIA,387,487,423.7,45
542,14,K.J. Hill Jr.,LAC,369,532,425,75.7
543,14,Ray-Ray McCloud,PIT,328,501,430.3,74.1
544,14,Andy Janovich,CLE,339,592,433,113
545,14,Isaiah Coulter,CHI,271,532,435,116.6
546,14,Cade Johnson,SEA,373,530,435.3,68
547,14,Geronimo Allison,FA,371,654,492,122.4
548,14,Jakob Johnson,NE,195,491,343,148
549,14,Antonio Callaway,FA,384,527,440.7,62
550,14,Javon Wims,FA,372,579,442.3,96.7
551,14,Jaeden Graham,ATL,360,548,444.3,78
552,14,Johnny Mundt,LAR,247,468,357.5,110.5
553,14,Alex Armah,NO,203,523,363,160
554,14,Nate McCrary,DEN,347,392,369.5,22.5
555,14,Trey Ragas,LV,379,386,382.5,3.5
556,14,Jauan Jennings,SF,287,597,466.3,131.2
557,14,Justin Watson,TB,349,571,467,91.2
558,14,Phillip Dorsett II,JAC,326,455,390.5,64.5
559,14,Ben Skowronek,LAR,377,573,474.3,80
560,14,Marcus Kemp,KC,384,604,474.3,94
561,14,Malcolm Perry,NE,377,429,403,26
562,14,Trinity Benson,DET,362,600,480,97.2
563,14,Chris Rowland,FA,376,446,411,35
564,14,Charlie Woerner,SF,340,596,485.7,107.5
565,14,John Hightower,PHI,354,481,417.5,63.5
566,14,Noah Brown,DAL,342,635,494.3,119.9
567,14,Sam Ehlinger,IND,320,538,429,109
568,14,Devin Funchess,FA,236,669,452.5,216.5
569,14,Ricky Seals-Jones,WAS,360,525,442.5,82.5
570,14,Tajae Sharpe,ATL,392,499,445.5,53.5
571,14,John Bates,WAS,369,528,448.5,79.5
572,14,James Proche,BAL,359,540,449.5,90.5
573,14,Mike Thomas,CIN,378,595,511.7,95.5
574,14,Brandon Zylstra,CAR,368,675,525.7,125.5
575,14,Kevin White,NO,346,615,513.7,119.4
576,14,Lee Smith,ATL,386,524,455,69
577,14,Jared Pinkney,DET,342,570,456,114
578,14,Derek Carrier,LV,338,577,457.5,119.5
579,14,Zach Gentry,PIT,373,542,457.5,84.5
580,14,Seth Williams,DEN,392,647,522.7,104.2
581,14,Trevon Wesco,NYJ,393,531,462,69
582,14,Brandon Bolden,NE,380,546,463,83
583,14,Stephen Anderson,LAC,379,552,465.5,86.5
584,14,Daniel Brown,NYJ,399,533,466,67
585,14,Eric Saubert,DEN,375,559,467,92
586,14,Ashton Dulin,IND,387,547,467,80
587,14,Cethan Carter,MIA,390,550,470,80
588,14,Nick Bowers,LV,404,537,470.5,66.5
589,14,Devin Asiasi,NE,427,514,470.5,43.5
590,14,Mason Rudolph,PIT,387,555,471,84
591,14,DaeSean Hamilton,DEN,356,588,472,116
592,14,Jeremy Sprinkle,DAL,364,590,477,113
593,14,Lamar Miller,WAS,380,584,482,102
594,14,Garrett Griffin,NO,410,554,482,72
595,14,Daurice Fountain,KC,412,553,482.5,70.5
596,14,Jake Kumerow,BUF,353,663,543.3,136.1
597,14,Malik Taylor,GB,355,659,543.3,134.3
598,14,KeeSean Johnson,PHI,428,545,486.5,58.5
599,14,J.P. Holtz,CHI,408,568,488,80
600,14,Ryan Izzo,NYG,395,585,490,95
601,14,Kaden Smith,NYG,445,539,492,47
602,14,Diontae Spencer,DEN,433,556,494.5,61.5
603,15,Nick Westbrook-Ikhine,TEN,390,642,545.7,111.1
604,15,Rodney Adams,CHI,368,681,524.5,156.5
605,15,Alex Erickson,FA,405,600,502.5,97.5
606,15,Charlie Taumoepeau,DET,439,574,506.5,67.5
607,15,Joe Reed,LAC,456,563,509.5,53.5
608,15,Thaddeus Moss,CIN,454,566,510,56
609,15,Brandon Dillon,MIN,467,558,512.5,45.5
610,15,Tyler Huntley,BAL,397,630,513.5,116.5
611,15,Dominique Dafney,GB,450,581,515.5,65.5
612,15,Mitchell Wilcox,CIN,457,575,516,59
613,15,Mason Schreck,CIN,459,578,518.5,59.5
614,15,Dalton Keene,NE,443,599,521,78
615,15,Colin Thompson,CAR,471,583,527,56
616,15,Giovanni Ricci,CAR,482,587,534.5,52.5
617,15,DeAndre Carter,WAS,483,586,534.5,51.5
618,15,Farrod Green,IND,520,564,542,22
619,15,Chris Moore,FA,534,551,542.5,8.5
620,15,Trishton Jackson,MIN,472,618,545,73
621,15,Sammis Reyes,WAS,499,591,545,46
622,15,Dan Chisena,MIN,505,589,547,42
623,15,Kendall Hinton,DEN,500,595,547.5,47.5
624,15,Colby Parkinson,SEA,531,565,548,17
625,15,Riley Ridley,FA,477,621,549,72
626,15,Nsimba Webster,CHI,523,594,558.5,35.5
627,15,Jack Stoll,PHI,524,597,560.5,36.5
628,15,Sage Surratt,DET,497,686,591.5,94.5
629,15,Jesper Horsted,CHI,529,602,565.5,36.5
630,15,Dax Milne,WAS,536,603,569.5,33.5
631,15,Chester Rogers,TEN,574,593,583.5,9.5
632,15,Sean McKeon,DAL,562,609,585.5,23.5
633,16,Trent Taylor,CIN,552,631,591.5,39.5
634,16,Dezmon Patmon,IND,572,612,592,20
635,16,T.J. Vasher,DAL,581,607,594,13
636,16,Penny Hart,SEA,598,606,602,4
637,16,Stephen Guidry,DAL,593,613,603,10
638,16,Racey McMath,TEN,601,606,603.5,2.5
639,16,Marcus Johnson,TEN,598,629,613.5,15.5
640,16,D.J. Montgomery,NYJ,596,700,648,52
641,16,Stanley Morgan Jr.,CIN,608,670,639,31
642,16,Antoine Wesley,ARI,611,633,622,11
643,16,Jeff Smith,NYJ,617,651,634,17
644,16,Tom Kennedy,DET,619,684,651.5,32.5
645,16,Dante Pettis,NYG,632,656,644,12
