PPR_RK,PPR_TIERS,PLAYER NAME,TEAM,PPR_BEST,PPR_WORST,PPR_AVG.,PPR_STD.DEV
72,6,Gabriel Davis,BUF,39,107,73.2,15.8
73,6,Elijah Moore,NYJ,42,118,73.5,14.0
74,7,Tony Pollard,DAL,38,111,74.3,13.8
75,7,Joe Burrow,CIN,45,106,78.6,11.4
76,7,Dameon Pierce,HOU,37,143,78.8,24.4
77,7,Adam Thielen,MIN,53,111,78.8,14.2
78,7,Dallas Goedert,PHI,51,119,79.2,13.5
79,7,Rashaad Penny,SEA,49,127,79.6,13.8
80,7,Miles Sanders,PHI,52,161,79.7,14.7
81,7,Damien Harris,NE,51,114,79.8,11.5
82,7,Rhamondre Stevenson,NE,41,116,80.5,14.4
83,7,T.J. Hockenson,DET,51,104,82.4,12.6
84,7,Cordarrelle Patterson,ATL,27,148,82.6,18.4
85,7,Devin Singletary,BUF,44,121,83.8,14.2
86,7,Tom Brady,TB,47,103,84.0,9.9
87,7,Russell Wilson,DEN,50,126,84.7,11.3
88,7,Brandon Aiyuk,SF,47,121,89.1,15.8
89,7,DeVonta Smith,PHI,57,122,89.9,15.5
90,7,Hunter Renfrow,LV,47,134,89.9,16.5
91,7,Dak Prescott,DAL,68,125,91.4,11.5
92,7,Drake London,ATL,47,145,91.7,17.1
93,7,Christian Kirk,JAC,54,123,93.0,16.8
94,7,Melvin Gordon III,DEN,70,121,93.5,12.2
95,7,Zach Ertz,ARI,67,135,94.4,12.8
96,7,Allen Lazard,GB,54,146,96.2,18.0
97,7,Trey Lance,SF,68,163,96.7,17.6
98,7,Tyler Lockett,SEA,75,149,98.2,13.0
99,8,Aaron Rodgers,GB,78,133,102.2,12.7
100,8,Matthew Stafford,LAR,78,125,102.3,11.9
101,8,Robert Woods,TEN,57,196,103.5,18.2
102,8,DeAndre Hopkins,ARI,57,150,103.7,16.6
103,8,Michael Carter,NYJ,62,154,105.2,17.4
104,8,James Cook,BUF,70,167,105.6,17.7
105,8,Nyheim Hines,IND,60,162,107.7,18.8
106,8,Cole Kmet,CHI,71,166,108.5,20.4
107,8,Ken Walker III,SEA,70,198,108.5,21.3
108,8,Kadarius Toney,NYG,75,156,108.9,13.0
109,8,Dawson Knox,BUF,67,167,109.3,20.4
110,8,Pat Freiermuth,PIT,89,141,109.9,17.2
111,8,Darrell Henderson Jr.,LAR,74,172,112.3,16.2
112,8,Kirk Cousins,MIN,85,163,115.3,13.9
113,8,Derek Carr,LV,79,164,116.7,14.4
114,8,Chris Olave,NO,86,206,115.2,15.4
115,8,Chase Claypool,PIT,90,185,121.4,14.8
116,8,Jakobi Meyers,NE,96,208,122.8,18.5
117,8,Tyler Boyd,CIN,97,206,122.9,15.8
118,8,J.D. McKissic,WAS,84,198,123.0,24.3
119,8,Alexander Mattison,MIN,92,162,123.0,14.6
120,8,James Robinson,JAC,70,296,123.9,28.8
121,8,Kenneth Gainwell,PHI,70,192,124.2,21.9
122,8,Treylon Burks,TEN,75,229,124.2,28.7
123,8,Russell Gage,TB,95,210,125.2,20.6
124,8,Garrett Wilson,NYJ,103,262,127.8,22.9
125,8,Skyy Moore,KC,80,242,131.4,26.1
126,9,Tua Tagovailoa,MIA,100,197,137.3,20.4
127,9,Khalil Herbert,CHI,90,227,138.1,21.4
128,9,Jamaal Williams,DET,108,257,140.7,21.6
129,9,Hunter Henry,NE,95,299,138.7,24.2
130,9,DeVante Parker,NE,103,263,140.8,29.2
131,9,George Pickens,PIT,96,315,140.9,39.6
132,9,Rondale Moore,ARI,102,208,141.9,24.9
133,9,Marquez Valdes-Scantling,KC,106,217,142.2,23.4
134,9,Jarvis Landry,NO,109,214,142.3,23.5
135,9,Irv Smith Jr.,MIN,95,221,142.6,24.2
136,9,Mike Gesicki,MIA,93,267,144.0,27.6
137,9,Justin Fields,CHI,87,241,144.2,25.9
138,9,Raheem Mostert,MIA,92,256,144.9,25.2
139,9,Albert Okwuegbunam,DEN,95,258,146.5,25.8
140,9,Michael Gallup,DAL,98,238,147.1,32.3
141,9,Rachaad White,TB,88,339,149.9,38.1
142,9,DJ Chark Jr.,DET,110,222,150.1,24.2
143,9,David Njoku,CLE,93,291,151.6,33.5
144,9,Trevor Lawrence,JAC,100,202,153.1,22.7
145,9,Jahan Dotson,WAS,103,285,154.6,32.6
146,9,Tyler Allgeier,ATL,102,296,154.8,37.6
147,9,Noah Fant,SEA,104,260,154.3,26.4
148,9,Julio Jones,TB,105,297,155.1,41.5
149,9,Kenny Golladay,NYG,111,262,160.4,34.5
150,9,Tyler Higbee,LAR,95,234,160.6,20.1
151,9,Gerald Everett,LAC,128,258,161.6,26.2
152,9,Nico Collins,HOU,95,244,162.2,34.9
153,9,Robert Tonyan,GB,104,283,166.1,30.3
154,9,Jameis Winston,NO,119,254,166.4,24.9
155,9,Isaiah Spiller,LAC,92,296,168.2,46.6
156,9,Evan Engram,JAC,104,305,170.2,31.2
157,9,Joshua Palmer,LAC,111,268,171.9,34.7
158,9,Matt Ryan,IND,119,275,170.2,26.0
159,9,Buffalo Bills,BUF,153,307,158.3,14.9
160,9,Austin Hooper,TEN,102,294,173.5,32.4
161,9,Tampa Bay Buccaneers,TB,154,219,160.1,10.6
162,9,Corey Davis,NYJ,129,274,176.2,29.3
163,10,Robbie Anderson,CAR,120,265,181.3,28.9
164,10,San Francisco 49ers,SF,153,299,166.4,20.7
165,10,Mecole Hardman,KC,109,328,183.5,35.4
166,10,Ryan Tannehill,TEN,124,357,180.2,32.9
167,10,K.J. Osborn,MIN,113,297,182.9,37.7
168,10,Mark Ingram II,NO,111,319,181.3,40.1
169,10,Zamir White,LV,94,325,186.2,50.2
170,10,Indianapolis Colts,IND,155,235,172.5,16.8
171,10,Van Jefferson,LAR,133,286,190.0,28.8
172,10,Marvin Jones Jr.,JAC,112,304,189.2,33.7
173,10,Darrel Williams,ARI,94,358,189.1,54.7
174,10,Logan Thomas,WAS,128,282,193.1,35.8
175,10,Justin Tucker,BAL,170,239,178.1,10.2
176,10,Denver Broncos,DEN,156,314,180.0,23.2
177,10,New Orleans Saints,NO,156,230,180.0,17.7
178,10,Hayden Hurst,CIN,135,294,193.7,34.5
179,10,Jalen Tolbert,DAL,110,369,193.2,56.5
180,10,Jameson Williams,DET,129,340,195.6,37.8
181,10,Wan'Dale Robinson,NYG,122,343,194.6,41.2
182,10,Daniel Jones,NYG,126,365,196.6,40.0
183,10,Los Angeles Rams,LAR,156,279,183.8,23.4
184,10,Mac Jones,NE,126,320,197.4,34.8
185,10,New England Patriots,NE,156,314,184.4,24.8
186,10,Tyler Bass,BUF,175,224,186.7,11.4
187,10,Christian Watson,GB,63,311,201.7,43.0
188,10,Isaiah McKenzie,BUF,107,301,192.7,59.7
189,10,Brian Robinson Jr.,WAS,91,368,194.0,65.5
190,10,Parris Campbell,IND,135,290,209.7,32.8
191,10,Matt Gay,LAR,175,288,194.9,18.1
192,10,D'Onta Foreman,CAR,131,331,200.1,42.6
193,10,Isiah Pacheco,KC,106,386,176.8,59.9
194,10,KJ Hamler,DEN,123,343,209.9,41.7
195,10,Dallas Cowboys,DAL,156,278,199.4,20.0
196,10,Gus Edwards,BAL,120,358,207.7,54.8
197,10,Samaje Perine,CIN,135,361,203.5,41.0
198,10,Jerick McKinnon,KC,115,327,207.9,47.7
199,10,Los Angeles Chargers,LAC,156,277,199.8,21.6
200,10,Alec Pierce,IND,111,372,212.0,45.4
201,10,Evan McPherson,CIN,175,302,203.4,27.7
202,10,Jamison Crowder,BUF,134,366,213.2,37.3
203,10,Brevin Jordan,HOU,128,299,212.0,40.2
204,10,Sterling Shepard,NYG,133,306,211.4,35.4
205,10,Curtis Samuel,WAS,123,268,213.2,24.5
206,11,Carson Wentz,WAS,160,320,219.3,39.3
207,11,Romeo Doubs,GB,77,378,192.3,55.5
208,11,Donovan Peoples-Jones,CLE,148,293,216.9,24.6
209,11,Daniel Carlson,LV,179,281,204.8,18.8
210,11,Boston Scott,PHI,132,382,214.2,43.5
211,11,Miami Dolphins,MIA,159,277,206.8,19.3
212,11,Ronald Jones II,KC,90,357,210.8,74.5
213,11,Green Bay Packers,GB,159,250,207.0,17.8
214,11,Jared Goff,DET,160,320,221.3,41.7
215,11,David Bell,CLE,133,329,215.8,35.2
216,11,Jeff Wilson Jr.,SF,138,386,218.8,47.0
217,11,Kansas City Chiefs,KC,169,322,214.9,28.3
218,11,Ryan Succop,TB,184,305,216.9,15.6
219,11,Kendrick Bourne,NE,149,349,221.6,33.5
220,11,Chuba Hubbard,CAR,131,322,220.1,47.7
221,11,Harrison Butker,KC,175,281,214.8,18.4
222,11,Zach Wilson,NYJ,159,349,231.2,47.0
223,11,Damien Williams,ATL,132,313,217.2,43.1
224,11,A.J. Green,ARI,133,317,228.9,29.1
225,11,Mo Alie-Cox,IND,142,316,227.3,41.8
226,11,Matt Prater,ARI,185,306,223.0,13.3
227,11,Cleveland Browns,CLE,164,323,221.2,21.0
228,11,Baker Mayfield,CAR,168,358,235.4,44.9
229,11,Baltimore Ravens,BAL,155,314,224.6,33.1
230,11,Tyrion Davis-Price,SF,127,347,224.3,56.5
231,11,Philadelphia Eagles,PHI,164,278,230.5,24.3
232,11,Zay Jones,JAC,146,293,230.7,30.2
233,11,D'Ernest Johnson,CLE,147,362,230.3,42.3
234,11,Rex Burkhead,HOU,120,341,228.0,50.5
235,11,Jonnu Smith,NE,166,319,238.8,31.9
236,11,Sony Michel,LAC,117,359,208.8,63.0
237,11,Laviska Shenault Jr.,CAR,145,340,227.2,32.5
238,11,Mike Davis,BAL,132,368,231.7,46.0
239,11,Rodrigo Blankenship,IND,184,292,233.9,14.2
240,11,Pittsburgh Steelers,PIT,169,314,231.4,26.8
241,11,Jason Sanders,MIA,204,302,235.4,20.7
242,11,Braxton Berrios,NYJ,136,373,240.6,32.9
243,11,Younghoe Koo,ATL,181,353,239.4,31.7
244,11,Terrace Marshall Jr.,CAR,150,377,241.4,37.1
245,11,Davis Mills,HOU,125,338,251.3,40.2
246,11,Byron Pringle,CHI,187,315,244.8,22.4
247,11,Kenyan Drake,BAL,115,393,225.0,66.7
248,11,Brandon McManus,DEN,204,292,243.8,18.2
249,11,Arizona Cardinals,ARI,180,345,246.4,25.3
250,11,Nick Folk,NE,184,339,242.0,27.3
251,11,Zack Moss,BUF,147,363,250.4,46.2
252,11,Randall Cobb,GB,149,350,252.0,34.7
253,11,Marlon Mack,HOU,124,379,216.1,69.0
254,11,Robbie Gould,SF,209,324,249.1,20.1
255,11,Tennessee Titans,TEN,159,318,254.3,26.5
256,11,Adam Trautman,NO,165,354,251.3,37.5
257,12,Jake Elliott,PHI,193,318,253.1,19.0
258,12,Bryan Edwards,ATL,184,350,253.7,25.9
259,12,Sammy Watkins,GB,151,346,251.1,41.0
260,12,Cincinnati Bengals,CIN,159,323,256.4,33.4
261,12,Dustin Hopkins,LAC,182,309,256.6,24.7
262,12,Trey Sermon,FA,120,380,243.0,57.4
263,12,Myles Gaskin,MIA,139,392,243.7,62.1
264,12,Marcus Mariota,ATL,163,373,269.1,47.4
265,12,Eno Benjamin,ARI,131,355,251.0,65.3
266,12,Carolina Panthers,CAR,169,355,266.4,27.1
267,12,Cameron Brate,TB,166,321,247.0,35.5
268,12,Cedrick Wilson Jr.,MIA,205,346,263.9,28.1
269,12,C.J. Uzomah,NYJ,167,394,266.1,35.4
270,12,Nelson Agholor,NE,188,355,261.7,30.6
271,12,Minnesota Vikings,MIN,171,347,271.4,28.2
272,12,Wil Lutz,NO,204,309,272.7,22.2
273,12,Greg Zuerlein,NYJ,181,353,266.1,39.9
274,12,Chris Evans,CIN,116,351,244.1,58.8
275,12,Dan Arnold,JAC,179,359,267.6,32.1
276,12,Chris Boswell,PIT,191,332,274.3,20.1
277,12,Mason Crosby,GB,215,326,276.2,21.8
278,12,Marquez Callaway,NO,194,396,268.4,41.9
279,12,Greg Joseph,MIN,187,353,281.1,32.6
280,12,Matt Breida,NYG,156,369,273.7,35.1
281,12,Chicago Bears,CHI,170,347,286.0,34.7
282,12,Washington Commanders,WAS,161,337,288.8,31.8
283,12,Ameer Abdullah,LV,120,349,220.6,61.4
284,12,Trey McBride,ARI,232,391,281.2,32.4
285,12,Graham Gano,NYG,216,332,292.0,21.0
286,12,Deshaun Watson,CLE,125,387,291.6,62.2
287,12,William Fuller V,FA,179,379,249.0,44.9
288,12,Jason Myers,SEA,218,353,291.5,27.5
289,12,Mitch Trubisky,PIT,178,380,301.7,42.0
290,12,Joshua Kelley,LAC,147,374,285.3,45.5
291,12,New York Giants,NYG,169,345,298.9,30.9
292,12,Quez Watkins,PHI,210,343,284.9,23.8
293,12,Dontrell Hilliard,TEN,116,388,247.4,69.5
294,12,Odell Beckham Jr.,FA,180,370,257.8,41.9
295,12,Hassan Haskins,TEN,158,365,288.0,45.7
296,12,Josh Reynolds,DET,222,378,286.5,29.5
297,12,Tre'Quan Smith,NO,220,395,278.6,39.4
298,12,Velus Jones Jr.,CHI,176,354,270.7,39.2
299,12,Nick Westbrook-Ikhine,TEN,150,370,256.8,43.4
300,12,Cairo Santos,CHI,213,342,300.7,25.0
301,12,Randy Bullock,TEN,184,346,297.9,25.9
302,12,New York Jets,NYJ,156,355,305.0,33.4
303,12,Darius Slayton,NYG,234,383,288.0,32.4
304,12,Ke'Shawn Vaughn,TB,199,392,295.2,33.1
305,12,Kyle Rudolph,TB,153,358,274.8,42.4
306,12,Seattle Seahawks,SEA,159,351,306.2,29.9
307,12,Giovani Bernard,TB,183,380,292.1,35.3
308,12,Devin Duvernay,BAL,185,366,269.7,41.0
309,12,Ka'imi Fairbairn,HOU,191,353,308.0,26.5
310,13,Ty Johnson,NYJ,177,393,286.4,44.2
311,13,Tyler Conklin,NYJ,179,338,263.9,31.5
312,13,Jalen Reagor,MIN,208,390,294.3,33.1
313,13,Kyren Williams,LAR,143,392,303.1,50.5
314,13,O.J. Howard,FA,209,389,288.5,41.1
315,13,Daniel Bellinger,NYG,166,364,264.3,37.9
316,13,Pierre Strong Jr.,NE,198,380,302.7,38.2
317,13,Isaiah Likely,BAL,143,394,270.3,55.8
318,13,Jacksonville Jaguars,JAC,155,355,315.7,32.8
319,13,Greg Dulcich,DEN,165,356,282.3,39.2
320,13,Kyle Philips,TEN,163,395,275.4,48.2
321,13,Kenny Pickett,PIT,228,391,327.5,29.8
322,13,Quintez Cephus,DET,231,390,299.9,31.3
323,13,Dyami Brown,WAS,268,396,304.5,30.0
324,13,Jacoby Brissett,CLE,225,385,321.4,29.6
325,13,Geno Smith,SEA,229,387,322.9,29.5
326,13,Harrison Bryant,CLE,209,345,287.8,36.6
327,13,Tommy Tremble,CAR,223,365,294.1,32.0
328,13,Darrynton Evans,CHI,199,382,298.9,36.6
329,13,Salvon Ahmed,MIA,183,386,304.1,36.5
330,13,Justin Jackson,DET,176,382,292.6,50.1
331,13,Phillip Lindsay,FA,217,392,303.3,30.4
332,13,Jimmy Garoppolo,SF,202,390,329.0,32.7
333,13,Jaylen Warren,PIT,143,392,287.5,59.8
334,13,Drew Lock,SEA,229,397,335.6,33.6
335,13,Jerome Ford,CLE,198,393,316.3,32.2
336,13,James Proche II,BAL,196,363,289.0,40.1
337,13,Ty Montgomery,NE,170,363,279.3,48.9
338,13,Emmanuel Sanders,FA,206,396,288.3,37.1
339,13,Snoop Conner,JAC,235,383,317.4,37.0
340,13,Chase McLaughlin,FA,175,344,307.7,36.9
341,13,Las Vegas Raiders,LV,227,355,311.9,30.5
342,13,Khalil Shakir,BUF,187,379,303.0,46.0
343,13,Duke Johnson Jr.,BUF,259,372,316.4,27.1
344,13,Donald Parham Jr.,LAC,258,389,313.8,29.2
345,13,Cole Beasley,FA,206,384,289.2,40.5
346,13,Jalen Guyton,LAC,240,383,306.5,29.4
347,13,Josh Lambo,FA,175,353,312.3,33.0
348,13,Cade York,CLE,246,353,305.4,23.7
349,13,Tyler Badie,BAL,174,384,295.3,57.1
350,13,Foster Moreau,LV,236,381,313.0,38.7
351,13,Olamide Zaccheaus,ATL,210,396,299.5,46.6
352,13,Danny Gray,SF,193,384,296.4,52.0
353,13,Travis Homer,SEA,176,374,287.7,51.7
354,13,Tyquan Thornton,NE,222,375,299.2,38.7
355,13,DeeJay Dallas,SEA,232,392,308.8,41.6
356,13,Jelani Woods,IND,246,389,318.1,35.7
357,13,Tevin Coleman,FA,283,393,333.0,25.5
358,13,Brett Maher,DAL,218,339,288.0,31.5
359,14,Jared Cook,FA,234,394,293.3,41.7
360,14,Calvin Austin III,PIT,214,380,315.4,38.8
361,14,Desmond Ridder,ATL,230,397,341.3,35.6
362,14,Detroit Lions,DET,259,355,325.9,22.1
363,14,Amari Rodgers,GB,242,396,324.9,40.7
364,14,Jaret Patterson,WAS,280,393,335.1,26.1
365,14,Demarcus Robinson,BAL,265,384,322.1,36.0
366,14,John Metchie III,HOU,223,377,275.1,38.7
367,14,David Johnson,FA,189,377,301.4,41.6
368,14,T.Y. Hilton,FA,279,382,307.6,25.5
369,14,Anthony Firkser,ATL,245,371,322.5,37.5
370,14,Cade Otton,TB,236,394,323.6,39.2
371,14,Atlanta Falcons,ATL,268,355,331.1,19.0
372,14,Taysom Hill,NO,128,371,280.7,65.7
373,14,Rashard Higgins,CAR,243,390,315.1,44.9
374,14,Brandon Bolden,LV,198,386,298.0,44.9
375,14,Jauan Jennings,SF,244,384,308.0,36.7
376,14,Joey Slye,WAS,281,353,318.1,19.2
377,14,Noah Brown,DAL,223,390,305.4,43.9
378,14,John Bates,WAS,246,391,332.1,33.0
379,14,James Washington,DAL,264,384,332.1,34.1
380,14,Sam Darnold,CAR,281,387,338.1,23.1
381,14,Keaontay Ingram,ARI,235,388,328.6,36.8
382,14,Latavius Murray,FA,259,376,322.5,23.6
383,14,Equanimeous St. Brown,CHI,243,396,329.6,33.7
384,14,Malcolm Brown,FA,274,387,329.7,24.6
385,14,Kene Nwangwu,MIN,245,392,336.8,37.0
386,14,Kylen Granson,IND,245,394,343.1,29.1
387,14,Devontae Booker,FA,277,353,318.6,17.8
388,14,Dee Eskridge,SEA,240,383,328.9,39.1
389,14,Chris Conley,HOU,214,396,301.2,53.7
390,14,Houston Texans,HOU,267,355,328.0,20.7
391,14,Austin Seibert,DET,284,353,328.4,18.3
392,14,Anthony Schwartz,CLE,285,379,330.7,29.7
393,14,Josiah Deguara,GB,190,390,340.5,37.9
394,14,Devonta Freeman,FA,274,386,332.0,27.4
395,14,Trestan Ebner,CHI,227,392,320.7,45.2
396,14,Wayne Gallman Jr.,FA,272,386,330.5,28.4
397,14,Pharaoh Brown,HOU,291,389,337.7,24.2
398,14,Benny Snell Jr.,PIT,271,392,341.8,28.0
399,14,Zach Pascal,PHI,270,395,335.0,32.9
400,14,Craig Reynolds,DET,283,392,338.5,26.8
401,14,Tyler Johnson,HOU,290,395,340.0,35.7
402,14,Malik Willis,TEN,231,397,342.5,39.0
403,14,Justin Watson,KC,240,395,322.6,41.4
404,14,Will Dissly,SEA,255,389,340.0,35.1
405,14,Kyle Juszczyk,SF,176,362,291.9,60.4
406,14,Ashton Dulin,IND,262,396,334.2,46.2
407,14,Mack Hollins,LV,242,394,304.9,42.4
408,14,Ty Chandler,MIN,196,382,305.6,49.1
409,14,Tutu Atwell,LAR,262,384,335.7,34.0
410,14,Demetric Felton Jr.,CLE,180,386,297.4,56.0
411,14,Juwan Johnson,NO,291,394,346.0,25.3
412,14,Laquon Treadwell,FA,295,384,337.7,31.1
413,14,Geoff Swaim,TEN,267,389,330.4,35.6
414,14,Deonte Harty,NO,282,378,334.1,33.6
415,14,Tristan Vizcaino,FA,292,342,325.9,14.6
416,14,Jordan Mason,SF,143,358,258.4,68.3
417,14,Jonathan Garibay,FA,300,342,324.2,14.7
418,14,Tony Jones Jr.,NO,264,393,348.3,29.6
419,14,Phillip Dorsett II,HOU,269,384,339.7,37.3
420,15,Jamal Agnew,JAC,270,395,349.4,36.7
421,15,Ben Skowronek,LAR,295,395,336.3,32.5
422,15,Durham Smythe,MIA,325,391,358.6,17.9
423,15,Teddy Bridgewater,MIA,300,370,337.7,19.8
424,15,Tylan Wallace,BAL,271,395,346.6,34.8
425,15,Denzel Mims,NYJ,311,396,353.4,26.7
426,15,Jeremy Ruckert,NYJ,294,385,354.3,22.1
427,15,Antonio Brown,FA,262,386,329.2,43.1
428,15,Jake Ferguson,DAL,282,391,351.6,29.9
429,15,Chris Moore,HOU,290,379,327.7,32.4
430,15,Ian Thomas,CAR,323,394,360.8,19.1
431,15,N'Keal Harry,CHI,261,390,340.6,40.9
432,15,Kylin Hill,GB,289,393,354.8,25.6
433,15,Mike Boone,DEN,310,388,337.8,30.5
434,15,Ihmir Smith-Marsette,FA,297,378,344.2,30.8
435,15,Joe Flacco,NYJ,304,397,355.8,32.4
436,15,Riley Patterson,JAC,288,342,324.6,15.7
437,15,JaMycal Hasty,JAC,272,393,335.2,41.3
438,15,Keelan Cole Sr.,FA,293,378,349.3,29.8
439,15,Abram Smith,FA,267,388,352.1,39.3
440,15,Dare Ogunbowale,HOU,216,393,328.3,52.6
441,15,Antoine Wesley,ARI,265,396,351.2,39.1
442,15,Kalif Raymond,DET,295,383,348.4,26.6
443,15,Ryan Griffin,CHI,325,383,357.7,18.6
444,15,Anthony McFarland Jr.,PIT,310,386,353.9,26.6
445,15,Chigoziem Okonkwo,TEN,305,381,355.7,24.0
446,15,Carlos Hyde,FA,264,393,338.4,48.3
447,15,Justice Hill,BAL,308,380,357.1,21.1
448,15,Blake Jarwin,FA,260,388,340.7,42.8
449,15,Freddie Swain,FA,286,390,342.4,36.3
450,15,Sam Howell,WAS,290,341,321.0,16.9
451,15,Quinn Nordin,FA,298,342,322.4,14.2
452,15,DeSean Jackson,FA,286,376,322.8,34.6
453,15,C.J. Ham,MIN,289,364,336.0,27.4
454,15,Eddy Pineiro,CAR,309,341,326.4,13.2
455,15,Larry Rountree III,FA,331,382,359.4,16.5
456,15,Tarik Cohen,FA,318,376,341.3,21.6
457,15,Auden Tate,FA,286,369,330.4,28.9
458,15,Patrick Ricard,BAL,256,365,317.0,39.1
459,15,Simi Fehoko,DAL,298,390,333.6,32.8
460,15,Derrick Gore,FA,313,380,352.6,24.5
461,15,Royce Freeman,HOU,200,368,293.3,69.8
462,15,Charlie Kolar,BAL,267,360,320.5,39.2
463,15,James McCourt,FA,303,353,336.0,18.4
464,15,Tyrell Williams,FA,262,395,336.2,58.5
465,15,Justyn Ross,KC,222,383,321.0,65.8
466,15,Qadree Ollison,DAL,259,387,337.6,45.7
467,15,Bo Melton,SEA,229,390,338.0,56.4
468,15,Gardner Minshew II,PHI,293,392,339.0,33.0
469,15,Julius Chestnut,TEN,256,368,326.8,44.0
470,15,Breshad Perriman,TB,301,383,342.2,34.1
471,15,Noah Gray,KC,333,394,367.2,16.9
472,15,Chris Herndon IV,FA,291,371,343.0,32.3
473,15,Jeremy McNichols,PIT,309,374,343.2,27.2
474,15,Dez Fitzpatrick,TEN,315,379,343.6,21.2
475,15,Jordan Akins,HOU,320,389,364.4,19.9
476,15,Eric Ebron,FA,273,391,353.3,38.8
477,15,Kevin Harris,NE,277,385,344.8,40.3
478,15,Tyler Huntley,BAL,337,397,360.1,21.8
479,15,Jonathan Williams,WAS,257,382,332.5,47.5
480,15,Le'Veon Bell,FA,289,336,311.7,19.2
481,15,Lance McCutcheon,LAR,306,377,347.4,26.2
482,15,Antonio Williams,NYG,211,336,273.5,62.5
483,15,Jonathan Ward,ARI,296,337,315.3,16.8
484,15,Deon Jackson,IND,316,386,350.6,24.0
485,15,Gary Brightwell,NYG,322,388,350.8,25.9
