PPR_POS_RK,PPR_POS_TIERS,PLAYER NAME,TEAM,PPR_POS_BEST,PPR_POS_WORST,PPR_POS_AVG.,PPR_POS_STD.DEV
45,6,Cade Otton,TB,28,70,46.0,9.8
46,6,John Bates,WAS,29,65,46.2,7.8
47,6,Kylen Granson,IND,30,58,46.1,6.0
48,6,Anthony Firkser,ATL,30,71,44.1,8.4
49,6,Josiah Deguara,GB,25,77,47.8,8.6
50,6,Jared Cook,FA,28,66,38.5,9.3
51,6,Pharaoh Brown,HOU,36,80,46.6,8.4
52,6,Juwan Johnson,NO,36,87,53.5,11.4
53,6,Will Dissly,SEA,30,68,48.1,8.7
54,6,Taysom Hill,NO,13,87,38.2,13.6
55,7,Jeremy Ruckert,NYJ,39,81,56.4,10.8
56,7,Durham Smythe,MIA,41,76,53.8,9.0
57,7,Geoff Swaim,TEN,33,69,48.5,10.4
58,7,Ian Thomas,CAR,43,65,53.2,7.1
59,7,Ryan Griffin,CHI,41,98,58.8,12.7
60,7,Jake Ferguson,DAL,35,81,54.5,11.0
61,7,Chigoziem Okonkwo,TEN,39,106,61.1,16.8
62,7,Tre' McKitty,LAC,53,85,67.5,8.2
63,7,Noah Gray,KC,44,105,61.2,13.8
64,7,Drew Sample,CIN,51,74,61.4,6.6
65,7,Maxx Williams,ARI,49,84,63.3,10.4
66,7,Zach Gentry,PIT,50,94,63.0,10.6
67,7,Hunter Long,MIA,50,107,71.9,16.1
68,7,Brycen Hopkins,LAR,43,82,64.8,12.0
69,7,Blake Bell,KC,45,103,71.0,17.8
70,7,Marcedes Lewis,GB,55,92,66.9,11.3
71,7,Jordan Akins,HOU,43,103,63.5,17.1
72,7,James O'Shaughnessy,FA,45,90,63.5,10.7
73,7,Brock Wright,DET,49,95,69.5,13.6
74,7,Nick Boyle,BAL,51,99,72.5,12.7
75,7,Ross Dwelley,SF,53,118,73.2,15.9
76,8,Charlie Kolar,BAL,49,127,73.9,22.1
77,8,Tyler Davis,GB,46,95,72.3,16.6
78,8,Johnny Mundt,MIN,55,87,68.2,11.3
79,8,Chris Manhertz,JAC,65,101,80.9,12.8
80,8,Jacob Harris,LAR,46,73,62.4,8.0
81,8,Chris Herndon IV,FA,36,82,52.8,14.1
82,8,Colby Parkinson,SEA,63,102,78.1,11.8
83,8,Cole Turner,WAS,49,109,71.9,18.3
84,8,Nick Vannett,NO,54,111,81.9,18.7
85,8,Blake Jarwin,FA,32,51,42.0,7.0
86,8,Jack Stoll,PHI,63,91,78.7,9.2
87,8,Jalen Wydermyer,NE,49,123,71.3,25.7
88,8,Charlie Woerner,SF,74,96,82.2,7.3
89,8,Josh Oliver,BAL,74,158,92.4,24.3
90,8,Parker Hesse,ATL,61,107,78.9,16.1
91,8,Mitchell Wilcox,CIN,67,134,91.6,17.4
92,8,Kendall Blanton,KC,63,84,71.9,7.5
93,8,Sean McKeon,DAL,62,99,80.5,13.0
94,8,Tyree Jackson,PHI,68,121,92.9,18.1
95,8,Jimmy Graham,FA,41,54,47.0,5.2
96,8,Eric Ebron,FA,34,60,48.2,8.3
97,8,Ben Ellefson,MIN,72,100,89.7,9.8
98,8,Grant Calcaterra,PHI,70,130,86.5,17.1
99,9,Chris Myarick,NYG,61,140,91.6,23.6
100,9,Luke Farrell,JAC,79,93,86.9,5.4
101,9,Tyler Kroft,SF,46,104,66.0,22.0
102,9,James Mitchell,DET,66,117,89.0,16.2
103,9,Miller Forristall,CLE,68,96,80.8,10.4
104,9,Antony Auclair,FA,60,93,73.8,12.3
105,9,Connor Heyward,PIT,75,93,85.0,5.7
106,9,Devin Asiasi,CIN,63,162,98.3,28.3
107,9,Shane Zylstra,DET,67,121,89.8,16.2
108,9,Eric Saubert,DEN,56,101,79.8,14.6
109,9,Jacob Hollister,FA,81,99,90.3,5.3
110,9,Teagan Quitoriano,HOU,64,113,82.0,16.5
111,9,Trevon Wesco,CHI,62,110,82.4,19.5
112,9,Andrew Beck,DEN,76,112,88.0,13.2
113,9,Tommy Sweeney,BUF,76,117,93.0,14.9
114,9,MyCole Pruitt,ATL,51,67,61.3,7.3
115,9,Zach Davidson,BUF,75,125,93.8,18.4
116,9,Kevin Rader,TEN,78,164,101.4,32.0
117,9,Eric Tomlinson,DEN,62,163,102.8,33.0
118,9,Stephen Sullivan,CAR,90,111,99.4,6.9
119,9,Cethan Carter,MIA,97,103,99.8,2.7
120,9,John FitzPatrick,ATL,79,107,90.5,10.2
121,9,Armani Rogers,WAS,88,116,101.0,10.7
122,9,Stephen Anderson,FA,76,109,91.8,12.4
123,9,Tommy Hudson,FA,60,102,79.7,17.3
124,9,Richard Rodgers,FA,31,135,82.3,42.5
125,9,Derrick Deese Jr.,DET,56,120,98.5,25.2
126,10,Quintin Morris,BUF,78,94,84.7,6.8
127,10,Jordan Franks,KC,80,129,98.8,18.3
128,10,Dalton Keene,FA,61,100,85.0,17.1
129,10,Jesper Horsted,LV,84,150,110.0,24.1
130,10,Peyton Hendershot,DAL,84,89,87.0,2.2
131,10,Austin Allen,NYG,87,131,102.0,17.6
132,10,Tanner Hudson,FA,77,110,93.7,13.5
133,10,Ko Kieft,TB,87,135,110.3,19.1
134,10,Jared Pinkney,LAR,78,141,100.7,28.6
135,10,Dominique Dafney,FA,101,114,105.7,5.9
136,10,Garrett Griffin,DET,83,98,90.5,7.5
137,10,Curtis Hodges,WAS,90,142,117.3,19.6
138,10,J.P. Holtz,NO,103,118,109.7,6.2
139,10,Jeremy Sprinkle,FA,89,146,111.7,24.7
140,10,Kenny Yeboah,NYJ,78,136,111.0,24.3
141,10,Nick Bowers,CIN,87,109,98.0,11.0
142,10,Jace Sternberger,FA,95,105,100.0,5.0
143,10,Giovanni Ricci,CAR,98,102,100.0,2.0
144,10,Tyler Mabry,SEA,107,124,115.3,6.9
145,10,Noah Togiai,PHI,85,126,105.5,20.5
146,10,David Wells,FA,82,138,110.0,28.0
147,10,Jake Tonges,CHI,105,116,110.5,5.5
148,10,Nakia Griffin-Stewart,FA,96,126,111.0,15.0
149,10,Sammis Reyes,FA,106,123,114.5,8.5
150,10,Matt Sokol,NE,108,122,115.0,7.0
151,11,Stone Smartt,LAC,106,133,119.5,13.5
152,11,Lucas Krull,NO,103,137,120.0,17.0
153,11,Shaun Beyer,GB,113,127,120.0,7.0
154,11,Colin Thompson,CAR,102,153,127.5,25.5
155,11,Bernhard Seikovits,ARI,104,144,124.0,20.0
156,11,Josh Babicz,CAR,120,137,128.5,8.5
157,11,Thaddeus Moss,CIN,119,167,143.0,24.0
158,11,Mason Schreck,HOU,131,132,131.5,0.5
159,11,Zaire Mitchell-Paden,CLE,132,156,144.0,12.0
160,11,Dylan Soehner,FA,140,160,150.0,10.0
