PPR_RK,PPR_TIERS,PLAYER NAME,TEAM,PPR_AVG_FAN PTS,AVG_PASS_YDS,AVG_PASS_TDS,AVG_REC,AVG_REC_YDS,AVG_REC_TDS,AVG_RUSH_ATT,AVG_RUSH_YDS,AVG_RUSH_TDS
"43",5,"Justin Herbert",LAC,"23.3","294.9","2.2","0.0","0.0","0.0","3.7","17.8","0.2"
"44",5,"Brandin Cooks",HOU,"14.5","0.0","0.0","5.6","64.8","0.4","0.1","1.3","0.0"
"45",5,"Allen Robinson II",LAR,"7.3","0.0","0.0","3.2","34.2","0.1","0.0","0.0","0.0"
"46",5,"Cam Akers",LAR,"2.1","0.0","0.0","1.5","5.0","0.0","2.5","1.5","0.0"
"47",5,"Patrick Mahomes II",KC,"22.0","284.0","2.2","0.0","0.0","0.0","3.9","22.4","0.1"
"48",5,"AJ Dillon",GB,"10.9","0.0","0.0","2.0","18.4","0.1","11.0","47.2","0.3"
"49",5,"George Kittle",SF,"14.1","0.0","0.0","5.1","65.0","0.4","0.2","1.4","0.0"
"50",5,"Lamar Jackson",BAL,"21.1","240.2","1.3","0.0","0.0","0.0","11.2","63.9","0.2"
"51",5,"DK Metcalf",SEA,"14.4","0.0","0.0","4.4","56.9","0.7","0.1","0.4","0.0"
"52",6,"Elijah Mitchell",SF,"13.8","0.0","0.0","1.6","11.4","0.1","17.3","80.3","0.4"
"53",6,"Darren Waller",LV,"12.1","0.0","0.0","5.0","60.5","0.2","0.0","0.0","0.0"
"54",6,"Josh Jacobs",LV,"15.1","0.0","0.0","3.6","23.2","0.0","14.5","58.1","0.6"
"55",6,"Marquise Brown",ARI,"14.1","0.0","0.0","5.7","63.0","0.4","0.1","0.3","0.0"
"56",6,"J.K. Dobbins",BAL,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"57",6,"Darnell Mooney",CHI,"12.9","0.0","0.0","4.8","62.1","0.2","0.4","1.9","0.1"
"58",6,"Chase Edmonds",MIA,"11.9","0.0","0.0","3.6","25.9","0.0","9.7","49.3","0.2"
"59",6,"Amon-Ra St. Brown",DET,"14.2","0.0","0.0","5.6","57.0","0.3","0.4","3.8","0.1"
"60",6,"Jerry Jeudy",DEN,"8.5","0.0","0.0","3.8","46.7","0.0","0.2","0.3","0.0"
"61",6,"Michael Thomas",NO,"0","0","0","0","0","0","0","0","0"
"62",6,"Rashod Bateman",BAL,"8.6","0.0","0.0","3.8","42.9","0.1","0.0","0.0","0.0"
"63",6,"Antonio Gibson",WAS,"14.3","0.0","0.0","2.6","18.4","0.2","16.1","64.8","0.4"
"64",6,"Chris Godwin",TB,"17.3","0.0","0.0","7.0","78.8","0.4","0.3","1.5","0.1"
"65",6,"Kyler Murray",ARI,"22.2","270.5","1.7","0.0","0.0","0.0","6.3","30.2","0.4"
"66",6,"Dalton Schultz",DAL,"12.3","0.0","0.0","4.6","47.5","0.5","0.0","0.0","0.0"
"67",6,"Jalen Hurts",PHI,"21.4","209.6","1.1","0.0","0.0","0.0","9.3","52.3","0.7"
"68",6,"JuJu Smith-Schuster",KC,"7.0","0.0","0.0","3.0","25.8","0.0","0.6","1.8","0.2"
"69",6,"Clyde Edwards-Helaire",KC,"11.7","0.0","0.0","1.9","11.8","0.2","11.9","51.7","0.4"
"70",6,"Amari Cooper",CLE,"13.5","0.0","0.0","4.5","57.7","0.5","0.0","0.0","0.0"
"71",6,"Kareem Hunt",CLE,"13.8","0.0","0.0","2.8","21.8","0.0","9.8","48.3","0.6"
"72",6,"Gabriel Davis",BUF,"8.4","0.0","0.0","2.3","36.6","0.4","0.0","0.0","0.0"
"73",6,"Elijah Moore",NYJ,"12.6","0.0","0.0","3.9","48.9","0.5","0.5","4.9","0.1"
"74",7,"Tony Pollard",DAL,"10.8","0.0","0.0","2.6","22.5","0.0","8.7","47.9","0.1"
"75",7,"Joe Burrow",CIN,"20.5","288.2","2.1","0.0","0.0","0.0","2.5","7.4","0.1"
"76",7,"Dameon Pierce",HOU,"0","0","0","0","0","0","0","0","0"
"77",7,"Adam Thielen",MIN,"15.4","0.0","0.0","5.2","55.8","0.8","0.1","0.2","0.0"
"78",7,"Dallas Goedert",PHI,"11.0","0.0","0.0","3.7","55.3","0.3","0.0","0.0","0.0"
"79",7,"Rashaad Penny",SEA,"12.2","0.0","0.0","0.6","4.8","0.0","11.9","74.9","0.6"
"80",7,"Miles Sanders",PHI,"9.8","0.0","0.0","2.2","13.2","0.0","11.4","62.8","0.0"
"81",7,"Damien Harris",NE,"14.0","0.0","0.0","1.2","8.8","0.0","13.5","61.9","1.0"
"82",7,"Rhamondre Stevenson",NE,"9.6","0.0","0.0","1.2","10.3","0.0","11.1","50.5","0.4"
"83",7,"T.J. Hockenson",DET,"12.1","0.0","0.0","5.1","48.6","0.3","0.0","0.0","0.0"
"84",7,"Cordarrelle Patterson",ATL,"14.7","0.0","0.0","3.3","34.3","0.3","9.6","38.6","0.4"
"85",7,"Devin Singletary",BUF,"11.6","0.0","0.0","2.4","13.4","0.1","11.1","51.2","0.4"
"86",7,"Tom Brady",TB,"22.7","312.7","2.5","0.0","0.0","0.0","1.6","4.8","0.1"
"87",7,"Russell Wilson",DEN,"17.8","222.4","1.8","0.0","0.0","0.0","3.1","13.1","0.1"
"88",7,"Brandon Aiyuk",SF,"10.0","0.0","0.0","3.3","48.6","0.3","0.3","1.0","0.0"
"89",7,"DeVonta Smith",PHI,"10.9","0.0","0.0","3.8","53.9","0.3","0.0","0.0","0.0"
"90",7,"Hunter Renfrow",LV,"15.2","0.0","0.0","6.1","61.1","0.5","0.2","0.2","0.0"
"91",7,"Dak Prescott",DAL,"20.7","278.1","2.3","0.0","0.0","0.0","3.0","9.1","0.1"
"92",7,"Drake London",ATL,"0","0","0","0","0","0","0","0","0"
"93",7,"Christian Kirk",JAC,"12.2","0.0","0.0","4.5","57.8","0.3","0.1","0.6","0.0"
"94",7,"Melvin Gordon III",DEN,"12.2","0.0","0.0","1.8","13.3","0.1","12.7","57.4","0.5"
"95",7,"Zach Ertz",ARI,"10.6","0.0","0.0","4.4","44.9","0.3","0.1","0.2","0.0"
"96",7,"Allen Lazard",GB,"10.2","0.0","0.0","2.9","36.6","0.6","0.2","2.3","0.0"
"97",7,"Trey Lance",SF,"11.2","100.5","0.8","0.0","0.0","0.0","6.3","28.0","0.2"
"98",7,"Tyler Lockett",SEA,"15.1","0.0","0.0","4.6","73.4","0.5","0.1","0.6","0.0"
"99",8,"Aaron Rodgers",GB,"21.1","257.2","2.3","0.0","0.0","0.0","2.1","6.3","0.2"
"100",8,"Matthew Stafford",LAR,"20.4","287.4","2.4","0.0","0.0","0.0","1.9","2.5","0.0"
"101",8,"Robert Woods",TEN,"15.2","0.0","0.0","5.0","61.8","0.4","0.9","5.1","0.1"
"102",8,"DeAndre Hopkins",ARI,"14.7","0.0","0.0","4.2","57.2","0.8","0.0","0.0","0.0"
"103",8,"Michael Carter",NYJ,"11.0","0.0","0.0","2.6","23.2","0.0","10.5","45.6","0.3"
"104",8,"James Cook",BUF,"0","0","0","0","0","0","0","0","0"
"105",8,"Nyheim Hines",IND,"6.6","0.0","0.0","2.4","18.2","0.1","3.3","16.2","0.1"
"106",8,"Cole Kmet",CHI,"7.1","0.0","0.0","3.5","36.0","0.0","0.1","0.0","0.0"
"107",8,"Ken Walker III",SEA,"0","0","0","0","0","0","0","0","0"
"108",8,"Kadarius Toney",NYG,"9.2","0.0","0.0","4.3","46.7","0.0","0.3","0.7","0.0"
"109",8,"Dawson Knox",BUF,"10.9","0.0","0.0","3.3","39.1","0.6","0.0","0.3","0.0"
"110",8,"Pat Freiermuth",PIT,"9.5","0.0","0.0","3.8","31.1","0.4","0.0","0.0","0.0"
"111",8,"Darrell Henderson Jr.",LAR,"13.6","0.0","0.0","2.4","14.7","0.3","12.4","57.3","0.4"
"112",8,"Kirk Cousins",MIN,"19.2","263.8","2.1","0.0","0.0","0.0","1.8","7.2","0.1"
"113",8,"Derek Carr",LV,"15.9","282.6","1.4","0.0","0.0","0.0","2.4","6.4","0.0"
"114",8,"Chris Olave",NO,"0","0","0","0","0","0","0","0","0"
"115",8,"Chase Claypool",PIT,"11.1","0.0","0.0","3.9","57.3","0.1","0.9","6.4","0.0"
"116",8,"Jakobi Meyers",NE,"11.6","0.0","0.0","5.2","54.1","0.1","0.1","0.6","0.0"
"117",8,"Tyler Boyd",CIN,"11.5","0.0","0.0","4.2","51.8","0.3","0.1","1.4","0.0"
"118",8,"J.D. McKissic",WAS,"11.6","0.0","0.0","3.9","36.1","0.2","4.4","19.3","0.2"
"119",8,"Alexander Mattison",MIN,"7.9","0.0","0.0","2.0","14.3","0.1","8.4","30.7","0.2"
"120",8,"James Robinson",JAC,"12.4","0.0","0.0","2.2","15.9","0.0","11.7","54.8","0.6"
"121",8,"Kenneth Gainwell",PHI,"7.7","0.0","0.0","2.1","15.8","0.1","4.3","18.2","0.3"
"122",8,"Treylon Burks",TEN,"0","0","0","0","0","0","0","0","0"
"123",8,"Russell Gage",TB,"12.5","0.0","0.0","5.1","59.2","0.3","0.0","0.0","0.0"
"124",8,"Garrett Wilson",NYJ,"0","0","0","0","0","0","0","0","0"
"125",8,"Skyy Moore",KC,"0","0","0","0","0","0","0","0","0"
"126",9,"Tua Tagovailoa",MIA,"14.7","204.1","1.2","0.0","0.0","0.0","3.2","9.8","0.2"
"127",9,"Khalil Herbert",CHI,"4.9","0.0","0.0","0.9","6.0","0.0","6.4","27.1","0.1"
"128",9,"Jamaal Williams",DET,"9.2","0.0","0.0","2.0","12.1","0.0","11.8","46.2","0.2"
"129",9,"Hunter Henry",NE,"10.3","0.0","0.0","3.1","37.7","0.6","0.0","0.0","0.0"
"130",9,"DeVante Parker",NE,"10.3","0.0","0.0","4.0","51.5","0.2","0.0","0.0","0.0"
"131",9,"George Pickens",PIT,"0","0","0","0","0","0","0","0","0"
"132",9,"Rondale Moore",ARI,"7.8","0.0","0.0","3.9","31.1","0.1","1.3","5.4","0.0"
"133",9,"Marquez Valdes-Scantling",KC,"7.9","0.0","0.0","2.4","39.1","0.3","0.0","0.0","0.0"
"134",9,"Jarvis Landry",NO,"11.1","0.0","0.0","4.3","47.5","0.2","0.5","3.3","0.2"
"135",9,"Irv Smith Jr.",MIN,"0","0","0","0","0","0","0","0","0"
"136",9,"Mike Gesicki",MIA,"9.7","0.0","0.0","4.3","45.9","0.1","0.0","0.0","0.0"
"137",9,"Justin Fields",CHI,"11.4","155.8","0.6","0.0","0.0","0.0","6.0","35.0","0.2"
"138",9,"Raheem Mostert",MIA,"2.0","0.0","0.0","0.0","0.0","0.0","2.0","20.0","0.0"
"139",9,"Albert Okwuegbunam",DEN,"5.4","0.0","0.0","2.4","23.6","0.1","0.0","0.0","0.0"
"140",9,"Michael Gallup",DAL,"10.2","0.0","0.0","3.9","49.4","0.2","0.0","0.0","0.0"
"141",9,"Rachaad White",TB,"0","0","0","0","0","0","0","0","0"
"142",9,"DJ Chark Jr.",DET,"11.5","0.0","0.0","2.3","51.3","0.7","0.0","0.0","0.0"
"143",9,"David Njoku",CLE,"7.2","0.0","0.0","2.4","31.7","0.3","0.1","0.1","0.0"
"144",9,"Trevor Lawrence",JAC,"12.7","214.2","0.7","0.0","0.0","0.0","4.3","19.6","0.1"
"145",9,"Jahan Dotson",WAS,"0","0","0","0","0","0","0","0","0"
"146",9,"Tyler Allgeier",ATL,"0","0","0","0","0","0","0","0","0"
"147",9,"Noah Fant",SEA,"9.9","0.0","0.0","4.3","41.9","0.3","0.0","0.0","0.0"
"148",9,"Julio Jones",TB,"8.0","0.0","0.0","3.1","43.4","0.1","0.0","0.0","0.0"
"149",9,"Kenny Golladay",NYG,"6.4","0.0","0.0","2.6","37.2","0.0","0.0","0.0","0.0"
"150",9,"Tyler Higbee",LAR,"9.8","0.0","0.0","4.1","37.3","0.3","0.0","0.0","0.0"
"151",9,"Gerald Everett",LAC,"7.9","0.0","0.0","3.2","31.9","0.3","0.2","1.3","0.0"
"152",9,"Nico Collins",HOU,"6.0","0.0","0.0","2.4","31.9","0.1","0.0","0.0","0.0"
"153",9,"Robert Tonyan",GB,"6.3","0.0","0.0","2.3","25.5","0.3","0.0","0.0","0.0"
"154",9,"Jameis Winston",NO,"17.2","167.1","2.0","0.0","0.0","0.0","4.6","23.7","0.1"
"155",9,"Isaiah Spiller",LAC,"0","0","0","0","0","0","0","0","0"
"156",9,"Evan Engram",JAC,"6.8","0.0","0.0","3.1","27.2","0.2","0.1","-0.2","0.0"
"157",9,"Joshua Palmer",LAC,"6.2","0.0","0.0","2.2","23.5","0.3","0.1","0.4","0.0"
"158",9,"Matt Ryan",IND,"13.8","233.4","1.2","0.0","0.0","0.0","2.4","4.8","0.1"
"159",9,"Buffalo Bills",BUF,"8.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"160",9,"Austin Hooper",TEN,"6.2","0.0","0.0","2.5","23.0","0.2","0.0","0.0","0.0"
"161",9,"Tampa Bay Buccaneers",TB,"8.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"162",9,"Corey Davis",NYJ,"11.7","0.0","0.0","3.8","54.7","0.4","0.0","0.0","0.0"
"163",10,"Robbie Anderson",CAR,"8.1","0.0","0.0","3.1","30.5","0.3","0.2","2.1","0.0"
"164",10,"San Francisco 49ers",SF,"6.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"165",10,"Mecole Hardman",KC,"8.3","0.0","0.0","3.5","40.8","0.1","0.5","2.7","0.0"
"166",10,"Ryan Tannehill",TEN,"16.6","219.6","1.2","0.0","0.0","0.0","3.2","15.9","0.4"
"167",10,"K.J. Osborn",MIN,"9.3","0.0","0.0","2.9","38.5","0.4","0.1","0.6","0.0"
"168",10,"Mark Ingram II",NO,"7.8","0.0","0.0","1.9","11.6","0.0","11.4","39.6","0.1"
"169",10,"Zamir White",LV,"0","0","0","0","0","0","0","0","0"
"170",10,"Indianapolis Colts",IND,"8.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"171",10,"Van Jefferson",LAR,"9.9","0.0","0.0","2.9","47.2","0.4","0.1","1.2","0.0"
"172",10,"Marvin Jones Jr.",JAC,"10.6","0.0","0.0","4.3","48.9","0.2","0.0","0.0","0.0"
"173",10,"Darrel Williams",ARI,"11.5","0.0","0.0","2.8","26.6","0.1","8.5","32.8","0.4"
"174",10,"Logan Thomas",WAS,"10.7","0.0","0.0","3.6","39.2","0.6","0.0","0.0","0.0"
"175",10,"Justin Tucker",BAL,"9.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"176",10,"Denver Broncos",DEN,"7.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"177",10,"New Orleans Saints",NO,"8.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"178",10,"Hayden Hurst",CIN,"5.3","0.0","0.0","2.2","18.4","0.3","0.0","0.0","0.0"
"179",10,"Jalen Tolbert",DAL,"0","0","0","0","0","0","0","0","0"
"180",10,"Jameson Williams",DET,"0","0","0","0","0","0","0","0","0"
"181",10,"Wan'Dale Robinson",NYG,"0","0","0","0","0","0","0","0","0"
"182",10,"Daniel Jones",NYG,"15.9","220.7","0.9","0.0","0.0","0.0","5.6","27.1","0.2"
"183",10,"Los Angeles Rams",LAR,"7.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"184",10,"Mac Jones",NE,"14.0","223.6","1.3","0.0","0.0","0.0","2.6","7.6","0.0"
"185",10,"New England Patriots",NE,"9.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"186",10,"Tyler Bass",BUF,"8.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"187",10,"Christian Watson",GB,"0","0","0","0","0","0","0","0","0"
"188",10,"Isaiah McKenzie",BUF,"3.5","0.0","0.0","1.3","11.9","0.1","0.6","3.1","0.1"
"189",10,"Brian Robinson Jr.",WAS,"0","0","0","0","0","0","0","0","0"
"190",10,"Parris Campbell",IND,"5.4","0.0","0.0","1.7","27.0","0.2","0.0","0.0","0.0"
"191",10,"Matt Gay",LAR,"9.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"192",10,"D'Onta Foreman",CAR,"10.4","0.0","0.0","1.0","13.7","0.0","14.8","62.9","0.3"
"193",10,"Isiah Pacheco",KC,"0","0","0","0","0","0","0","0","0"
"194",10,"KJ Hamler",DEN,"4.1","0.0","0.0","1.7","24.7","0.0","0.0","0.0","0.0"
"195",10,"Dallas Cowboys",DAL,"10.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"196",10,"Gus Edwards",BAL,"0","0","0","0","0","0","0","0","0"
"197",10,"Samaje Perine",CIN,"5.5","0.0","0.0","1.8","13.1","0.1","3.7","16.4","0.1"
"198",10,"Jerick McKinnon",KC,"4.0","0.0","0.0","1.4","11.9","0.1","1.3","6.9","0.0"
"199",10,"Los Angeles Chargers",LAC,"4.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"200",10,"Alec Pierce",IND,"0","0","0","0","0","0","0","0","0"
"201",10,"Evan McPherson",CIN,"9.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"202",10,"Jamison Crowder",BUF,"9.1","0.0","0.0","4.3","37.3","0.2","0.0","0.0","0.0"
"203",10,"Brevin Jordan",HOU,"7.0","0.0","0.0","2.5","22.3","0.4","0.0","0.0","0.0"
"204",10,"Sterling Shepard",NYG,"11.1","0.0","0.0","5.1","52.3","0.1","0.1","-1.3","0.0"
"205",10,"Curtis Samuel",WAS,"2.0","0.0","0.0","1.2","5.4","0.0","0.8","2.2","0.0"
"206",11,"Carson Wentz",WAS,"15.6","209.6","1.6","0.0","0.0","0.0","3.4","12.6","0.1"
"207",11,"Romeo Doubs",GB,"0","0","0","0","0","0","0","0","0"
"208",11,"Donovan Peoples-Jones",CLE,"7.8","0.0","0.0","2.4","42.6","0.2","0.0","0.0","0.0"
"209",11,"Daniel Carlson",LV,"10.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"210",11,"Boston Scott",PHI,"9.0","0.0","0.0","1.2","7.5","0.0","7.9","33.9","0.6"
"211",11,"Miami Dolphins",MIA,"9.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"212",11,"Ronald Jones II",KC,"5.3","0.0","0.0","0.7","4.3","0.0","6.7","28.5","0.3"
"213",11,"Green Bay Packers",GB,"6.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"214",11,"Jared Goff",DET,"14.5","231.8","1.4","0.0","0.0","0.0","1.2","6.2","0.0"
"215",11,"David Bell",CLE,"0","0","0","0","0","0","0","0","0"
"216",11,"Jeff Wilson Jr.",SF,"5.7","0.0","0.0","0.8","3.4","0.0","8.8","32.7","0.2"
"217",11,"Kansas City Chiefs",KC,"7.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"218",11,"Ryan Succop",TB,"8.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"219",11,"Kendrick Bourne",NE,"10.6","0.0","0.0","3.2","47.1","0.3","0.7","7.4","0.0"
"220",11,"Chuba Hubbard",CAR,"8.6","0.0","0.0","1.6","10.9","0.1","10.8","38.3","0.3"
"221",11,"Harrison Butker",KC,"8.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"222",11,"Zach Wilson",NYJ,"12.5","179.5","0.7","0.0","0.0","0.0","2.2","14.2","0.3"
"223",11,"Damien Williams",ATL,"5.1","0.0","0.0","1.3","8.6","0.1","3.3","13.7","0.2"
"224",11,"A.J. Green",ARI,"9.8","0.0","0.0","3.4","53.0","0.2","0.0","0.0","0.0"
"225",11,"Mo Alie-Cox",IND,"4.7","0.0","0.0","1.4","18.6","0.2","0.0","0.0","0.0"
"226",11,"Matt Prater",ARI,"9.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"227",11,"Cleveland Browns",CLE,"6.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"228",11,"Baker Mayfield",CAR,"13.8","215.0","1.2","0.0","0.0","0.0","2.6","9.6","0.1"
"229",11,"Baltimore Ravens",BAL,"5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"230",11,"Tyrion Davis-Price",SF,"0","0","0","0","0","0","0","0","0"
"231",11,"Philadelphia Eagles",PHI,"6.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"232",11,"Zay Jones",JAC,"7.1","0.0","0.0","3.1","36.4","0.1","0.1","0.2","0.0"
"233",11,"D'Ernest Johnson",CLE,"8.0","0.0","0.0","1.5","10.5","0.0","7.7","41.1","0.2"
"234",11,"Rex Burkhead",HOU,"7.0","0.0","0.0","1.7","12.4","0.0","8.1","28.5","0.2"
"235",11,"Jonnu Smith",NE,"4.2","0.0","0.0","1.8","18.4","0.1","0.6","2.5","0.0"
"236",11,"Sony Michel",LAC,"8.6","0.0","0.0","1.2","7.5","0.1","12.2","49.7","0.2"
"237",11,"Laviska Shenault Jr.",CAR,"7.9","0.0","0.0","3.9","38.7","0.0","0.7","2.6","0.0"
"238",11,"Mike Davis",BAL,"8.1","0.0","0.0","2.6","15.2","0.1","8.1","29.6","0.2"
"239",11,"Rodrigo Blankenship",IND,"9.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"240",11,"Pittsburgh Steelers",PIT,"6.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"241",11,"Jason Sanders",MIA,"6.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"242",11,"Braxton Berrios",NYJ,"7.6","0.0","0.0","2.9","26.9","0.1","0.4","2.5","0.1"
"243",11,"Younghoe Koo",ATL,"7.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"244",11,"Terrace Marshall Jr.",CAR,"2.7","0.0","0.0","1.4","11.5","0.0","0.0","0.0","0.0"
"245",11,"Davis Mills",HOU,"12.8","204.9","1.2","0.0","0.0","0.0","1.4","3.4","0.0"
"246",11,"Byron Pringle",CHI,"7.9","0.0","0.0","2.6","35.5","0.3","0.0","0.0","0.0"
"247",11,"Kenyan Drake",BAL,"8.5","0.0","0.0","2.5","24.3","0.1","5.3","21.2","0.2"
"248",11,"Brandon McManus",DEN,"7.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"249",11,"Arizona Cardinals",ARI,"7.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"250",11,"Nick Folk",NE,"10.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"251",11,"Zack Moss",BUF,"8.1","0.0","0.0","1.8","15.2","0.1","7.4","26.5","0.3"
