PPR_RK,PPR_TIERS,PLAYER NAME,TEAM,PPR_AVG_FAN PTS,AVG_PASS_YDS,AVG_PASS_TDS,AVG_REC,AVG_REC_YDS,AVG_REC_TDS,AVG_RUSH_ATT,AVG_RUSH_YDS,AVG_RUSH_TDS
"380",14,"Olamide Zaccheaus",PHI,"6.5","0.0","0.0","2.4","31.4","0.2","0.1","0.4","0.0"
"381",14,"Deneric Prince",KC,"0","0","0","0","0","0","0","0","0"
"382",14,"Tucker Kraft",GB,"0","0","0","0","0","0","0","0","0"
"383",14,"Rodrigo Blankenship",FA,"6.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"384",14,"Joey Slye",WAS,"6.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"385",14,"Cedrick Wilson Jr.",MIA,"2.0","0.0","0.0","0.9","10.5","0.0","0.1","0.6","0.0"
"386",14,"Brandon Aubrey",DAL,"0","0","0","0","0","0","0","0","0"
"387",14,"Cole Turner",WAS,"0.6","0.0","0.0","0.3","3.3","0.0","0.0","0.0","0.0"
"388",14,"Kenny McIntosh",SEA,"0","0","0","0","0","0","0","0","0"
"389",14,"Arizona Cardinals",ARI,"6.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"390",14,"Durham Smythe",MIA,"3.1","0.0","0.0","1.2","9.9","0.1","0.2","0.1","0.1"
"391",14,"Gardner Minshew II",IND,"8.0","132.6","0.6","0.0","0.0","0.0","1.4","0.6","0.2"
"392",14,"Justice Hill",BAL,"2.8","0.0","0.0","0.8","3.9","0.0","3.3","17.5","0.0"
"393",14,"Jarvis Landry",FA,"6.7","0.0","0.0","2.8","30.2","0.1","0.0","0.0","0.0"
"394",14,"Demario Douglas",NE,"0","0","0","0","0","0","0","0","0"
"395",14,"Raheem Blackshear",CAR,"3.3","0.0","0.0","0.8","7.2","0.0","1.8","5.9","0.2"
"396",14,"Mason Crosby",FA,"7.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"397",14,"Atlanta Falcons",ATL,"5.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"398",14,"Anders Carlson",GB,"0","0","0","0","0","0","0","0","0"
"399",14,"Chris Rodriguez Jr.",WAS,"0","0","0","0","0","0","0","0","0"
"400",14,"Ty Montgomery",NE,"10.3","0.0","0.0","3.0","15.0","1.0","2.0","-2.0","0.0"
"401",14,"Justin Watson",KC,"3.4","0.0","0.0","0.9","18.5","0.1","0.0","0.0","0.0"
"402",14,"Julio Jones",FA,"7.0","0.0","0.0","2.4","29.9","0.2","0.5","4.5","0.0"
"403",14,"J.D. McKissic",FA,"6.2","0.0","0.0","3.0","19.2","0.0","2.4","10.6","0.0"
"404",14,"Demarcus Robinson",LAR,"6.5","0.0","0.0","3.0","28.6","0.1","0.0","0.0","0.0"
"405",14,"C.J. Uzomah",NYJ,"4.0","0.0","0.0","1.5","16.6","0.1","0.0","0.0","0.0"
"406",14,"Brevin Jordan",HOU,"3.0","0.0","0.0","1.6","14.2","0.0","0.0","0.0","0.0"
"407",14,"Jamal Agnew",JAC,"4.8","0.0","0.0","1.5","12.5","0.2","0.8","5.7","0.0"
"408",14,"Tristan Vizcaino",FA,"3.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"409",14,"Chicago Bears",CHI,"3.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"410",14,"Chase McLaughlin",TB,"8.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"411",15,"Kene Nwangwu",MIN,"0.8","0.0","0.0","0.1","1.5","0.0","0.6","1.0","0.0"
"412",15,"Mike White",MIA,"15.2","298.0","0.8","0.0","0.0","0.0","1.5","2.3","0.3"
"413",15,"Mo Alie-Cox",IND,"3.9","0.0","0.0","1.4","13.5","0.2","0.0","0.0","0.0"
"414",15,"Dyami Brown",WAS,"3.6","0.0","0.0","0.6","15.9","0.2","0.1","1.7","0.0"
"415",15,"Harrison Bryant",CLE,"4.4","0.0","0.0","2.2","17.1","0.1","0.1","0.6","0.0"
"416",15,"Bailey Zappe",NE,"10.7","195.3","1.3","0.0","0.0","0.0","2.5","0.0","0.0"
"417",15,"Houston Texans",HOU,"6.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"418",15,"Darrell Henderson Jr.",FA,"7.3","0.0","0.0","1.7","10.2","0.0","7.0","28.3","0.3"
"419",15,"Taylor Heinicke",ATL,"13.6","206.6","1.3","0.0","0.0","0.0","3.1","10.7","0.1"
"420",15,"Charlie Jones",CIN,"0","0","0","0","0","0","0","0","0"
"421",15,"Chad Ryland",NE,"0","0","0","0","0","0","0","0","0"
"422",15,"Kylen Granson",IND,"4.7","0.0","0.0","2.4","23.2","0.0","0.1","0.0","0.0"
"423",15,"Parker Washington",JAC,"0","0","0","0","0","0","0","0","0"
"424",15,"Samori Toure",GB,"4.8","0.0","0.0","1.3","20.5","0.3","0.0","0.0","0.0"
"425",15,"Trenton Irwin",CIN,"7.0","0.0","0.0","1.7","25.7","0.4","0.1","1.2","0.0"
"426",15,"Tanner Brown",LAR,"0","0","0","0","0","0","0","0","0"
"427",15,"Darrel Williams",NO,"4.2","0.0","0.0","0.8","1.8","0.0","4.2","20.4","0.2"
"428",15,"Jameis Winston",NO,"16.3","286.0","1.3","0.0","0.0","0.0","1.7","5.3","0.0"
"429",15,"Craig Reynolds",DET,"4.4","0.0","0.0","1.3","16.6","0.0","3.3","14.6","0.0"
"430",15,"Kyle Juszczyk",SF,"4.1","0.0","0.0","1.5","15.4","0.1","0.5","2.0","0.1"
"431",15,"Corey Clement",ARI,"4.4","0.0","0.0","1.0","10.8","0.0","3.0","11.0","0.2"
"432",15,"Kevin Harris",NE,"2.2","0.0","0.0","0.0","0.0","0.0","3.6","10.4","0.2"
"433",15,"Denzel Mims",FA,"3.3","0.0","0.0","1.2","20.7","0.0","0.0","0.0","0.0"
"434",15,"Dontrell Hilliard",FA,"6.4","0.0","0.0","1.8","14.8","0.3","1.8","12.1","0.0"
"435",15,"Zach Pascal",ARI,"2.4","0.0","0.0","1.0","10.0","0.1","0.1","0.0","0.0"
"436",15,"Ty Johnson",BUF,"3.6","0.0","0.0","1.0","7.3","0.0","2.5","13.3","0.1"
"437",15,"Clayton Tune",ARI,"0","0","0","0","0","0","0","0","0"
"438",15,"Dontayvion Wicks",GB,"0","0","0","0","0","0","0","0","0"
"439",15,"DeAndre Carter",LV,"6.6","0.0","0.0","2.7","31.6","0.2","0.1","-0.9","0.0"
"440",15,"Jordan Akins",CLE,"7.8","0.0","0.0","2.5","33.0","0.3","0.0","0.0","0.0"
"441",15,"Velus Jones Jr.",CHI,"3.1","0.0","0.0","0.6","9.7","0.1","0.8","9.4","0.1"
"442",15,"Tyler Davis",FA,"0","0","0","0","0","0","0","0","0"
"443",15,"Demetric Felton Jr.",CLE,"0.4","0.0","0.0","0.3","1.3","0.0","0.2","-0.7","0.0"
"444",15,"Scott Miller",ATL,"3.5","0.0","0.0","1.9","15.4","0.0","0.1","0.7","0.0"
"445",15,"Tre Tucker",LV,"0","0","0","0","0","0","0","0","0"
"446",15,"Las Vegas Raiders",LV,"4.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"447",15,"Brenton Strange",JAC,"0","0","0","0","0","0","0","0","0"
"448",15,"Tony Jones Jr.",DEN,"3.5","0.0","0.0","1.7","10.0","0.0","3.3","8.0","0.0"
"449",15,"Andrei Iosivas",CIN,"0","0","0","0","0","0","0","0","0"
"450",15,"Kenny Golladay",FA,"3.4","0.0","0.0","1.0","13.5","0.2","0.0","0.0","0.0"
"451",15,"Tre'Quan Smith",NO,"5.3","0.0","0.0","1.9","27.8","0.1","0.0","0.0","0.0"
"452",15,"Brandon Bolden",LV,"2.4","0.0","0.0","0.8","5.2","0.1","1.4","5.5","0.0"
"453",15,"Caleb Shudak",FA,"10.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"454",15,"Randy Bullock",FA,"5.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"455",15,"Keaton Mitchell",BAL,"0","0","0","0","0","0","0","0","0"
"456",15,"David Moore",TB,"0","0","0","0","0","0","0","0","0"
"457",15,"Tyler Huntley",BAL,"10.6","131.6","0.4","0.0","0.0","0.0","8.6","27.4","0.2"
"458",15,"Mike Boone",HOU,"3.6","0.0","0.0","1.1","12.0","0.0","3.0","12.8","0.0"
"459",15,"Jeremy Ruckert",NYJ,"0.9","0.0","0.0","0.5","4.0","0.0","0.0","0.0","0.0"
"460",15,"Marquise Goodwin",CLE,"6.9","0.0","0.0","2.1","29.8","0.3","0.2","0.4","0.0"
"461",15,"Colby Parkinson",SEA,"4.9","0.0","0.0","1.8","23.0","0.1","0.0","0.0","0.0"
"462",15,"Andy Dalton",CAR,"13.1","205.1","1.3","0.0","0.0","0.0","2.1","3.9","0.0"
"463",15,"Rex Burkhead",FA,"4.8","0.0","0.0","2.5","13.6","0.1","1.7","5.3","0.0"
"464",15,"Justin Shorter",BUF,"0","0","0","0","0","0","0","0","0"
"465",15,"Josh Oliver",MIN,"3.4","0.0","0.0","1.2","12.4","0.2","0.0","0.0","0.0"
"466",15,"Jalen Nailor",MIN,"4.1","0.0","0.0","1.1","22.4","0.1","0.0","0.0","0.0"
"467",15,"Peyton Hendershot",DAL,"3.3","0.0","0.0","0.9","8.6","0.2","0.1","0.2","0.1"
"468",15,"Julius Chestnut",TEN,"1.4","0.0","0.0","0.5","6.8","0.0","1.5","2.0","0.0"
"469",15,"Brock Wright",DET,"4.5","0.0","0.0","1.3","15.4","0.3","0.0","0.0","0.0"
"470",15,"Zach Wilson",NYJ,"11.8","187.6","0.7","0.0","0.0","0.0","3.1","11.3","0.1"
"471",15,"Jalen Guyton",LAC,"4.2","0.0","0.0","1.0","32.0","0.0","0.0","0.0","0.0"
"472",15,"Aidan O'Connell",LV,"0","0","0","0","0","0","0","0","0"
"473",15,"Shi Smith",CAR,"3.6","0.0","0.0","1.3","17.4","0.1","0.0","0.0","0.0"
"474",15,"Zane Gonzalez",SF,"0","0","0","0","0","0","0","0","0"
"475",15,"Sammy Watkins",FA,"5.2","0.0","0.0","1.8","36.1","0.0","0.0","0.0","0.0"
"476",15,"KhaDarel Hodge",ATL,"3.2","0.0","0.0","1.0","15.5","0.1","0.0","0.0","0.0"
"477",15,"Tommy Tremble",CAR,"3.5","0.0","0.0","1.3","11.6","0.2","0.0","0.0","0.0"
"478",15,"Jalen Reagor",MIN,"1.6","0.0","0.0","0.5","6.1","0.1","0.2","1.5","0.0"
"479",15,"Davis Mills",HOU,"13.1","207.9","1.1","0.0","0.0","0.0","2.1","7.2","0.1"
"480",15,"Erik Ezukanma",MIA,"1.3","0.0","0.0","1.0","3.0","0.0","0.0","0.0","0.0"
"481",16,"Brian Hoyer",LV,"1.5","37.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"482",16,"Brandon Powell",MIN,"2.8","0.0","0.0","1.4","9.2","0.0","1.0","4.7","0.0"
"483",16,"Ronnie Rivers",LAR,"5.0","0.0","0.0","2.5","14.5","0.0","4.5","10.5","0.0"
"484",16,"Teagan Quitoriano",HOU,"4.3","0.0","0.0","1.0","16.1","0.3","0.0","0.0","0.0"
"485",16,"Trey Sermon",PHI,"1.9","0.0","0.0","0.0","0.0","0.0","2.0","19.0","0.0"
"486",16,"Jaleel McLaughlin",DEN,"0","0","0","0","0","0","0","0","0"
"487",16,"Malik Willis",TEN,"3.2","39.4","0.0","0.0","0.0","0.0","3.9","17.6","0.1"
"488",16,"Jarrett Stidham",DEN,"15.2","218.7","1.3","0.0","0.0","0.0","4.7","28.0","0.0"
"489",16,"Alec Ingold",MIA,"3.2","0.0","0.0","1.3","8.8","0.1","0.5","0.7","0.1"
"490",16,"Deven Thompkins",TB,"2.2","0.0","0.0","1.0","6.4","0.0","0.4","5.2","0.0"
"491",16,"Tyler Badie",DEN,"9.4","0.0","0.0","1.0","24.0","1.0","1.0","0.0","0.0"
"492",16,"Travis Homer",CHI,"3.6","0.0","0.0","1.3","13.1","0.1","1.6","6.2","0.0"
"493",16,"Anthony McFarland Jr.",PIT,"6.1","0.0","0.0","2.0","11.0","0.0","6.0","30.0","0.0"
"494",16,"Elijah Higgins",MIA,"0","0","0","0","0","0","0","0","0"
"495",16,"Ashton Dulin",IND,"4.3","0.0","0.0","1.5","20.7","0.1","0.2","0.8","0.0"
"496",16,"Elliott Fry",FA,"0","0","0","0","0","0","0","0","0"
"497",16,"Carson Wentz",FA,"15.2","219.4","1.4","0.0","0.0","0.0","2.8","10.8","0.1"
"498",16,"Damien Williams",LV,"0.2","0.0","0.0","0.0","0.0","0.0","2.0","2.0","0.0"
"499",16,"Quintez Cephus",DET,"1.2","0.0","0.0","0.7","5.0","0.0","0.0","0.0","0.0"
"500",16,"Elijah Dotson",LAC,"0","0","0","0","0","0","0","0","0"
"501",16,"Kendall Hinton",DEN,"5.1","0.0","0.0","2.2","28.3","0.0","0.2","1.2","0.0"
"502",16,"Mark Ingram II",FA,"5.0","0.0","0.0","1.6","6.8","0.0","6.2","23.3","0.1"
"503",16,"Derius Davis",LAC,"0","0","0","0","0","0","0","0","0"
"504",16,"Stetson Bennett",LAR,"0","0","0","0","0","0","0","0","0"
"505",16,"Equanimeous St. Brown",CHI,"4.0","0.0","0.0","1.3","20.2","0.1","0.4","3.4","0.0"
"506",16,"Marcus Mariota",PHI,"15.8","170.7","1.2","0.0","0.0","0.0","6.5","33.7","0.3"
"507",16,"Byron Pringle",WAS,"3.5","0.0","0.0","1.0","13.5","0.2","0.0","0.0","0.0"
"508",16,"Danny Gray",SF,"0.4","0.0","0.0","0.1","1.4","0.0","0.1","1.3","0.0"
"509",16,"Joshua Dobbs",ARI,"11.4","205.5","1.0","0.0","0.0","0.0","4.0","22.0","0.0"
"510",16,"Josiah Deguara",GB,"2.7","0.0","0.0","1.4","12.7","0.0","0.0","0.0","0.0"
"511",16,"Patrick Ricard",BAL,"1.5","0.0","0.0","0.8","5.7","0.0","0.5","1.2","0.0"
"512",16,"Payne Durham",TB,"0","0","0","0","0","0","0","0","0"
"513",16,"James Mitchell",DET,"3.5","0.0","0.0","1.4","14.1","0.1","0.0","0.0","0.0"
"514",16,"O.J. Howard",FA,"3.3","0.0","0.0","0.9","13.2","0.2","0.0","0.0","0.0"
"515",16,"Dare Ogunbowale",HOU,"3.2","0.0","0.0","1.3","6.9","0.0","2.8","8.2","0.1"
"516",16,"John Bates",WAS,"3.1","0.0","0.0","1.4","10.8","0.1","0.0","0.0","0.0"
"517",16,"Lew Nichols III",GB,"0","0","0","0","0","0","0","0","0"
"518",16,"Jimmy Graham",NO,"0","0","0","0","0","0","0","0","0"
"519",16,"Montrell Washington",DEN,"0.3","0.0","0.0","0.3","0.1","0.0","0.3","2.0","0.0"
"520",16,"Mike Davis",FA,"0.8","0.0","0.0","0.4","0.8","0.0","1.6","3.6","0.0"
"521",16,"Skylar Thompson",MIA,"2.9","76.3","0.1","0.0","0.0","0.0","2.0","3.0","0.0"
"522",16,"Racey McMath",TEN,"1.6","0.0","0.0","0.5","10.0","0.0","0.3","1.0","0.0"
"523",16,"Eric Saubert",MIA,"2.6","0.0","0.0","1.1","10.6","0.1","0.0","0.0","0.0"
"524",16,"Hendon Hooker",DET,"0","0","0","0","0","0","0","0","0"
"525",16,"Charlie Kolar",BAL,"8.9","0.0","0.0","4.0","49.0","0.0","0.0","0.0","0.0"
"526",16,"C.J. Ham",MIN,"2.8","0.0","0.0","0.9","7.8","0.0","0.4","0.6","0.2"
"527",16,"Josh Whyle",TEN,"0","0","0","0","0","0","0","0","0"
"528",16,"Trevor Siemian",CIN,"5.6","92.0","0.5","0.0","0.0","0.0","2.0","4.0","0.0"
"529",16,"Ian Thomas",CAR,"2.9","0.0","0.0","1.5","14.1","0.0","0.0","0.0","0.0"
