PLAYER NAME,TEAM,BEST,WORST,AVG.,STD.DEV
Preston Williams,MIA,141,373,253.9,45.1
Amari Rodgers,GB,148,375,260.7,39.4
Jerick McKinnon,KC,177,383,268.5,36.7
Joey Slye,CAR,122,324,275.4,21.6
Tennessee Titans,TEN,164,314,273.5,20.3
Boston Scott,PHI,143,363,264.9,41.6
Matt Breida,BUF,156,360,263,36.1
Rashard Higgins,CLE,138,385,267.9,33.3
Devontae Booker,NYG,123,385,254.4,59.7
Jimmy Graham,CHI,144,372,268.3,29.2
Ke'Shawn Vaughn,TB,134,386,255.3,57.1
Chris Boswell,PIT,118,326,282.4,17.8
Ka'imi Fairbairn,HOU,109,353,277.4,35.1
Anthony McFarland Jr.,PIT,186,374,273.9,30.4
Jimmy Garoppolo,SF,105,396,289.6,54.9
Teddy Bridgewater,DEN,135,364,286.6,47.3
Zach Pascal,IND,146,384,273.6,30.4
New York Giants,NYG,163,340,280.5,26.3
Ty Johnson,NYJ,132,383,273,54.3
Dustin Hopkins,WAS,131,332,292.8,25
New York Jets,NYJ,104,323,289.8,24.4
Josh Lambo,JAC,127,332,292.6,23.2
Arizona Cardinals,ARI,159,337,290.7,26.9
Nico Collins,HOU,144,380,276.2,47.8
Kendrick Bourne,NE,185,373,287.5,34.2
Samaje Perine,CIN,137,386,257.7,64.7
N'Keal Harry,NE,220,384,279.7,36
Tyron Johnson,LAC,114,370,283.3,33.9
Matt Gay,LAR,191,340,276.5,37.2
Keke Coutee,HOU,222,370,289.3,28.4
Quintez Cephus,DET,166,362,291.2,28.8
Drew Lock,DEN,115,369,304.7,44.1
Dallas Cowboys,DAL,200,340,300.6,23.3
Le'Veon Bell,FA,88,369,261.7,67.3
Travis Fulgham,PHI,194,383,300.6,32.7
Keelan Cole Sr.,NYJ,122,377,289,41.4
Kyle Rudolph,NYG,255,375,293.9,29.1
Scotty Miller,TB,210,383,296.2,30.4
Jacksonville Jaguars,JAC,166,355,313.7,16.9
Todd Gurley II,FA,98,379,275.6,64.2
Ian Thomas,CAR,255,394,298.2,32.1
Graham Gano,NYG,218,339,304.4,22.6
Zane Gonzalez,FA,215,332,258.8,42
Austin Seibert,CIN,125,351,309.6,20.1
Stephen Gostkowski,FA,126,342,303.1,17.5
D'Wayne Eskridge,SEA,111,381,283.6,50.3
Xavier Jones,LAR,110,391,220.8,74
Atlanta Falcons,ATL,201,360,320,13.9
Donovan Peoples-Jones,CLE,193,379,306.2,28.5
Marquez Callaway,NO,101,384,242.2,60.9
Duke Johnson Jr.,FA,145,388,292.8,51.3
Tyrod Taylor,HOU,158,389,307.5,49.2
DeeJay Dallas,SEA,245,386,312.6,25.4
Andy Isabella,ARI,262,379,310.5,28.3
Brian Hill,TEN,177,376,310.3,30.8
Rex Burkhead,HOU,170,380,309.6,28.6
Mo Alie-Cox,IND,139,378,269.1,52.4
Dalton Schultz,DAL,108,365,284.2,46.3
Eno Benjamin,ARI,238,362,314.1,24.5
Dyami Brown,WAS,155,395,285.1,63.3
Carolina Panthers,CAR,165,347,310.1,22.7
Will Dissly,SEA,166,366,299.5,30.7
Mac Jones,NE,178,387,319.8,36.8
Justice Hill,BAL,245,379,325.2,24.6
Jordan Howard,PHI,134,388,313.9,40.9
Miles Boykin,BAL,243,386,318.3,25.5
Jalen Richard,LV,187,392,325.5,25.1
Jordan Akins,HOU,163,363,288.4,44.4
Ito Smith,FA,227,382,313.2,28.2
Kalen Ballage,PIT,245,393,324.4,27
Cairo Santos,CHI,217,353,309.1,21.7
Donald Parham Jr.,LAC,121,373,295.3,38
Demarcus Robinson,KC,101,374,297.8,62.8
John Ross,NYG,265,396,319.4,27.4
Greg Ward,PHI,222,384,330.9,28.4
Olamide Zaccheaus,ATL,153,376,275.2,54.9
C.J. Uzomah,CIN,136,373,292.9,48.9
Dan Bailey,FA,233,326,290,25.3
Byron Pringle,KC,148,390,293.3,58.8
Jordan Wilkins,IND,267,382,330.7,22.4
Houston Texans,HOU,140,355,314.9,22.5
David Njoku,CLE,80,389,314.6,38.7
Pat Freiermuth,PIT,142,389,311.6,43.1
Andy Dalton,CHI,134,396,341.1,34.5
Adrian Peterson,FA,233,385,327,30.3
Peyton Barber,WAS,238,380,322.2,23.9
Mike Boone,DEN,60,362,299.9,54.1
Harrison Bryant,CLE,204,374,315.8,32.5
Larry Rountree III,LAC,123,375,294.3,61.5
Cody Parkey,CLE,216,353,309.6,26.3
Elijah Mitchell,SF,177,382,298.4,61
Qadree Ollison,ATL,57,387,273,75.9
Chris Thompson,FA,199,393,327,28.2
Jermar Jefferson,DET,193,388,333.4,35.4
Cordarrelle Patterson,ATL,206,379,294.1,38.9
Tyler Eifert,FA,258,394,303.2,34.3
Steven Sims Jr.,WAS,247,372,311.5,28.9
Jalen Guyton,LAC,171,389,313.9,51.4
Lynn Bowden Jr.,MIA,214,390,322.8,40.6
Sam Sloman,PIT,129,335,315.7,15
Josh Palmer,LAC,171,391,320.4,51.9
Chris Evans,CIN,187,364,284.5,61.9
Golden Tate,FA,212,378,283.5,48.6
Drew Sample,CIN,222,393,334.3,34.9
Randy Bullock,DET,130,353,318.7,25.6
Dede Westbrook,MIN,229,390,322,33.9
Albert Okwuegbunam,DEN,184,378,324.7,37.7
Detroit Lions,DET,107,355,329.4,27.3
Jake Funk,LAR,190,389,289.1,48.8
Deonte Harris,NO,194,384,297.2,43
Tyler Conklin,MIN,246,389,319.6,40.6
Antonio Gandy-Golden,WAS,286,378,333.1,26.1
Nick Folk,NE,224,351,311.6,34.6
Danny Amendola,FA,268,390,324.5,28.3
Las Vegas Raiders,LV,176,355,330.4,22.8
Larry Fitzgerald,FA,262,379,318.4,25.9
Royce Freeman,DEN,264,393,340.1,25.9
Bryce Love,FA,195,368,323.7,29.7
Evan McPherson,CIN,204,344,307.4,33.3
Cincinnati Bengals,CIN,207,355,333.4,17.5
Tyler Johnson,TB,262,390,340,36.3
Jacob Hollister,BUF,178,376,330.6,32.2
Tutu Atwell,LAR,222,395,342.3,39.2
Dare Ogunbowale,JAC,259,387,332.5,19.5
Kylin Hill,GB,245,389,313.2,35.7
Dez Fitzpatrick,TEN,190,395,319,48.8
Adam Humphries,WAS,128,377,310.9,66.6
Alshon Jeffery,FA,265,385,324.3,26.8
Tylan Wallace,BAL,226,394,339.3,37.4
Cameron Brate,TB,299,381,345.9,15.3
Devine Ozigbo,JAC,313,392,342.8,19.9
Brevin Jordan,HOU,260,389,340.9,31.4
Cornell Powell,KC,201,381,320.8,55.7
Devin Duvernay,BAL,198,390,341.1,39.6
Jalen Hurd,SF,205,380,326.3,49.1
Khalil Herbert,CHI,245,372,330.5,28.9
Greg Joseph,MIN,252,353,322.1,22.5
Tucker McCann,TEN,221,353,319.7,20.2
Maxx Williams,ARI,191,370,324,41.2
Jordan Love,GB,267,386,344.7,24.1
Collin Johnson,JAC,262,384,350.9,29.8
Foster Moreau,LV,282,394,353.1,23.6
Gardner Minshew II,JAC,167,397,357.1,25.4
Davis Mills,HOU,275,391,350.9,30.1
Auden Tate,CIN,240,396,343,32.9
Frank Gore,FA,273,386,347.7,24.7
Mitchell Trubisky,BUF,241,397,357.7,32.9
Alex Collins,SEA,180,318,246.6,54
Gerrid Doaks,MIA,198,383,311.4,43.3
Jacob Harris,LAR,216,387,326,46.8
Hunter Long,MIA,305,386,355.3,19.3
Chris Conley,HOU,293,382,334.4,32.2
Sam Ficken,TEN,252,353,322.8,22.4
Dazz Newsome,CHI,285,380,333.7,31.6
Noah Gray,KC,209,352,284,59.2
Darwin Thompson,KC,277,386,342.2,40
David Moore,CAR,231,395,344.1,45.5
Kene Nwangwu,MIN,313,368,350.4,16.2
Raymond Calais,LAR,182,382,340,31.2
LeSean McCoy,FA,322,385,352.4,21.2
Tim Tebow,JAC,139,376,327.7,34.5
Cam Sims,WAS,175,390,347.1,46.9
James O'Shaughnessy,JAC,299,387,347.3,30.2
Ryan Griffin,NYJ,305,389,360.3,13.4
Anthony Schwartz,CLE,298,375,353.4,21
J.J. Arcega-Whiteside,PHI,50,305,177.5,127.5
Geoff Swaim,TEN,337,391,371.6,15.7
Tyler Kroft,NYJ,163,388,330.5,33.9
Lil'Jordan Humphrey,NO,229,315,269,35.4
Richard Rodgers,PHI,229,385,333.5,41.5
Taylor Heinicke,WAS,298,397,363.4,26.5
Jaret Patterson,WAS,274,392,350.5,20.4
Ryquell Armstead,FA,306,321,310.8,6
Braxton Berrios,NYJ,222,396,332.8,63
Jace Sternberger,GB,341,391,362.8,15.2
Ihmir Smith-Marsette,MIN,205,395,346.2,39.9
Dion Lewis,FA,316,349,336,12.4
Mohamed Sanu,SF,290,343,321.8,21.2
Darren Fells,DET,325,356,348.7,9.2
Devonta Freeman,NO,64,392,350.7,19.9
Devin Funchess,GB,220,389,341.6,62.3
Ameer Abdullah,MIN,245,393,328.3,54.4
Kenny Stills,BUF,239,384,344,30.5
Kahale Warring,HOU,349,385,364.3,12.2
Jeremy McNichols,TEN,265,336,309.3,31.6
Kyle Juszczyk,SF,238,387,345.4,32.4
Equanimeous St. Brown,GB,311,348,333.8,13.9
Olabisi Johnson,MIN,285,390,346.6,36.3
Zay Jones,LV,261,285,273,12
Brycen Hopkins,LAR,340,390,362.9,15.3
Isaiah McKenzie,BUF,203,396,350,26.7
Jakeem Grant Sr.,MIA,212,351,281.5,69.5
Damiere Byrd,CHI,295,369,340.3,29.3
Tommy Tremble,CAR,260,371,351.8,13.5
Marcus Mariota,LV,323,391,372.4,17.8
Jaylen Samuels,PIT,277,363,352.8,10.2
Trey Burton,FA,335,383,360.3,12.5
Kelvin Harmon,WAS,271,310,290.5,19.5
Gary Brightwell,NYG,310,374,355.2,14.1
Nick Boyle,BAL,291,380,345.3,33.1
Jacob Eason,IND,284,304,294,10
Willie Snead IV,LV,317,390,363.7,18.6
Freddie Swain,SEA,304,378,330.7,33.6
Aldrick Rosas,JAC,309,342,331,15.6
Stevie Scott III,NO,313,378,348,23.6
Josh Oliver,BAL,348,381,373,6
Travis Homer,SEA,235,388,358.6,23
Richie James Jr.,SF,327,395,358.6,22
Ty Montgomery,NO,325,364,352.5,16.1
Chase McLaughlin,CLE,281,337,309,28
Andrew Jacas,SF,337,347,342,4.1
D'Onta Foreman,FA,276,388,343.7,48.6
Kenny Yeboah,NYJ,260,375,317.5,57.5
Nick Vannett,NO,299,374,344.7,32.7
Trayveon Williams,CIN,310,382,359.5,29.4
Sage Surratt,DET,268,375,321.5,53.5
Shi Smith,CAR,310,333,321.5,11.5
JaMycal Hasty,SF,296,386,347,37.7
Cedrick Wilson,DAL,306,394,361.5,33.3
Chris Manhertz,JAC,299,354,326.5,27.5
Frank Darby,ATL,289,383,350.3,43.4
Hunter Bryant,DET,318,342,330,12
Pooka Williams Jr.,CIN,329,331,330,1
Adam Shaheen,MIA,331,336,333.5,2.5
Albert Wilson,MIA,313,355,334,21
Chad Beebe,MIN,357,389,369.5,13.4
Trenton Cannon,CAR,316,368,342,26
Tre' McKitty,LAC,341,381,360.7,16.3
Tajae Sharpe,ATL,316,372,344,28
C.J. Ham,MIN,329,367,348,19
Jaelon Darden,TB,352,362,357,5
Trey Ragas,LV,346,388,372.7,18.9
Demetric Felton,CLE,358,375,366.5,8.5
Kylen Granson,IND,366,390,382.3,9.6
Josiah Deguara,GB,366,388,378.3,9.2
Ross Dwelley,SF,353,385,369,16
Blake Bell,KC,368,371,369.5,1.5
Michael Burton,KC,359,386,372.5,13.5
Nick Foles,CHI,367,382,374.5,7.5
Patrick Ricard,BAL,368,386,377,9
Dwayne Haskins,PIT,384,387,385.5,1.5
