"RK",TIERS,"PLAYER NAME",TEAM,"FAN PTS","PASS_YDS","PASS_TDS","REC","REC_YDS","REC_TDS","RUSH_ATT","RUSH_YDS","RUSH_TDS"
"341",14,"Salvon Ahmed",MIA,"13.2","0","0","1","8","0","12","64","1"
"342",14,"Robbie Chosen",MIA,"32.2","0","0","20","282","1","0","0","0"
"343",14,"Adam Trautman",DEN,"26.7","0","0","18","207","1","0","0","0"
"344",14,"Robbie Gould",FA,"142","0","0","0","0","0","0","0","0"
"345",14,"DeeJay Dallas",SEA,"30.2","0","0","17","126","0","35","186","0"
"346",14,"Ryan Succop",FA,"133","0","0","0","0","0","0","0","0"
"347",14,"Rico Dowdle",DAL,"0","0","0","0","0","0","0","0","0"
"348",14,"Robert Tonyan",CHI,"59","0","0","53","470","2","0","0","0"
"349",14,"Kenyan Drake",FA,"87.1","0","0","17","89","1","109","482","4"
"350",14,"Will Levis",TEN,"0","0","0","0","0","0","0","0","0"
"351",14,"KJ Hamler",FA,"18.8","0","0","7","165","0","2","23","0"
"352",14,"Luke Schoonmaker",DAL,"0","0","0","0","0","0","0","0","0"
"353",14,"Kyle Trask",TB,"0.9","23","0","0","0","0","0","0","0"
"354",14,"Colt McCoy",ARI,"35.8","780","1","0","0","0","14","36","0"
"355",14,"Albert Okwuegbunam",DEN,"15.5","0","0","10","95","1","0","0","0"
"356",14,"Jonnu Smith",ATL,"25","0","0","27","245","0","1","5","0"
"357",14,"Myles Gaskin",MIA,"5.4","0","0","4","28","0","10","26","0"
"358",14,"Deneric Prince",KC,"0","0","0","0","0","0","0","0","0"
"359",14,"Kenny McIntosh",SEA,"0","0","0","0","0","0","0","0","0"
"360",14,"A.T. Perry",NO,"0","0","0","0","0","0","0","0","0"
"361",14,"Foster Moreau",NO,"52.2","0","0","33","420","2","0","2","0"
"362",14,"Jauan Jennings",SF,"47.6","0","0","35","416","1","0","0","0"
"363",14,"Jamison Crowder",NYG,"6","0","0","6","60","0","0","0","0"
"364",14,"Xavier Hutchinson",HOU,"0","0","0","0","0","0","0","0","0"
"365",14,"Noah Brown",HOU,"71.5","0","0","43","555","3","0","0","0"
"366",14,"Calvin Austin III",PIT,"0","0","0","0","0","0","0","0","0"
"367",14,"Trey Palmer",TB,"0","0","0","0","0","0","0","0","0"
"368",14,"Darnell Washington",PIT,"0","0","0","0","0","0","0","0","0"
"369",14,"Kalif Raymond",DET,"69.2","0","0","47","616","0","7","36","0"
"370",14,"Ben Skowronek",LAR,"45.3","0","0","39","376","0","1","17","1"
"371",14,"Rodrigo Blankenship",FA,"19","0","0","0","0","0","0","0","0"
"372",14,"Cole Turner",WAS,"2.3","0","0","2","23","0","0","0","0"
"373",14,"Noah Gray",KC,"42","0","0","28","299","1","1","1","1"
"374",14,"Randall Cobb",NYJ,"47.7","0","0","34","417","1","0","0","0"
"375",14,"Chris Rodriguez Jr.",WAS,"0","0","0","0","0","0","0","0","0"
"376",14,"Joey Slye",WAS,"115","0","0","0","0","0","0","0","0"
"377",14,"Donald Parham Jr.",LAC,"19","0","0","10","130","1","0","0","0"
"378",14,"Jalen Tolbert",DAL,"1.2","0","0","2","12","0","0","0","0"
"379",14,"Tucker Kraft",GB,"0","0","0","0","0","0","0","0","0"
"380",14,"Brandon Aubrey",DAL,"0","0","0","0","0","0","0","0","0"
"381",14,"Sam Darnold",SF,"89.3","1143","7","0","0","0","26","106","2"
"382",14,"Trent Sherfield",BUF,"53.7","0","0","30","417","2","0","0","0"
"383",14,"Justice Hill",BAL,"30","0","0","12","58","0","49","262","0"
"384",14,"Kene Nwangwu",MIN,"9.5","0","0","2","21","0","9","14","0"
"385",14,"Tyler Scott",CHI,"0","0","0","0","0","0","0","0","0"
"386",14,"Marquez Callaway",DEN,"21.8","0","0","16","158","1","0","0","0"
"387",14,"Arizona Cardinals",ARI,"103","0","0","0","0","0","0","0","0"
"388",14,"Raheem Blackshear",CAR,"33","0","0","10","93","0","23","77","3"
"389",14,"Will Dissly",SEA,"52.9","0","0","34","349","3","0","0","0"
"390",14,"Atlanta Falcons",ATL,"89","0","0","0","0","0","0","0","0"
"391",14,"Mason Crosby",FA,"120","0","0","0","0","0","0","0","0"
"392",14,"Ameer Abdullah",LV,"29.1","0","0","25","211","1","4","20","0"
"393",14,"Chris Moore",TEN,"67.1","0","0","48","548","2","3","3","0"
"394",14,"J.D. McKissic",FA,"28.8","0","0","27","173","0","22","95","0"
"395",14,"Dontrell Hilliard",FA,"56.2","0","0","21","177","4","22","145","0"
"396",14,"Anders Carlson",GB,"0","0","0","0","0","0","0","0","0"
"397",14,"Olamide Zaccheaus",PHI,"70","0","0","40","533","3","2","7","0"
"398",14,"Julio Jones",FA,"46.4","0","0","24","299","2","5","45","0"
"399",14,"Chase McLaughlin",TB,"138","0","0","0","0","0","0","0","0"
"400",14,"Gardner Minshew II",IND,"39.8","663","3","0","0","0","7","3","1"
"401",14,"Chicago Bears",CHI,"62","0","0","0","0","0","0","0","0"
"402",14,"Tristan Vizcaino",FA,"10","0","0","0","0","0","0","0","0"
"403",14,"Jarvis Landry",FA,"35.2","0","0","25","272","1","0","0","0"
"404",14,"Durham Smythe",MIA,"25","0","0","15","129","1","2","1","1"
"405",14,"Cedrick Wilson Jr.",MIA,"14.4","0","0","12","136","0","1","8","0"
"406",14,"Brevin Jordan",HOU,"12.8","0","0","14","128","0","0","0","0"
"407",15,"Justin Watson",KC,"43.5","0","0","15","315","2","0","0","0"
"408",15,"Darrel Williams",NO,"17.1","0","0","4","9","0","21","102","1"
"409",15,"Mo Alie-Cox",IND,"34.9","0","0","19","189","3","0","0","0"
"410",15,"Demario Douglas",NE,"0","0","0","0","0","0","0","0","0"
"411",15,"Houston Texans",HOU,"116","0","0","0","0","0","0","0","0"
"412",15,"Kevin Harris",NE,"11.2","0","0","0","0","0","18","52","1"
"413",15,"Corey Clement",ARI,"16.9","0","0","5","54","0","15","55","1"
"414",15,"C.J. Uzomah",NYJ,"35.2","0","0","21","232","2","0","0","0"
"415",15,"Ty Montgomery",NE,"7.3","0","0","3","15","1","2","-2","0"
"416",15,"Dyami Brown",WAS,"27.8","0","0","5","143","2","1","15","0"
"417",15,"Chad Ryland",NE,"0","0","0","0","0","0","0","0","0"
"418",15,"Mark Ingram II",FA,"34.1","0","0","16","68","0","62","233","1"
"419",15,"Darrell Henderson Jr.",FA,"56.5","0","0","17","102","0","70","283","3"
"420",15,"Jamal Agnew",JAC,"49.3","0","0","23","187","3","12","86","0"
"421",15,"Kenny Golladay",FA,"14.1","0","0","6","81","1","0","0","0"
"422",15,"Tanner Brown",LAR,"0","0","0","0","0","0","0","0","0"
"423",15,"Craig Reynolds",DET,"21.8","0","0","9","116","0","23","102","0"
"424",15,"Rex Burkhead",FA,"34.4","0","0","37","204","1","26","80","0"
"425",15,"Mike White",MIA,"60.6","1192","3","0","0","0","6","9","1"
"426",15,"Bailey Zappe",NE,"41.6","781","5","0","0","0","10","0","0"
"427",15,"Harrison Bryant",CLE,"30.7","0","0","31","239","1","1","8","0"
"428",15,"Taylor Heinicke",ATL,"122","1859","12","0","0","0","28","96","1"
"429",15,"Jameis Winston",NO,"48.9","858","4","0","0","0","5","16","0"
"430",15,"Mike Boone",HOU,"19.8","0","0","9","96","0","24","102","0"
"431",15,"Demarcus Robinson",LAR,"55.8","0","0","48","458","2","0","0","0"
"432",15,"Clayton Tune",ARI,"0","0","0","0","0","0","0","0","0"
"433",15,"Denzel Mims",FA,"18.6","0","0","11","186","0","0","0","0"
"434",15,"Trenton Irwin",CIN,"48.2","0","0","15","231","4","1","11","0"
"435",15,"Charlie Jones",CIN,"0","0","0","0","0","0","0","0","0"
"436",15,"Samori Toure",GB,"14.2","0","0","5","82","1","0","0","0"
"437",15,"Parker Washington",JAC,"0","0","0","0","0","0","0","0","0"
"438",15,"Kylen Granson",IND,"30.2","0","0","31","302","0","1","0","0"
"439",15,"Las Vegas Raiders",LV,"77","0","0","0","0","0","0","0","0"
"440",15,"Peyton Hendershot",DAL,"28.5","0","0","11","103","2","1","2","1"
"441",15,"Trey Sermon",PHI,"1.9","0","0","0","0","0","2","19","0"
"442",15,"Kyle Juszczyk",SF,"34.6","0","0","19","200","1","7","26","1"
"443",15,"Velus Jones Jr.",CHI,"27","0","0","7","107","1","9","103","1"
"444",15,"Keaton Mitchell",BAL,"0","0","0","0","0","0","0","0","0"
"445",15,"Tyler Davis",FA,"0","0","0","0","0","0","0","0","0"
"446",15,"Ty Johnson",BUF,"30.8","0","0","12","88","0","30","160","1"
"447",15,"Jordan Akins",CLE,"79.5","0","0","37","495","5","0","0","0"
"448",15,"DeAndre Carter",LV,"66.3","0","0","46","538","3","2","-15","0"
"449",15,"Elijah Higgins",MIA,"0","0","0","0","0","0","0","0","0"
"450",15,"Brandon Bolden",LV,"18.8","0","0","10","62","1","17","66","0"
"451",15,"Tony Jones Jr.",DEN,"5.4","0","0","5","30","0","10","24","0"
"452",15,"Caleb Shudak",FA,"10","0","0","0","0","0","0","0","0"
"453",15,"Jeremy Ruckert",NYJ,"0.8","0","0","1","8","0","0","0","0"
"454",15,"Brock Wright",DET,"45.6","0","0","18","216","4","0","0","0"
"455",15,"Marquise Goodwin",CLE,"63.2","0","0","27","387","4","2","5","0"
"456",15,"Scott Miller",ATL,"19.3","0","0","23","185","0","1","8","0"
"457",15,"Randy Bullock",FA,"87","0","0","0","0","0","0","0","0"
"458",15,"KhaDarel Hodge",ATL,"28.2","0","0","13","202","1","0","0","0"
"459",15,"Andrei Iosivas",CIN,"0","0","0","0","0","0","0","0","0"
"460",15,"Zane Gonzalez",SF,"0","0","0","0","0","0","0","0","0"
"461",15,"David Moore",TB,"0","0","0","0","0","0","0","0","0"
"462",15,"Stetson Bennett",LAR,"0","0","0","0","0","0","0","0","0"
"463",16,"Dontayvion Wicks",GB,"0","0","0","0","0","0","0","0","0"
"464",16,"Josh Oliver",MIN,"26.9","0","0","14","149","2","0","0","0"
"465",16,"Jalen Guyton",LAC,"6.4","0","0","2","64","0","0","0","0"
"466",16,"Zach Pascal",ARI,"21","0","0","15","150","1","1","0","0"
"467",16,"Brandon Powell",MIN,"23.6","0","0","24","156","0","17","80","0"
"468",16,"Andy Dalton",CAR,"183.2","2871","18","0","0","0","30","54","0"
"469",16,"Brenton Strange",JAC,"0","0","0","0","0","0","0","0","0"
"470",16,"Travis Homer",CHI,"27.1","0","0","16","157","1","19","74","0"
"471",16,"Tre'Quan Smith",NO,"33.8","0","0","19","278","1","0","0","0"
"472",16,"Tyler Badie",DEN,"8.4","0","0","1","24","1","1","0","0"
"473",16,"Anthony McFarland Jr.",PIT,"4.1","0","0","2","11","0","6","30","0"
"474",16,"O.J. Howard",FA,"26.5","0","0","10","145","2","0","0","0"
"475",16,"Julius Chestnut",TEN,"5.3","0","0","3","41","0","9","12","0"
"476",16,"Brian Hoyer",LV,"1.5","37","0","0","0","0","0","0","0"
"477",16,"Quintez Cephus",DET,"1.5","0","0","2","15","0","0","0","0"
"478",16,"N'Keal Harry",FA,"17.6","0","0","7","116","1","0","0","0"
"479",16,"Malik Willis",TEN,"22.3","276","0","0","0","0","27","123","1"
"480",16,"Jalen Nailor",MIN,"23.9","0","0","9","179","1","0","0","0"
"481",16,"Carson Wentz",FA,"121.8","1755","11","0","0","0","22","86","1"
"482",16,"Elliott Fry",FA,"0","0","0","0","0","0","0","0","0"
"483",16,"Jaleel McLaughlin",DEN,"0","0","0","0","0","0","0","0","0"
"484",16,"Elijah Dotson",LAC,"0","0","0","0","0","0","0","0","0"
"485",16,"Aidan O'Connell",LV,"0","0","0","0","0","0","0","0","0"
"486",16,"Demetric Felton Jr.",CLE,"0.4","0","0","2","8","0","1","-4","0"
"487",16,"Justin Shorter",BUF,"0","0","0","0","0","0","0","0","0"
"488",16,"Colby Parkinson",SEA,"44.2","0","0","25","322","2","0","0","0"
"489",16,"Jarrett Stidham",DEN,"45.6","656","4","0","0","0","14","84","0"
"490",16,"Jalen Reagor",MIN,"18.9","0","0","8","104","1","4","25","0"
"491",16,"Erik Ezukanma",MIA,"0.3","0","0","1","3","0","0","0","0"
"492",16,"Trestan Ebner",CHI,"4.2","0","0","2","8","0","24","54","0"
"493",16,"Bryan Edwards",FA,"1.5","0","0","3","15","0","0","0","0"
"494",16,"Jonathan Williams",WAS,"19.2","0","0","7","40","0","37","152","0"
"495",16,"Ronnie Rivers",LAR,"5","0","0","5","29","0","9","21","0"
"496",16,"Tommy Tremble",CAR,"33.4","0","0","19","174","3","0","0","0"
"497",16,"Tre Tucker",LV,"0","0","0","0","0","0","0","0","0"
"498",16,"Lew Nichols III",GB,"0","0","0","0","0","0","0","0","0"
"499",16,"Tyler Huntley",BAL,"53","658","2","0","0","0","43","137","1"
"500",16,"Caleb Huntley",FA,"42.9","0","0","2","3","0","76","366","1"
"501",16,"Deven Thompkins",TB,"5.8","0","0","5","32","0","2","26","0"
"502",16,"Shi Smith",CAR,"39.6","0","0","22","296","2","0","0","0"
"503",16,"Gary Brightwell",NYG,"24","0","0","5","39","0","31","141","1"
"504",16,"Kendall Hinton",DEN,"32.4","0","0","24","311","0","2","13","0"
"505",16,"Joshua Dobbs",ARI,"22.8","411","2","0","0","0","8","44","0"
"506",16,"Teagan Quitoriano",HOU,"23.3","0","0","7","113","2","0","0","0"
"507",16,"James Mitchell",DET,"17.3","0","0","11","113","1","0","0","0"
"508",16,"Dorian Thompson-Robinson",CLE,"0","0","0","0","0","0","0","0","0"
"509",16,"Equanimeous St. Brown",CHI,"43.7","0","0","21","323","1","6","54","0"
"510",16,"Josiah Deguara",GB,"11.4","0","0","13","114","0","0","0","0"
"511",16,"Tyler Kroft",MIA,"5.7","0","0","4","57","0","0","0","0"
"512",16,"Payne Durham",TB,"0","0","0","0","0","0","0","0","0"
"513",16,"Davis Mills",HOU,"196.5","3118","17","0","0","0","32","108","2"
"514",16,"Damien Williams",LV,"0.2","0","0","0","0","0","2","2","0"
"515",16,"Danny Gray",SF,"1.9","0","0","1","10","0","1","9","0"
"516",16,"Zach Wilson",NYJ,"104.9","1688","6","0","0","0","28","102","1"
"517",16,"Ashton Dulin",IND,"27.5","0","0","15","207","1","2","8","0"
"518",16,"Montrell Washington",DEN,"1.2","0","0","4","2","0","5","30","0"
"519",16,"Dare Ogunbowale",HOU,"28.7","0","0","20","104","0","42","123","1"
"520",16,"Jimmy Graham",NO,"0","0","0","0","0","0","0","0","0"
"521",16,"Eric Saubert",MIA,"20.8","0","0","15","148","1","0","0","0"
"522",16,"Mohamed Ibrahim",FA,"0","0","0","0","0","0","0","0","0"
"523",16,"Charlie Kolar",BAL,"4.9","0","0","4","49","0","0","0","0"
"524",16,"Zack Kuntz",NYJ,"0","0","0","0","0","0","0","0","0"
"525",16,"Brittain Brown",LV,"0","0","0","0","0","0","0","0","0"
"526",16,"Josh Whyle",TEN,"0","0","0","0","0","0","0","0","0"
