,AVG_FAN PTS,AVG_REC,AVG_REC_TDS,AVG_REC_YDS,AVG_RUSH_ATT,AVG_RUSH_TDS,AVG_RUSH_YDS,AVG_TGT,FAN PTS,POS_AVG.,POS_BEST,POS_RK,POS_STD.DEV,POS_TIERS,POS_WORST,PPR_AVG_FAN PTS,PPR_FAN PTS,PPR_POS_AVG.,PPR_POS_BEST,PPR_POS_RK,PPR_POS_STD.DEV,PPR_POS_TIERS,PPR_POS_WORST,REC,REC_TDS,REC_YDS,RUSH_ATT,RUSH_TDS,RUSH_YDS,TEAM,TGT,FULL_SOS,SEASON_SOS,PLAYOFF_SOS,BOOM,BUST,STARTER,PPR_BOOM,PPR_BUST,PPR_STARTER,DEPTH,STANDARD_ADP,PPR_ADP,20_YD_ATT,20_YD_%RUSH,10_YD_ATT,10_YD_%RUSH,5_YD_ATT,5_YD_%RUSH,20_YD_TGT,20_YD_%TGT,10_YD_TGT,10_YD_%TGT
DJ MOORE,11.2,5.6,0.5,80.2,0.2,0.1,1.2,8.0,190.5,18.2,11.0,18.0,3.4,3.0,25.0,16.9,286.5,19.4,11,18,4.1,3,28,96.0,8.0,1364.0,4.0,1.0,21.0,CHI,136.0,9,2,27,25,19,50,25,19,44,1,39.5,46,1,1.3,0,0.0,0,0.0,11,19.6,7,26.9
DK METCALF,10.0,4.1,0.5,69.6,0.0,0.0,0.0,7.4,159.4,16.2,10.0,17.0,3.5,3.0,24.0,14.1,225.4,20.7,13,20,4.0,4,29,66.0,8.0,1114.0,0.0,0.0,0.0,SEA,119.0,3,7,4,7,7,53,7,13,40,1,38.5,37,0,0.0,0,0.0,0,0.0,23,35.4,9,37.5
DONOVAN PEOPLES-JONES,1.0,0.9,0.0,10.3,0.0,0.0,0.0,1.7,15.5,119.0,103.0,122.0,9.6,9.0,150.0,1.9,28.5,118.7,103,120,9.2,9,149,13.0,0.0,155.0,0.0,0.0,0.0,DET,25.0,24,30,11,0,93,0,0,93,0,4,500.0,500,0,0.0,0,0.0,0,0.0,1,1.5,1,2.9
DONTAYVION WICKS,5.4,2.6,0.3,38.7,0.1,0.0,0.1,3.9,80.8,64.4,44.0,63.0,7.5,7.0,84.0,8.0,119.8,67.1,45,65,7.8,7,85,39.0,4.0,581.0,1.0,0.0,1.0,GB,58.0,5,5,17,0,50,14,0,50,7,4,161.5,500,0,0.0,0,0.0,0,0.0,8,8.9,2,5.4
DRAKE LONDON,6.6,4.3,0.1,56.6,0.0,0.0,0.0,6.9,105.4,15.0,10.0,15.0,3.2,3.0,27.0,10.9,174.4,12.8,9,12,3.5,3,28,69.0,2.0,905.0,0.0,0.0,0.0,ATL,110.0,20,8,29,7,40,20,7,40,27,1,19.0,34,0,0.0,0,0.0,0,0.0,16,29.6,8,28.6
DYAMI BROWN,1.4,0.7,0.1,9.9,0.1,0.0,0.0,1.4,23.0,155.4,135.0,159.0,15.3,10.0,184.0,2.1,35.0,156.8,133,159,16.0,10,184,12.0,1.0,168.0,1.0,0.0,0.0,WAS,23.0,13,4,28,0,88,6,0,94,0,5,500.0,500,0,0.0,0,0.0,0,0.0,2,3.1,2,5.7
ELIJAH COOKS,0.4,0.3,0.0,4.2,0.0,0.0,0.0,0.4,3.8,204.0,199.0,225.0,5.0,12.0,209.0,0.8,6.8,208.0,208,227,0.0,12,208,3.0,0.0,38.0,0.0,0.0,0.0,JAC,4.0,32,31,21,0,100,0,0,100,0,0,500.0,500,0,0.0,0,0.0,0,0.0,1,1.6,0,0.0
ELIJAH MOORE,4.3,3.5,0.1,37.6,0.5,0.0,0.6,6.1,73.1,80.8,63.0,81.0,8.6,8.0,109.0,7.8,132.1,78.0,58,79,8.9,7,102,59.0,2.0,640.0,9.0,0.0,11.0,CLE,104.0,26,18,30,0,50,13,0,56,13,3,500.0,500,1,1.5,0,0.0,0,0.0,13,20.3,6,20.7
EMEKA EMEZIE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.5,152.0,211.0,2.5,12.0,157.0,0.0,0.0,156.5,153,210,3.5,12,160,0.0,0.0,0.0,0.0,0.0,0.0,FA,0.0,33,33,33,0,0,0,0,0,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
EQUANIMEOUS ST BROWN,0.9,0.7,0.0,8.9,0.0,0.0,0.0,0.9,6.2,190.6,168.0,194.0,15.2,12.0,209.0,1.6,11.2,193.8,167,197,16.1,12,213,5.0,0.0,62.0,0.0,0.0,0.0,NO,6.0,15,21,10,0,100,0,0,100,0,6,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
ERIK EZUKANMA,1.1,0.0,0.0,0.0,2.5,0.0,11.0,0.5,2.2,210.6,175.0,212.0,35.7,12.0,275.0,1.1,2.2,209.2,174,211,32.7,12,266,0.0,0.0,0.0,5.0,0.0,22.0,MIA,1.0,29,12,32,0,100,0,0,100,0,5,500.0,500,2,2.2,1,1.7,1,3.7,0,0.0,0,0.0
GABRIEL DAVIS,6.8,2.6,0.4,43.9,0.1,0.0,-0.1,4.8,116.4,58.7,44.0,58.0,5.6,6.0,69.0,9.5,161.4,63.3,49,63,5.5,7,75,45.0,7.0,746.0,1.0,0.0,-2.0,JAC,81.0,32,31,21,6,50,38,0,50,38,2,145.5,169,0,0.0,0,0.0,0,0.0,11,17.7,5,18.5
GARRETT WILSON,7.0,5.6,0.2,61.3,0.2,0.0,0.0,9.9,118.2,7.7,4.0,7.0,1.7,2.0,13.0,12.5,213.2,6.9,4,7,1.4,2,11,95.0,3.0,1042.0,4.0,0.0,0.0,NYJ,168.0,16,20,12,0,13,25,0,13,50,1,13.0,13,0,0.0,0,0.0,0,0.0,17,34.7,11,35.5
GEORGE PICKENS,8.6,3.7,0.3,67.1,0.2,0.0,1.1,6.2,145.8,24.3,16.0,23.0,5.0,4.0,38.0,12.3,208.8,29.1,19,30,5.0,4,40,63.0,5.0,1140.0,3.0,0.0,18.0,PIT,106.0,23,26,20,19,31,31,13,19,31,1,53.5,65,0,0.0,0,0.0,0,0.0,8,19.0,3,16.7
GREG DORTCH,2.5,1.5,0.1,17.5,0.1,0.0,0.3,2.6,40.5,99.9,77.0,109.0,14.6,9.0,153.0,4.0,64.5,98.0,73,110,14.7,9,150,24.0,2.0,280.0,1.0,0.0,5.0,ARI,41.0,7,14,5,0,73,7,0,73,7,4,500.0,500,0,0.0,0,0.0,0,0.0,3,5.2,2,7.7
HUNTER RENFROW,1.4,1.5,0.0,15.0,0.0,0.0,0.0,2.2,23.5,123.5,108.0,130.0,9.8,10.0,141.0,2.9,48.5,114.7,99,126,12.5,10,142,25.0,0.0,255.0,0.0,0.0,0.0,FA,37.0,33,33,33,0,93,0,0,87,0,0,500.0,500,0,0.0,0,0.0,0,0.0,3,4.2,0,0.0
IHMIR SMITH-MARSETTE,1.4,0.5,0.0,3.0,0.5,0.1,4.4,0.6,24.5,182.4,148.0,189.0,19.5,11.0,208.0,1.9,32.5,182.0,149,188,17.0,11,196,8.0,0.0,51.0,8.0,1.0,74.0,CAR,10.0,17,13,18,0,88,6,0,94,0,6,500.0,500,1,1.8,0,0.0,0,0.0,0,0.0,0,0.0
ISAIAH HODGINS,2.3,1.2,0.2,13.5,0.0,0.0,0.0,1.9,39.0,145.9,130.0,154.0,9.3,10.0,160.0,3.5,60.0,142.2,110,148,14.0,10,160,21.0,3.0,230.0,0.0,0.0,0.0,NYG,33.0,4,23,1,0,81,6,0,81,0,7,500.0,500,0,0.0,0,0.0,0,0.0,5,15.2,2,16.7
ISAIAH MCKENZIE,0.4,0.8,0.0,6.3,0.2,0.0,1.1,1.1,5.6,146.5,116.0,149.0,17.6,10.0,178.0,1.3,16.6,142.4,112,149,16.6,10,165,11.0,0.0,82.0,3.0,0.0,14.0,NYG,14.0,4,23,1,0,100,0,0,100,0,6,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
ISAIAH WILLIAMS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.5,117.0,186.0,28.0,11.0,192.0,0.0,0.0,165.0,117,186,29.0,11,195,0.0,0.0,0.0,0.0,0.0,0.0,FA,0.0,33,33,33,0,0,0,0,0,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
JACOB COWING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.2,92.0,107.0,12.0,9.0,155.0,0.0,0.0,108.9,93,107,11.8,9,158,0.0,0.0,0.0,0.0,0.0,0.0,SF,0.0,2,3,9,0,0,0,0,0,0,6,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
JAHAN DOTSON,4.5,2.9,0.2,30.5,0.0,0.0,0.0,4.9,75.8,62.0,46.0,62.0,6.6,7.0,86.0,7.3,124.8,61.0,45,61,7.2,6,87,49.0,4.0,518.0,0.0,0.0,0.0,WAS,83.0,13,4,28,0,63,13,6,56,13,2,150.0,500,0,0.0,0,0.0,0,0.0,11,17.2,7,20.0
JAKE BOBO,2.2,1.1,0.1,11.5,0.1,0.1,0.2,1.5,37.9,141.8,115.0,147.0,16.8,10.0,180.0,3.3,56.9,141.8,115,147,16.6,10,179,19.0,2.0,196.0,1.0,1.0,3.0,SEA,25.0,3,7,4,0,73,7,0,80,7,4,500.0,500,1,1.4,1,2.7,1,5.9,4,6.2,1,4.2
JAKOBI MEYERS,9.2,4.4,0.5,50.4,0.3,0.1,1.5,6.6,147.6,53.0,42.0,52.0,4.9,6.0,69.0,13.7,218.6,50.1,40,48,5.1,6,66,71.0,8.0,807.0,4.0,2.0,24.0,LV,106.0,18,17,22,7,27,47,7,27,47,2,132.5,146,3,4.7,1,2.7,0,0.0,15,21.1,9,25.7
JALEN BROOKS,0.9,0.9,0.0,9.1,0.0,0.0,0.0,0.9,6.4,146.8,137.0,172.0,5.2,11.0,152.0,1.8,12.4,146.6,135,172,6.3,11,154,6.0,0.0,64.0,0.0,0.0,0.0,DAL,6.0,1,1,2,0,100,0,0,80,0,4,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
JALEN COKER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.5,116.0,208.0,37.5,12.0,191.0,0.0,0.0,136.0,107,198,29.0,12,165,0.0,0.0,0.0,0.0,0.0,0.0,CAR,0.0,17,13,18,0,0,0,0,0,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
JALEN GUYTON,1.9,1.3,0.1,11.1,0.0,0.0,0.0,2.6,14.9,169.2,136.0,175.0,16.3,11.0,188.0,3.1,24.9,173.2,142,175,16.9,11,197,10.0,1.0,89.0,0.0,0.0,0.0,LV,21.0,18,17,22,0,88,13,0,88,0,0,500.0,500,0,0.0,0,0.0,0,0.0,3,4.1,1,2.3
JALEN MCMILLAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.5,65.0,93.0,11.1,8.0,117.0,0.0,0.0,90.4,65,94,10.6,8,113,0.0,0.0,0.0,0.0,0.0,0.0,TB,0.0,21,16,24,0,0,0,0,0,0,4,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
JALEN NAILOR,0.5,0.5,0.0,4.8,0.0,0.0,0.0,1.0,2.9,162.0,110.0,168.0,31.5,11.0,199.0,1.0,5.9,159.0,106,168,31.2,11,195,3.0,0.0,29.0,0.0,0.0,0.0,MIN,6.0,10,24,3,0,100,0,0,100,0,5,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
JALEN REAGOR,2.0,0.6,0.0,12.5,0.1,0.0,1.5,2.1,21.5,185.8,156.0,191.0,18.8,11.0,213.0,2.6,28.5,189.2,162,193,17.7,11,211,7.0,0.0,138.0,1.0,0.0,17.0,NE,23.0,25,9,31,0,90,10,0,90,0,7,500.0,500,0,0.0,0,0.0,0,0.0,1,2.8,1,7.7
JALEN TOLBERT,2.2,1.3,0.1,15.8,0.0,0.0,0.0,2.1,36.8,96.8,76.0,111.0,13.7,9.0,132.0,3.5,58.8,97.2,76,111,13.8,9,133,22.0,2.0,268.0,0.0,0.0,0.0,DAL,36.0,1,1,2,0,73,7,0,87,0,3,500.0,500,0,0.0,0,0.0,0,0.0,4,3.8,2,3.9
JALIN HYATT,2.2,1.4,0.0,21.9,0.0,0.0,0.0,2.4,37.3,83.0,61.0,83.0,8.1,8.0,113.0,3.5,60.3,83.0,63,82,7.8,8,115,23.0,0.0,373.0,0.0,0.0,0.0,NYG,40.0,4,23,1,0,80,7,0,80,7,4,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
JALYNN POLK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.9,47.0,68.0,9.7,7.0,95.0,0.0,0.0,70.3,45,69,10.6,7,93,0.0,0.0,0.0,0.0,0.0,0.0,NE,0.0,25,9,31,0,0,0,0,0,0,2,177.5,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
JAMAL AGNEW,2.4,1.3,0.1,20.5,0.4,0.0,-0.2,1.9,26.3,193.3,182.0,210.0,8.2,12.0,202.0,3.7,40.3,186.8,168,201,14.7,12,206,14.0,1.0,225.0,4.0,0.0,-2.0,FA,21.0,33,33,33,0,82,9,0,73,9,0,500.0,500,2,2.9,0,0.0,0,0.0,2,3.2,1,3.3
JAMARI THRASH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.2,122.0,141.0,8.6,10.0,154.0,0.0,0.0,139.7,129,142,8.1,10,156,0.0,0.0,0.0,0.0,0.0,0.0,CLE,0.0,26,18,30,0,0,0,0,0,0,5,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
JAMARR CHASE,10.2,6.3,0.4,76.0,0.2,0.0,-0.4,9.1,162.7,3.0,1.0,3.0,0.9,1.0,5.0,16.4,262.7,3.4,1,3,1.2,1,5,100.0,7.0,1216.0,3.0,0.0,-6.0,CIN,145.0,27,27,23,20,13,33,27,13,33,1,6.0,6,0,0.0,0,0.0,0,0.0,19,25.7,10,27.0
JAMESON WILLIAMS,4.7,2.0,0.2,29.5,0.3,0.1,2.4,3.5,56.3,45.9,31.0,46.0,5.5,6.0,64.0,6.7,80.3,51.7,39,51,5.4,6,68,24.0,2.0,354.0,3.0,1.0,29.0,DET,42.0,24,30,11,0,42,17,0,50,0,2,114.5,122,1,0.9,0,0.0,0,0.0,2,3.1,0,0.0
JAMISON CROWDER,1.2,0.9,0.1,9.4,0.0,0.0,0.0,1.2,19.9,151.3,118.0,151.0,14.9,10.0,180.0,2.1,35.9,142.9,115,150,13.3,10,168,16.0,1.0,159.0,0.0,0.0,0.0,WAS,20.0,13,4,28,0,93,7,0,93,7,4,500.0,500,0,0.0,0,0.0,0,0.0,1,1.6,0,0.0
JASON BROWNLEE,1.7,0.7,0.1,8.0,0.0,0.0,0.0,1.1,11.6,177.2,149.0,179.0,18.4,11.0,196.0,2.4,16.6,177.2,152,179,16.8,11,195,5.0,1.0,56.0,0.0,0.0,0.0,NYJ,8.0,16,20,12,0,83,0,0,83,0,6,500.0,500,0,0.0,0,0.0,0,0.0,2,4.1,2,6.5
JAUAN JENNINGS,2.5,1.5,0.1,20.4,0.0,0.0,0.0,2.5,32.5,116.0,93.0,123.0,10.3,9.0,135.0,4.0,51.5,117.6,94,124,9.8,9,136,19.0,1.0,265.0,0.0,0.0,0.0,SF,33.0,2,3,9,0,77,8,0,85,0,4,500.0,500,0,0.0,0,0.0,0,0.0,2,2.9,1,3.8
JAVON BAKER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.2,60.0,79.0,11.5,7.0,111.0,0.0,0.0,82.8,57,77,11.5,7,111,0.0,0.0,0.0,0.0,0.0,0.0,NE,0.0,25,9,31,0,0,0,0,0,0,3,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
JAXON SMITH-NJIGBA,5.1,3.7,0.2,36.9,0.0,0.0,0.0,5.5,86.8,46.5,38.0,47.0,4.7,6.0,59.0,8.8,149.8,40.9,30,40,4.7,5,53,63.0,4.0,628.0,0.0,0.0,0.0,SEA,93.0,3,7,4,0,38,19,0,38,13,2,105.5,104,0,0.0,0,0.0,0,0.0,10,15.4,5,20.8
JAYDEN REED,9.6,4.0,0.5,49.6,0.7,0.1,7.4,5.9,153.2,34.6,27.0,33.0,4.5,5.0,45.0,13.6,217.2,37.3,29,37,4.2,5,49,64.0,8.0,793.0,11.0,2.0,119.0,GB,94.0,5,5,17,7,20,47,7,27,47,1,79.0,88,2,2.3,0,0.0,0,0.0,14,15.6,8,21.6
JAYLEN WADDLE,9.0,5.1,0.3,72.4,0.2,0.0,0.9,7.4,126.6,18.3,11.0,19.0,3.1,3.0,26.0,14.2,198.6,16.6,10,16,3.5,3,27,72.0,4.0,1014.0,3.0,0.0,12.0,MIA,104.0,29,12,32,14,0,29,14,7,36,2,35.0,47,0,0.0,0,0.0,0,0.0,8,11.9,6,13.6
JERMAINE BURTON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.9,54.0,73.0,11.0,7.0,115.0,0.0,0.0,76.1,51,73,11.8,7,115,0.0,0.0,0.0,0.0,0.0,0.0,CIN,0.0,27,27,23,0,0,0,0,0,0,3,189.5,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
JERROD MEANS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.6,116.0,155.0,11.2,10.0,151.0,0.0,0.0,139.7,111,158,10.8,10,151,0.0,0.0,0.0,0.0,0.0,0.0,NO,0.0,15,21,10,0,0,0,0,0,0,5,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
JERRY JEUDY,5.5,3.4,0.1,47.4,0.0,0.0,0.0,5.4,87.8,59.7,46.0,60.0,5.8,6.0,75.0,8.9,141.8,59.8,47,60,6.0,6,76,54.0,2.0,758.0,0.0,0.0,0.0,CLE,87.0,26,18,30,0,33,7,0,33,0,2,132.5,140,0,0.0,0,0.0,0,0.0,10,15.4,5,14.3
JHAQUAN JACKSON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0,149.0,176.0,14.4,11.0,198.0,0.0,0.0,173.2,150,176,12.4,11,192,0.0,0.0,0.0,0.0,0.0,0.0,TEN,0.0,28,29,19,0,0,0,0,0,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
JOHN METCHIE,1.0,1.0,0.0,9.9,0.1,0.0,0.3,1.9,16.2,122.9,102.0,126.0,12.6,10.0,151.0,2.0,32.2,123.2,101,129,12.1,10,152,16.0,0.0,158.0,1.0,0.0,4.0,HOU,30.0,31,32,16,0,100,0,0,100,0,6,500.0,500,1,1.3,0,0.0,0,0.0,3,4.4,3,8.3
JOHNNY WILSON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.8,100.0,133.0,13.3,10.0,144.0,0.0,0.0,125.0,101,132,12.1,10,144,0.0,0.0,0.0,0.0,0.0,0.0,PHI,0.0,6,11,7,0,0,0,0,0,0,4,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
JONATHAN MINGO,2.8,2.9,0.0,27.9,0.0,0.0,0.0,5.7,41.8,94.9,77.0,94.0,9.4,8.0,121.0,5.7,84.8,91.0,68,93,9.5,8,118,43.0,0.0,418.0,0.0,0.0,0.0,CAR,85.0,17,13,18,0,73,0,0,73,0,4,500.0,500,0,0.0,0,0.0,0,0.0,3,8.3,2,9.1
JORDAN ADDISON,8.9,4.1,0.6,53.6,0.1,0.0,0.1,6.4,151.3,43.4,33.0,42.0,5.1,5.0,57.0,13.0,221.3,43.2,33,41,5.1,5,55,70.0,10.0,911.0,1.0,0.0,2.0,MIN,108.0,10,24,3,13,31,38,13,25,38,2,91.0,106,1,2.0,0,0.0,0,0.0,15,19.0,9,19.1
JORDAN WHITTINGTON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.4,119.0,173.0,17.4,11.0,169.0,0.0,0.0,147.2,118,174,17.3,11,164,0.0,0.0,0.0,0.0,0.0,0.0,LAR,0.0,11,22,6,0,0,0,0,0,0,5,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
JOSH CROCKETT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.5,82.0,192.0,33.5,11.0,149.0,0.0,0.0,141.0,96,202,45.0,12,186,0.0,0.0,0.0,0.0,0.0,0.0,FA,0.0,33,33,33,0,0,0,0,0,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
JOSH DOWNS,5.2,4.0,0.1,45.4,0.0,0.0,0.0,5.8,89.1,60.5,50.0,61.0,5.9,6.0,87.0,9.2,157.1,55.3,43,54,7.0,6,84,68.0,2.0,771.0,0.0,0.0,0.0,IND,98.0,22,19,26,6,56,13,0,44,13,2,148.0,500,0,0.0,0,0.0,0,0.0,9,15.3,5,20.0
JOSH PALMER,6.2,3.5,0.2,52.8,0.1,0.0,0.5,5.5,68.7,55.4,39.0,56.0,7.8,6.0,79.0,9.7,106.7,54.0,39,52,7.9,6,79,38.0,2.0,581.0,1.0,0.0,6.0,LAC,61.0,30,25,25,0,40,30,0,40,30,1,135.0,200,0,0.0,0,0.0,0,0.0,9,12.3,5,11.4
JOSH REYNOLDS,5.2,2.4,0.3,35.8,0.0,0.0,0.0,3.8,88.8,97.9,82.0,98.0,6.8,8.0,114.0,7.6,128.8,98.5,82,98,6.9,8,117,40.0,5.0,608.0,0.0,0.0,0.0,DEN,64.0,19,28,8,7,40,20,0,53,13,3,500.0,500,0,0.0,0,0.0,0,0.0,10,15.4,6,17.1
JUJU SMITH-SCHUSTER,2.9,2.6,0.1,23.6,0.0,0.0,0.0,4.3,32.0,117.8,97.0,119.0,13.0,9.0,154.0,5.5,61.0,113.5,89,119,13.5,9,153,29.0,1.0,260.0,0.0,0.0,0.0,NE,47.0,25,9,31,0,73,0,0,55,0,5,500.0,500,0,0.0,0,0.0,0,0.0,2,5.6,1,7.7
JULIO JONES,2.3,1.0,0.3,6.7,0.0,0.0,0.0,1.7,25.4,206.5,170.0,214.0,41.1,12.0,274.0,3.3,36.4,211.5,183,215,33.9,12,267,11.0,3.0,74.0,0.0,0.0,0.0,FA,19.0,33,33,33,0,80,10,0,80,10,0,500.0,500,0,0.0,0,0.0,0,0.0,4,8.2,1,5.9
JUSTIN JEFFERSON,13.4,6.8,0.5,107.4,0.1,0.0,-1.2,10.0,134.2,4.1,3.0,4.0,1.0,1.0,8.0,20.2,202.2,4.6,3,5,0.8,1,7,68.0,5.0,1074.0,1.0,0.0,-12.0,MIN,100.0,10,24,3,33,22,56,44,22,67,1,5.0,8,1,2.0,1,3.6,0,0.0,11,13.9,7,14.9
JUSTIN WATSON,3.9,1.7,0.2,28.8,0.0,0.0,0.0,3.3,62.0,123.3,92.0,132.0,15.0,10.0,155.0,5.6,89.0,126.8,104,133,13.6,10,159,27.0,3.0,460.0,0.0,0.0,0.0,KC,53.0,8,6,14,0,40,13,0,73,7,4,500.0,500,0,0.0,0,0.0,0,0.0,6,6.8,4,8.3
JUSTYN ROSS,0.5,0.6,0.0,5.3,0.0,0.0,0.0,1.1,5.3,157.5,130.0,162.0,18.7,11.0,184.0,1.1,11.3,155.9,124,160,21.2,11,188,6.0,0.0,53.0,0.0,0.0,0.0,KC,11.0,8,6,14,0,100,0,0,100,0,7,500.0,500,0,0.0,0,0.0,0,0.0,1,1.1,1,2.1
JUWANN WINFREE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,237.0,227.0,239.0,10.0,13.0,247.0,0.0,0.0,236.0,231,238,5.0,13,241,0.0,0.0,0.0,0.0,0.0,0.0,IND,1.0,22,19,26,0,100,0,0,100,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
KADARIUS TONEY,2.0,2.1,0.1,13.0,0.8,0.0,2.4,2.9,26.0,103.8,85.0,102.0,8.3,8.0,132.0,4.1,53.0,107.0,82,102,8.9,8,138,27.0,1.0,169.0,11.0,0.0,31.0,KC,38.0,8,6,14,0,85,0,0,77,0,7,500.0,500,4,5.6,1,2.6,0,0.0,5,5.7,3,6.3
KALIF RAYMOND,3.7,2.1,0.1,28.8,0.4,0.0,4.4,2.6,62.4,109.4,80.0,117.0,15.2,9.0,144.0,5.7,97.4,108.8,79,114,14.7,9,143,35.0,1.0,489.0,7.0,0.0,75.0,DET,44.0,24,30,11,0,69,13,0,75,6,3,500.0,500,1,0.9,0,0.0,0,0.0,4,6.2,0,0.0
KAVONTAE TURPIN,3.0,0.8,0.2,7.9,0.7,0.1,6.9,1.1,47.7,135.7,118.0,152.0,9.1,10.0,151.0,3.7,59.7,143.1,127,155,9.4,10,163,12.0,3.0,127.0,11.0,1.0,110.0,DAL,18.0,1,1,2,0,67,0,0,73,0,5,500.0,500,2,1.9,1,2.0,0,0.0,6,5.8,3,5.9
KAYSHON BOUTTE,0.4,0.4,0.0,3.8,0.0,0.0,0.0,1.4,1.9,204.2,171.0,204.0,32.7,12.0,260.0,0.8,3.9,203.2,170,207,29.9,12,253,2.0,0.0,19.0,0.0,0.0,0.0,NE,7.0,25,9,31,0,100,0,0,100,0,0,500.0,500,0,0.0,0,0.0,0,0.0,1,2.8,0,0.0
KEENAN ALLEN,13.1,8.3,0.5,95.6,0.2,0.0,0.5,11.5,170.9,34.6,26.0,34.0,4.0,5.0,42.0,21.5,278.9,29.1,14,29,4.8,4,38,108.0,7.0,1243.0,2.0,0.0,6.0,CHI,150.0,9,2,27,31,0,38,31,0,62,2,64.5,71,1,1.4,1,2.2,0,0.0,12,16.4,11,25.0
KENDRICK BOURNE,7.9,4.6,0.5,50.8,0.1,0.0,0.5,6.9,63.0,88.5,70.0,87.0,7.5,8.0,106.0,12.5,100.0,87.9,69,87,7.4,8,106,37.0,4.0,406.0,1.0,0.0,4.0,NE,55.0,25,9,31,13,25,38,0,38,38,4,500.0,500,0,0.0,0,0.0,0,0.0,6,16.7,3,23.1
KEON COLEMAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.8,33.0,50.0,8.4,6.0,92.0,0.0,0.0,52.4,35,53,7.6,6,76,0.0,0.0,0.0,0.0,0.0,0.0,BUF,0.0,14,15,15,0,0,0,0,0,0,3,105.0,110,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
KHADAREL HODGE,1.4,0.8,0.0,13.6,0.1,0.0,0.0,1.4,23.2,173.8,153.0,184.0,12.8,11.0,189.0,2.2,37.2,175.0,155,184,11.4,11,189,14.0,0.0,232.0,1.0,0.0,0.0,ATL,23.0,20,8,29,0,87,0,0,87,0,5,500.0,500,1,1.3,1,2.8,0,0.0,0,0.0,0,0.0
KHALIL SHAKIR,4.4,2.3,0.1,35.9,0.1,0.0,0.6,2.6,74.1,59.6,39.0,59.0,9.3,6.0,95.0,6.7,113.1,59.7,39,59,9.9,6,96,39.0,2.0,611.0,1.0,0.0,10.0,BUF,45.0,14,15,15,7,53,7,0,47,13,2,130.5,164,1,0.9,0,0.0,0,0.0,2,3.2,1,3.7
KJ OSBORN,4.5,3.0,0.2,33.8,0.0,0.0,0.0,4.7,72.0,99.9,82.0,101.0,8.5,8.0,124.0,7.5,120.0,97.8,78,101,8.6,8,124,48.0,3.0,540.0,0.0,0.0,0.0,NE,75.0,25,9,31,0,53,20,0,53,13,5,500.0,500,0,0.0,0,0.0,0,0.0,10,12.7,6,12.8
