,AVG_FAN PTS,AVG_REC,AVG_REC_TDS,AVG_REC_YDS,AVG_RUSH_ATT,AVG_RUSH_TDS,AVG_RUSH_YDS,AVG_TGT,FAN PTS,POS_AVG.,POS_BEST,POS_RK,POS_STD.DEV,POS_TIERS,POS_WORST,PPR_AVG_FAN PTS,PPR_FAN PTS,PPR_POS_AVG.,PPR_POS_BEST,PPR_POS_RK,PPR_POS_STD.DEV,PPR_POS_TIERS,PPR_POS_WORST,REC,REC_TDS,REC_YDS,RUSH_ATT,RUSH_TDS,RUSH_YDS,TEAM,TGT,FULL_SOS,SEASON_SOS,PLAYOFF_SOS,BOOM,BUST,STARTER,PPR_BOOM,PPR_BUST,PPR_STARTER,DEPTH,STANDARD_ADP,PPR_ADP,20_YD_ATT,20_YD_%RUSH,10_YD_ATT,10_YD_%RUSH,5_YD_ATT,5_YD_%RUSH,20_YD_TGT,20_YD_%TGT,10_YD_TGT,10_YD_%TGT
JAHMYR GIBBS,12.7,3.5,0.1,21.1,12.1,0.7,63.0,4.7,190.1,6.2,3.0,5.0,1.5,2.0,10.0,16.1,242.1,4.7,3,4,1.0,2,7,52.0,1.0,316.0,182.0,10.0,945.0,DET,71.0,14,11,18,29,0,57,36,7,64,1,11.5,14,37,34.9,21,34.4,8,27.6,7,10.8,5,14.3
JAKE FUNK,2.2,1.0,0.0,12.0,2.0,0.0,10.0,1.0,2.2,155.5,146.0,173.0,9.5,11.0,165.0,3.2,3.2,160.5,152,174,8.5,11,169,1.0,0.0,12.0,2.0,0.0,10.0,DET,1.0,14,11,18,0,100,0,0,100,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
JALEEL MCLAUGHLIN,4.4,1.8,0.1,9.4,4.5,0.1,24.1,2.1,75.0,48.2,35.0,47.0,5.8,6.0,63.0,6.2,106.0,46.0,27,45,5.8,6,57,31.0,2.0,160.0,76.0,1.0,410.0,DEN,36.0,19,18,20,0,56,13,0,56,19,2,153.0,181,7,9.3,4,11.1,0,0.0,5,7.7,1,2.9
JAMAAL WILLIAMS,3.3,1.4,0.0,4.8,8.2,0.1,23.5,1.5,42.8,69.0,53.0,71.0,5.8,7.0,81.0,4.7,60.8,69.0,51,71,6.7,7,85,18.0,0.0,62.0,106.0,1.0,306.0,NO,20.0,27,20,31,0,75,0,0,83,8,3,500.0,500,12,13.2,7,12.7,2,10.0,1,1.5,0,0.0
JAMES CONNER,13.4,2.1,0.2,12.7,16.0,0.5,80.0,2.5,174.5,20.1,11.0,18.0,3.4,4.0,29.0,15.5,201.5,21.2,13,20,3.6,4,31,27.0,2.0,165.0,208.0,7.0,1040.0,ARI,33.0,25,26,13,17,8,50,25,8,58,1,61.0,69,32,55.2,18,54.5,9,50.0,5,8.6,1,3.8
JAMES COOK,11.1,2.6,0.2,26.2,13.9,0.1,66.0,3.2,188.7,14.7,6.0,15.0,3.0,3.0,24.0,13.7,232.7,14.1,7,14,2.9,3,23,44.0,4.0,445.0,237.0,2.0,1122.0,BUF,54.0,12,7,24,13,13,56,13,19,56,1,37.5,29,31,29.0,18,28.1,4,12.5,6,9.7,3,11.1
JAMES ROBINSON,0.0,1.0,0.0,-2.0,1.0,0.0,2.0,1.0,0.0,150.2,126.0,155.0,18.7,10.0,180.0,1.0,1.0,153.2,126,160,18.4,11,180,1.0,0.0,-2.0,1.0,0.0,2.0,NO,1.0,27,20,31,0,100,0,0,100,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
JAMYCAL HASTY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,144.6,121.0,149.0,18.0,10.0,175.0,0.0,0.0,140.8,121,144,18.0,10,174,0.0,0.0,0.0,0.0,0.0,0.0,NE,2.0,8,10,7,0,100,0,0,100,0,4,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
JARET PATTERSON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.6,73.0,119.0,15.5,10.0,115.0,0.0,0.0,93.6,77,119,19.4,10,129,0.0,0.0,0.0,0.0,0.0,0.0,LAC,0.0,21,22,10,0,0,0,0,0,0,5,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
JASE MCCLELLAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.3,87.0,115.0,9.2,9.0,114.0,0.0,0.0,106.1,90,115,10.4,9,122,0.0,0.0,0.0,0.0,0.0,0.0,ATL,0.0,7,15,2,0,0,0,0,0,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
JASHAUN CORBIN,0.4,1.0,0.0,4.0,0.3,0.0,0.3,1.0,1.3,159.5,150.0,169.0,6.4,11.0,168.0,1.4,4.3,160.0,147,169,7.8,11,166,3.0,0.0,12.0,1.0,0.0,1.0,NYG,3.0,13,1,32,0,100,0,0,100,0,0,500.0,500,1,1.6,1,4.5,0,0.0,0,0.0,0,0.0
JAVONTE WILLIAMS,8.3,2.9,0.1,14.3,13.6,0.2,48.4,3.6,132.2,31.9,23.0,31.0,4.9,5.0,55.0,11.2,179.2,29.1,20,28,5.1,5,53,47.0,2.0,228.0,217.0,3.0,774.0,DEN,58.0,19,18,20,0,13,27,0,13,33,1,93.5,95,37,49.3,17,47.2,8,50.0,3,4.6,3,8.6
JAWHAR JORDAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.4,66.0,103.0,11.8,9.0,109.0,0.0,0.0,92.4,66,103,13.1,9,112,0.0,0.0,0.0,0.0,0.0,0.0,HOU,0.0,2,3,21,0,0,0,0,0,0,3,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
JAYLEN WARREN,8.0,3.6,0.0,21.8,8.8,0.2,46.1,4.4,135.4,31.6,24.0,30.0,4.5,5.0,45.0,11.6,196.4,25.2,18,25,4.6,4,40,61.0,0.0,370.0,149.0,4.0,784.0,PIT,74.0,17,23,4,6,19,38,6,0,50,1,86.0,81,17,23.9,8,20.5,4,25.0,5,11.9,2,11.1
JAYLEN WRIGHT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.6,32.0,56.0,8.6,6.0,101.0,0.0,0.0,55.5,35,56,7.8,6,93,0.0,0.0,0.0,0.0,0.0,0.0,MIA,0.0,6,5,19,0,0,0,0,0,0,3,140.5,192,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
JEFFERY WILSON,2.7,1.4,0.0,8.5,4.1,0.0,18.8,1.7,27.3,79.3,59.0,85.0,7.6,8.0,99.0,4.1,41.3,81.7,68,85,7.7,8,107,14.0,0.0,85.0,41.0,0.0,188.0,MIA,17.0,6,5,19,0,89,0,0,67,0,5,500.0,500,9,9.9,2,3.4,1,3.7,1,1.5,1,2.3
JERICK MCKINNON,5.0,2.1,0.3,16.0,1.8,0.1,5.0,2.7,59.4,88.5,68.0,95.0,11.6,8.0,107.0,7.0,84.4,83.0,57,94,12.4,8,107,25.0,4.0,192.0,21.0,1.0,60.0,FA,32.0,33,33,33,0,67,33,0,67,25,0,500.0,500,3,4.2,1,2.6,0,0.0,5,5.7,3,6.3
JEROME FORD,9.8,2.6,0.3,18.8,12.0,0.2,47.8,3.7,167.2,38.7,29.0,40.0,3.9,5.0,47.0,12.4,211.2,37.8,26,37,4.5,5,47,44.0,5.0,319.0,204.0,4.0,813.0,CLE,63.0,4,8,8,13,19,63,13,13,69,2,113.5,125,16,24.2,10,32.3,4,23.5,6,9.4,2,6.9
JK DOBBINS,9.7,2.0,0.0,15.0,8.0,1.0,22.0,3.0,9.7,50.1,29.0,51.0,7.8,6.0,76.0,11.7,11.7,50.5,29,51,8.0,6,79,2.0,0.0,15.0,8.0,1.0,22.0,LAC,3.0,21,22,10,0,0,100,0,0,100,2,127.0,129,1,0.9,1,1.6,1,3.3,1,1.6,1,3.2
JOE MIXON,12.6,3.1,0.2,22.1,15.1,0.5,60.8,3.8,215.0,13.2,8.0,12.0,1.9,3.0,18.0,15.7,267.0,14.3,9,15,1.9,3,18,52.0,3.0,376.0,257.0,9.0,1034.0,HOU,64.0,2,3,21,6,0,69,6,0,69,1,46.0,32,56,77.8,38,80.9,18,81.8,13,17.6,6,16.2
JONATHAN TAYLOR,13.7,1.9,0.1,15.3,16.9,0.7,74.1,2.3,137.4,4.7,2.0,4.0,1.4,2.0,9.0,15.6,156.4,5.8,4,5,1.8,2,13,19.0,1.0,153.0,169.0,7.0,741.0,IND,23.0,31,32,22,11,11,78,0,11,78,1,12.0,11,28,30.8,14,29.8,9,34.6,4,6.8,3,12.0
JONATHAN WARD,0.2,0.0,0.0,0.0,0.6,0.0,2.2,0.0,1.1,155.3,149.0,165.0,7.6,11.0,166.0,0.2,1.1,158.3,152,171,6.9,11,168,0.0,0.0,0.0,3.0,0.0,11.0,PIT,0.0,17,23,4,0,100,0,0,100,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
JONATHON BROOKS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.1,20.0,32.0,9.2,5.0,71.0,0.0,0.0,33.7,20,34,9.8,5,76,0.0,0.0,0.0,0.0,0.0,0.0,CAR,0.0,32,31,27,0,0,0,0,0,0,1,84.0,76,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
JORDAN MASON,2.6,0.2,0.0,1.9,2.5,0.2,12.9,0.3,41.7,80.4,66.0,78.0,9.3,8.0,119.0,2.8,44.7,83.3,67,79,8.9,8,119,3.0,0.0,31.0,40.0,3.0,206.0,SF,4.0,10,12,5,0,80,20,0,80,7,3,500.0,500,4,4.0,2,3.6,1,3.1,0,0.0,0,0.0
JOSH JACOBS,11.1,2.8,0.0,22.8,17.9,0.5,61.9,4.2,144.1,13.4,8.0,13.0,3.3,3.0,26.0,13.9,181.1,14.3,9,16,3.0,3,24,37.0,0.0,296.0,233.0,6.0,805.0,GB,54.0,29,29,15,15,8,54,23,8,62,1,24.0,39,36,56.3,22,59.5,8,53.3,6,8.5,3,8.6
JOSHUA KELLEY,3.2,0.5,0.0,1.9,6.3,0.1,23.8,0.7,53.7,94.6,78.0,100.0,9.5,9.0,117.0,3.6,61.7,95.0,73,99,11.2,9,130,8.0,0.0,32.0,107.0,2.0,405.0,FA,12.0,33,33,33,0,81,13,0,81,13,0,500.0,500,14,19.7,7,15.6,3,13.0,1,1.4,0,0.0
JULIUS CHESTNUT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.6,122.0,147.0,13.4,10.0,164.0,0.0,0.0,141.4,122,146,12.5,10,161,0.0,0.0,0.0,0.0,0.0,0.0,TEN,0.0,11,13,6,0,100,0,0,100,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
JUSTICE HILL,5.1,1.8,0.1,12.9,5.3,0.2,24.2,2.4,81.3,70.5,51.0,70.0,7.0,7.0,93.0,6.8,109.3,68.4,49,68,7.7,7,95,28.0,1.0,206.0,84.0,3.0,387.0,BAL,39.0,20,14,25,0,53,20,7,53,20,2,500.0,500,20,18.7,11,17.7,4,13.3,1,1.6,0,0.0
KAREEM HUNT,6.9,1.0,0.0,5.6,9.0,0.6,27.4,1.4,103.5,86.0,69.0,94.0,10.9,8.0,114.0,7.9,118.5,87.4,70,95,11.3,8,115,15.0,0.0,84.0,135.0,9.0,411.0,FA,21.0,33,33,33,0,36,50,0,36,21,0,500.0,500,32,48.5,15,48.4,11,64.7,1,1.6,0,0.0
KEAONTAY INGRAM,1.4,0.6,0.0,3.7,5.0,0.0,10.6,0.6,10.0,99.1,86.0,104.0,6.8,9.0,122.0,2.0,14.0,98.2,77,104,9.6,9,135,4.0,0.0,26.0,35.0,0.0,74.0,KC,4.0,3,6,11,0,86,0,0,86,0,3,500.0,500,2,3.4,1,3.0,0,0.0,0,0.0,0,0.0
KEATON MITCHELL,8.7,1.3,0.0,13.3,6.7,0.3,56.6,1.6,60.9,63.3,52.0,65.0,7.6,7.0,89.0,10.0,69.9,64.6,52,69,7.9,7,92,9.0,0.0,93.0,47.0,2.0,396.0,BAL,11.0,20,14,25,14,29,57,0,29,57,3,500.0,500,3,2.8,0,0.0,0,0.0,1,1.6,0,0.0
KEILAN ROBINSON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,99.0,138.0,15.8,10.0,135.0,0.0,0.0,118.8,92,137,19.7,10,141,0.0,0.0,0.0,0.0,0.0,0.0,JAC,0.0,30,27,26,0,0,0,0,0,0,4,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
KENDALL MILTON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.2,93.0,126.0,11.2,10.0,126.0,0.0,0.0,115.3,82,127,18.6,10,143,0.0,0.0,0.0,0.0,0.0,0.0,PHI,0.0,15,28,1,0,0,0,0,0,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
KENDRE MILLER,4.2,1.3,0.0,14.6,5.1,0.1,19.5,1.4,33.3,49.9,39.0,49.0,5.9,6.0,68.0,5.4,43.3,48.3,39,47,5.5,6,67,10.0,0.0,117.0,41.0,1.0,156.0,NO,11.0,27,20,31,0,86,14,0,86,14,2,149.5,154,3,3.3,1,1.8,1,5.0,0,0.0,0,0.0
KENE NWANGWU,0.2,0.0,0.0,0.0,0.6,0.0,1.6,0.0,1.3,124.0,100.0,127.0,20.0,10.0,155.0,0.2,1.3,127.4,108,128,16.9,10,153,0.0,0.0,0.0,5.0,0.0,13.0,MIN,0.0,26,16,30,0,100,0,0,100,0,3,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
KENNETH WALKER,11.4,1.9,0.1,17.3,14.6,0.5,60.3,2.5,170.4,14.3,9.0,14.0,2.8,3.0,20.0,13.3,199.4,17.0,12,17,2.3,3,23,29.0,1.0,259.0,219.0,8.0,905.0,SEA,37.0,23,25,17,14,14,57,7,14,64,1,46.0,43,38,55.1,19,51.4,13,76.5,3,4.6,0,0.0
KENNY GAINWELL,4.2,1.9,0.0,11.4,5.3,0.1,22.8,2.3,67.4,66.3,55.0,69.0,5.4,7.0,84.0,6.1,97.4,62.1,49,63,5.8,7,79,30.0,0.0,183.0,84.0,2.0,364.0,PHI,37.0,15,28,1,0,60,7,0,53,13,2,500.0,500,23,22.1,10,14.9,3,10.0,0,0.0,0,0.0
KENNY MCINTOSH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.9,88.0,110.0,10.3,9.0,119.0,0.0,0.0,104.1,86,111,11.7,9,124,0.0,0.0,0.0,0.0,0.0,0.0,SEA,0.0,23,25,17,0,0,0,0,0,0,3,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
KESHAWN VAUGHN,0.9,0.4,0.0,0.4,4.8,0.0,8.4,1.0,4.4,154.0,127.0,166.0,27.0,11.0,181.0,1.3,6.4,155.0,131,170,24.0,11,179,2.0,0.0,2.0,24.0,0.0,42.0,FA,5.0,33,33,33,0,100,0,0,100,0,0,500.0,500,1,1.6,1,4.0,1,8.3,1,1.7,0,0.0
KEVIN HARRIS,4.6,0.8,0.0,14.5,4.0,0.3,16.3,0.8,18.3,106.6,91.0,118.0,9.2,10.0,117.0,5.3,21.3,109.0,95,118,8.6,10,120,3.0,0.0,58.0,16.0,1.0,65.0,NE,3.0,8,10,7,0,33,33,0,33,0,3,500.0,500,2,4.8,0,0.0,0,0.0,1,2.8,0,0.0
KHALIL HERBERT,7.7,1.7,0.1,11.2,11.0,0.2,50.9,2.6,92.5,51.7,39.0,52.0,6.5,6.0,74.0,9.4,112.5,53.4,41,52,6.6,6,73,20.0,1.0,134.0,132.0,2.0,611.0,CHI,31.0,18,21,12,9,45,36,9,36,36,2,187.5,500,15,19.7,5,12.8,1,5.0,4,7.1,2,7.7
KHARI BLASINGAME,0.2,0.2,0.0,0.1,0.5,0.0,1.6,0.4,2.8,151.5,144.0,170.0,7.5,11.0,159.0,0.4,5.8,145.0,132,166,13.0,11,158,3.0,0.0,2.0,8.0,0.0,26.0,CHI,6.0,18,21,12,0,100,0,0,100,0,4,500.0,500,0,0.0,0,0.0,0,0.0,1,1.8,0,0.0
KIMANI VIDAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.6,43.0,66.0,10.7,7.0,97.0,0.0,0.0,60.0,41,65,11.0,7,98,0.0,0.0,0.0,0.0,0.0,0.0,LAC,0.0,21,22,10,0,0,0,0,0,0,3,150.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
KINGSTON DAVIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.8,41.0,54.0,10.1,6.0,105.0,0.0,0.0,55.6,44,54,8.4,6,79,0.0,0.0,0.0,0.0,0.0,0.0,BUF,0.0,12,7,24,0,0,0,0,0,0,2,165.5,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
KYLE JUSZCZYK,1.4,0.8,0.1,7.0,0.3,0.0,0.4,1.0,24.5,114.9,97.0,121.0,14.1,10.0,131.0,2.3,38.5,108.4,86,121,14.2,10,128,14.0,2.0,119.0,5.0,0.0,6.0,SF,17.0,10,12,5,0,87,13,0,87,7,5,500.0,500,2,2.0,2,3.6,1,3.1,5,7.1,2,7.7
KYREN WILLIAMS,18.6,2.7,0.3,17.2,19.0,1.0,95.3,4.0,223.0,7.3,2.0,8.0,1.9,2.0,12.0,21.3,255.0,9.0,4,8,2.7,2,15,32.0,3.0,206.0,228.0,12.0,1144.0,LAR,48.0,1,2,14,50,0,83,50,0,83,1,17.0,15,50,61.0,32,62.7,13,59.1,12,16.4,4,9.8
LAMICAL PERINE,2.2,0.6,0.0,6.6,4.4,0.0,15.4,1.0,11.0,141.0,122.0,145.0,21.1,10.0,182.0,2.8,14.0,146.8,131,149,18.3,10,182,3.0,0.0,33.0,22.0,0.0,77.0,PIT,5.0,17,23,4,0,100,0,0,100,0,4,500.0,500,2,2.8,2,5.3,2,11.1,0,0.0,0,0.0
LATAVIUS MURRAY,4.1,1.1,0.0,7.4,4.9,0.3,18.8,1.4,65.9,97.5,86.0,108.0,6.4,9.0,113.0,5.2,82.9,100.3,88,108,7.0,9,119,17.0,0.0,119.0,79.0,4.0,300.0,FA,22.0,33,33,33,0,56,19,0,63,13,0,500.0,500,20,18.7,17,26.6,11,34.4,3,4.8,2,7.4
LEONARD FOURNETTE,2.0,0.0,0.0,0.0,6.0,0.0,20.0,0.0,4.0,127.2,107.0,137.0,18.3,10.0,151.0,2.0,4.0,131.0,107,139,20.1,10,158,0.0,0.0,0.0,12.0,0.0,40.0,FA,0.0,33,33,33,0,100,0,0,100,0,0,500.0,500,5,4.7,2,3.1,1,3.1,0,0.0,0,0.0
LOUIS REES-ZAMMIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.5,100.0,140.0,18.5,10.0,139.0,0.0,0.0,122.8,100,140,19.5,10,145,0.0,0.0,0.0,0.0,0.0,0.0,KC,0.0,3,6,11,0,0,0,0,0,0,5,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
MALIK DAVIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.4,85.0,116.0,16.8,9.0,135.0,0.0,0.0,108.3,90,117,16.2,9,144,0.0,0.0,0.0,0.0,0.0,0.0,DAL,0.0,5,4,23,0,100,0,0,100,0,4,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
MARKEISE IRVING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.8,47.0,59.0,7.8,7.0,103.0,0.0,0.0,61.5,45,58,7.2,7,90,0.0,0.0,0.0,0.0,0.0,0.0,TB,0.0,28,30,9,0,0,0,0,0,0,2,176.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
MARSHAWN LLOYD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.9,34.0,50.0,6.2,6.0,63.0,0.0,0.0,49.4,36,50,6.4,6,68,0.0,0.0,0.0,0.0,0.0,0.0,GB,0.0,29,29,15,0,0,0,0,0,0,2,140.5,159,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
MATT BREIDA,1.8,1.0,0.0,5.2,3.2,0.1,8.9,1.2,29.9,100.1,86.0,102.0,6.9,9.0,115.0,2.8,46.9,97.5,84,101,6.6,9,114,17.0,0.0,88.0,55.0,1.0,151.0,FA,21.0,33,33,33,0,88,0,0,88,13,0,500.0,500,8,12.5,1,4.5,0,0.0,0,0.0,0,0.0
MELVIN GORDON,4.2,0.8,0.0,11.5,6.5,0.3,20.3,0.8,16.7,154.8,130.0,162.0,18.0,11.0,178.0,4.9,19.7,151.5,126,162,20.3,11,178,3.0,0.0,46.0,26.0,1.0,81.0,FA,3.0,33,33,33,0,0,0,0,33,0,0,500.0,500,6,5.6,3,4.8,0,0.0,0,0.0,0,0.0
MICHAEL BURTON,0.2,0.2,0.0,0.5,0.4,0.0,0.5,0.2,3.7,160.0,153.0,172.0,6.7,11.0,169.0,0.4,6.7,152.3,146,165,4.5,11,156,3.0,0.0,8.0,7.0,0.0,9.0,DEN,3.0,19,18,20,0,100,0,0,100,0,0,500.0,500,0,0.0,0,0.0,0,0.0,1,1.5,1,2.9
MICHAEL CARTER,2.3,1.6,0.1,6.7,2.0,0.0,12.5,2.1,34.8,84.1,70.0,81.0,6.6,8.0,108.0,3.9,58.8,78.2,54,77,7.4,8,99,24.0,1.0,101.0,30.0,0.0,187.0,ARI,31.0,25,26,13,0,93,7,0,71,7,4,500.0,500,5,0.0,1,0.0,0,0.0,4,,2,
MICHAEL WILEY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,99.0,157.0,20.0,11.0,139.0,0.0,0.0,122.5,99,158,23.5,11,146,0.0,0.0,0.0,0.0,0.0,0.0,WAS,0.0,16,9,28,0,0,0,0,0,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
MIKE BOONE,0.7,0.8,0.0,4.4,0.6,0.0,2.6,1.0,6.3,147.4,136.0,152.0,9.5,10.0,161.0,1.5,13.3,149.8,134,157,13.2,11,165,7.0,0.0,40.0,5.0,0.0,23.0,CAR,9.0,32,31,27,0,100,0,0,100,0,5,500.0,500,1,1.3,0,0.0,0,0.0,0,0.0,0,0.0
MILES SANDERS,3.8,1.7,0.0,9.6,8.1,0.1,27.0,2.6,60.6,66.5,49.0,67.0,7.2,7.0,95.0,5.5,87.6,64.6,48,62,8.0,7,95,27.0,0.0,154.0,129.0,1.0,432.0,CAR,41.0,32,31,27,0,60,7,0,53,13,3,500.0,500,11,19.3,7,24.1,4,25.0,2,5.6,0,0.0
MYLES GASKIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.8,121.0,150.0,19.3,10.0,177.0,0.0,0.0,147.2,121,150,19.2,10,176,0.0,0.0,0.0,0.0,0.0,0.0,MIN,0.0,26,16,30,0,0,0,0,0,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
NAJEE HARRIS,9.8,1.7,0.0,10.0,15.0,0.5,60.9,2.2,166.5,21.9,16.0,22.0,3.3,4.0,28.0,11.5,195.5,24.9,17,24,3.5,4,33,29.0,0.0,170.0,255.0,8.0,1035.0,PIT,38.0,17,23,4,6,25,44,6,31,44,2,68.5,83,42,59.2,23,59.0,7,43.8,3,7.1,2,11.1
NICK BAWDEN,0.5,0.2,0.0,1.3,0.1,0.1,0.3,0.2,8.5,147.7,128.0,163.0,15.5,11.0,166.0,0.7,11.5,153.7,139,167,12.3,11,169,3.0,0.0,21.0,2.0,1.0,4.0,FA,3.0,33,33,33,0,92,0,0,92,0,0,500.0,500,1,2.7,1,6.7,1,50.0,0,0.0,0,0.0
NICK CHUBB,9.6,2.0,0.0,10.5,14.0,0.0,85.0,2.0,19.1,34.0,19.0,34.0,6.8,5.0,47.0,11.6,23.1,38.3,24,39,5.8,5,49,4.0,0.0,21.0,28.0,0.0,170.0,CLE,4.0,4,8,8,0,0,50,0,0,50,1,87.0,93,3,4.5,2,6.5,0,0.0,0,0.0,0,0.0
NYHEIM HINES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.8,85.0,112.0,10.9,9.0,126.0,0.0,0.0,98.6,77,110,12.3,9,124,0.0,0.0,0.0,0.0,0.0,0.0,CLE,0.0,4,8,8,0,0,0,0,0,0,4,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
PATRICK RICARD,0.7,0.3,0.1,3.1,0.0,0.0,0.0,0.4,11.2,148.0,133.0,158.0,10.1,11.0,159.0,1.0,16.2,140.3,123,151,12.8,10,154,5.0,1.0,52.0,0.0,0.0,0.0,BAL,7.0,20,14,25,0,93,0,0,93,0,5,500.0,500,0,0.0,0,0.0,0,0.0,3,4.7,2,6.5
PATRICK TAYLOR,1.7,1.0,0.0,4.5,2.9,0.0,12.8,1.5,19.0,125.4,103.0,134.0,17.2,10.0,147.0,2.7,30.0,121.6,105,134,13.4,10,137,11.0,0.0,49.0,32.0,0.0,141.0,SF,17.0,10,12,5,0,90,0,0,90,0,0,500.0,500,7,8.0,1,2.9,1,5.9,3,3.3,0,0.0
PIERRE STRONG,2.2,0.3,0.0,2.8,3.7,0.1,17.1,0.5,37.8,81.8,63.0,84.0,7.1,8.0,102.0,2.5,42.8,85.0,65,86,6.5,8,99,5.0,0.0,47.0,63.0,1.0,291.0,CLE,8.0,4,8,8,0,81,6,0,88,0,5,500.0,500,5,7.6,2,6.5,2,11.8,0,0.0,0,0.0
RACHAAD WHITE,12.0,3.8,0.2,32.3,16.0,0.4,58.2,4.1,203.9,14.9,10.0,16.0,2.4,3.0,22.0,15.8,267.9,11.2,7,11,2.9,3,19,64.0,3.0,549.0,272.0,6.0,990.0,TB,70.0,28,30,9,19,6,69,13,0,75,1,34.0,38,38,60.3,19,76.0,8,66.7,8,13.6,3,10.3
RAHEEM BLACKSHEAR,1.0,0.5,0.0,4.1,1.3,0.0,4.2,0.6,11.1,124.5,108.0,124.0,11.2,10.0,139.0,1.6,17.1,117.1,101,124,10.6,10,130,6.0,0.0,45.0,14.0,0.0,46.0,CAR,7.0,32,31,27,0,100,0,0,100,0,4,500.0,500,2,3.5,0,0.0,0,0.0,0,0.0,0,0.0
RAHEEM MOSTERT,16.2,1.7,0.2,11.7,13.9,1.2,67.5,2.1,242.7,23.2,17.0,24.0,3.8,4.0,33.0,17.8,267.7,27.2,17,26,4.4,4,37,25.0,3.0,175.0,209.0,18.0,1012.0,MIA,32.0,6,5,19,33,7,87,27,7,73,2,79.0,91,44,48.4,33,56.9,19,70.4,6,9.0,3,6.8
RASHEEN ALI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.8,67.0,96.0,11.0,8.0,117.0,0.0,0.0,87.1,70,97,12.2,8,119,0.0,0.0,0.0,0.0,0.0,0.0,BAL,0.0,20,14,25,0,0,0,0,0,0,4,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
REGGIE GILLIAM,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.1,0.3,159.3,150.0,167.0,6.2,11.0,167.0,0.1,1.3,150.5,139,163,7.5,11,160,1.0,0.0,3.0,0.0,0.0,0.0,BUF,1.0,12,7,24,0,100,0,0,100,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
