PLAYER NAME,0-19,20-29,30-39,40-49,50+,AVG_0-19,AVG_20-29,AVG_30-39,AVG_40-49,AVG_50+,AVG_BLK KICK,AVG_DEF TD,AVG_FAN PTS,AVG_FUMR,AVG_INT,AVG_PASS_ATT,AVG_PASS_COMP,AVG_PASS_INT,AVG_PASS_PCT,AVG_PASS_TDS,AVG_PASS_YDS,AVG_PTS VS.,AVG_REC,AVG_REC_TDS,AVG_REC_YDS,AVG_RET TD,AVG_RK,AVG_RUSH_ATT,AVG_RUSH_TDS,AVG_RUSH_YDS,AVG_SACK,AVG_SAFE,AVG_TGT,AVG_XPA,AVG_XPM,AVG_YDS,BEST_RK,BLK KICK,BOOM,BUST,DEF TD,DEPTH,FAN PTS,FULL_SOS,FUMR,INT,PASS_ATT,PASS_COMP,PASS_INT,PASS_PCT,PASS_TDS,PASS_YDS,PLAYOFF_SOS,POS,POS_AVG.,POS_BEST,POS_RK,POS_STD.DEV,POS_TIERS,POS_WORST,PPR_AVG_FAN PTS,PPR_AVG_RK,PPR_BEST_RK,PPR_FAN PTS,PPR_POS_AVG.,PPR_POS_BEST,PPR_POS_RK,PPR_POS_STD.DEV,PPR_POS_TIERS,PPR_POS_WORST,PPR_RK,PPR_STD.DEV_RK,PPR_TIERS,PPR_WORST_RK,PTS VS.,REC,REC_TDS,REC_YDS,RET TD,RK,RUSH_ATT,RUSH_TDS,RUSH_YDS,SACK,SAFE,SEASON_SOS,STARTER,STD.DEV_RK,TEAM,TGT,TIERS,WORST_RK,XPA,XPM,YDS
AARON JONES,,,,,,,,,,,,,9.5,,,,,,,0.0,0.0,,2.7,0.1,21.2,,95.0,12.9,0.2,59.6,,,3.9,,,,RB19,,10.0,20.0,,1.0,104.9,26.0,,,,,,,0.0,0.0,30.0,RB,20.9,15.0,18.0,3.3,4.0,31.0,12.3,76.0,RB18,134.9,18.1,12.0,18.0,2.6,4.0,24.0,62.0,62.1,6.0,42.0,,30.0,1.0,233.0,,59.0,142.0,2.0,656.0,,,16.0,40.0,65.0,MIN,43.0,6.0,48.0,,,
AARON RODGERS,,,,,,,,,,,,,0.0,,,1.0,0.0,0.0,0%,0.0,0.0,,,,,,152.0,0.0,0.0,0.0,1.0,,,,,0.0,QB20,,0.0,100.0,,1.0,0.0,15.0,,,1.0,0.0,0.0,0%,0.0,0.0,11.0,QB,19.9,13.0,20.0,2.2,4.0,26.0,,178.0,QB20,,,,,,,,117.0,119.7,9.0,83.0,,,,,,116.0,0.0,0.0,0.0,1.0,,15.0,0.0,118.4,NYJ,,9.0,83.0,,,0.0
ADAM PRENTICE,,,,,,,,,,,,,0.0,,,,,,,,,,0.2,0.0,0.9,,,0.2,0.0,0.9,,,0.2,,,,,,0.0,100.0,,0.0,0.4,27.0,,,,,,,,,31.0,,155.5,140.0,188.0,15.5,12.0,171.0,0.2,,,2.4,156.5,145.0,188.0,11.5,12.0,168.0,,,,,,2.0,0.0,12.0,,,2.0,0.0,12.0,,,20.0,0.0,,NO,3.0,,,,,
ADAM THIELEN,,,,,,,,,,,,,7.5,,,,,,,0.0,0.0,,6.1,0.2,59.6,,271.0,0.1,0.0,0.4,,,8.1,,,,WR63,,13.0,31.0,,2.0,128.0,17.0,,,,,,,0.0,0.0,18.0,WR,67.5,51.0,63.0,7.0,7.0,99.0,13.6,264.0,WR61,231.0,60.7,44.0,62.0,8.1,6.0,94.0,146.0,152.7,9.0,99.0,,103.0,4.0,1014.0,,161.0,1.0,0.0,6.0,,,13.0,25.0,175.5,CAR,137.0,10.0,125.0,,,
ADAM TRAUTMAN,,,,,,,,,,,,,2.3,,,,,,,0.0,0.0,,1.3,0.2,12.0,,394.0,0.0,0.0,0.0,,,2.1,,,,TE57,,0.0,81.0,,2.0,38.4,30.0,,,,,,,0.0,0.0,30.0,TE,55.3,46.0,60.0,6.9,7.0,69.0,3.6,394.0,TE58,60.4,56.7,47.0,61.0,7.1,7.0,70.0,409.0,363.1,15.0,300.0,,22.0,3.0,204.0,,415.0,0.0,0.0,0.0,,,25.0,19.0,360.6,DEN,35.0,15.0,301.0,,,
ADONAI MITCHELL,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,,289.0,0.0,0.0,0.0,,,0.0,,,,WR66,,0.0,0.0,,3.0,0.0,22.0,,,,,,,0.0,0.0,26.0,WR,65.5,44.0,66.0,7.4,7.0,93.0,0.0,294.0,WR66,0.0,68.3,55.0,71.0,8.9,7.0,108.0,171.0,176.5,10.0,114.0,,0.0,0.0,0.0,,167.0,0.0,0.0,0.0,,,19.0,0.0,173.1,IND,0.0,10.0,106.0,,,
AIDAN OCONNELL,,,,,,,,,,,,,12.1,,,31.2,19.4,0.6,62%,1.1,201.6,,,,,,334.0,1.5,0.1,1.0,2.2,,,,,201.6,QB35,,0.0,80.0,,2.0,132.8,21.0,,,343.0,213.0,7.0,62%,12.0,2218.0,14.0,QB,34.9,25.0,35.0,2.0,5.0,38.0,,355.0,QB35,,,,,,,,300.0,299.9,13.0,146.0,,,,,,301.0,17.0,1.0,11.0,24.0,,21.0,20.0,300.0,LV,,13.0,146.0,,,2218.0
AINIAS SMITH,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,,396.0,0.0,0.0,0.0,,,0.0,,,,WR136,,0.0,0.0,,5.0,0.0,6.0,,,,,,,0.0,0.0,7.0,WR,132.4,105.0,133.0,13.2,10.0,172.0,0.0,396.0,WR134,0.0,131.7,105.0,136.0,13.3,10.0,171.0,382.0,352.6,14.0,290.0,,0.0,0.0,0.0,,383.0,0.0,0.0,0.0,,,11.0,0.0,359.3,PHI,0.0,15.0,293.0,,,
AJ BARNER,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,,394.0,0.0,0.0,0.0,,,0.0,,,,TE66,,0.0,0.0,,0.0,0.0,27.0,,,,,,,0.0,0.0,18.0,TE,59.9,51.0,62.0,5.9,7.0,70.0,0.0,407.0,TE67,0.0,58.7,50.0,65.0,5.3,8.0,68.0,445.0,376.2,15.0,351.0,,0.0,0.0,0.0,,457.0,0.0,0.0,0.0,,,29.0,0.0,372.9,SEA,0.0,15.0,344.0,,,
AJ BROWN,,,,,,,,,,,,,10.8,,,,,,,0.0,0.0,,6.2,0.4,85.6,,20.0,0.0,0.0,0.0,,,9.3,,,,WR6,,19.0,13.0,,1.0,183.6,6.0,,,,,,,0.0,0.0,7.0,WR,6.4,5.0,6.0,1.0,2.0,11.0,17.0,19.0,WR6,289.6,6.7,6.0,6.0,1.0,2.0,11.0,9.0,9.9,2.0,9.0,,106.0,7.0,1456.0,,9.0,0.0,0.0,0.0,,,11.0,56.0,9.8,PHI,158.0,2.0,7.0,,,
AJ DILLON,,,,,,,,,,,,,6.4,,,,,,,0.0,0.0,,1.5,0.0,14.9,,288.0,11.9,0.1,40.9,,,1.9,,,,RB60,,0.0,27.0,,3.0,95.6,29.0,,,,,,,0.0,0.0,15.0,RB,61.6,45.0,60.0,8.1,7.0,81.0,7.8,293.0,RB60,117.6,61.5,47.0,61.0,7.8,7.0,81.0,208.0,214.4,11.0,142.0,,22.0,0.0,223.0,,200.0,178.0,2.0,613.0,,,29.0,33.0,209.3,GB,28.0,11.0,140.0,,,
AJ MCCARRON,,,,,,,,,,,,,0.4,,,2.5,2.0,0.0,80%,,,,,,,,,0.0,0.0,0.0,0.5,,,,,9.5,,,0.0,100.0,,0.0,0.8,33.0,,,5.0,4.0,0.0,80%,,,33.0,,95.0,82.0,101.0,9.8,9.0,105.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,,33.0,0.0,,FA,,,,,,19.0
ALBERT OKWUEGBUNAM,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.3,,,,,,0.0,100.0,,3.0,0.0,31.0,,,,,,,,,24.0,,108.0,86.0,102.0,11.7,9.0,122.0,0.0,,,0.0,107.6,86.0,97.0,11.8,9.0,126.0,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,30.0,0.0,,PHI,1.0,,,,,
ALEC INGOLD,,,,,,,,,,,,,0.7,,,,,,,,,,0.8,0.0,7.0,,,0.1,0.0,0.0,,,0.9,,,,,,0.0,100.0,,5.0,11.9,6.0,,,,,,,,,19.0,,149.3,134.0,156.0,8.4,11.0,161.0,1.5,,,24.9,140.0,121.0,142.0,10.0,11.0,151.0,,,,,,13.0,0.0,119.0,,,2.0,0.0,0.0,,,5.0,0.0,,MIA,16.0,,,,,
ALEC PIERCE,,,,,,,,,,,,,3.7,,,,,,,0.0,0.0,,1.9,0.1,30.2,,350.0,0.0,0.0,0.0,,,3.8,,,,WR95,,0.0,69.0,,4.0,63.4,22.0,,,,,,,0.0,0.0,26.0,WR,95.0,77.0,95.0,10.2,8.0,127.0,5.6,365.0,WR96,95.4,96.4,74.0,97.0,10.3,8.0,127.0,267.0,263.4,12.0,198.0,,32.0,2.0,514.0,,267.0,0.0,0.0,0.0,,,19.0,13.0,261.9,IND,65.0,12.0,200.0,,,
ALEX ARMAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100.0,,0.0,,33.0,,,,,,,,,33.0,,164.0,158.0,,6.0,,170.0,,,,,167.5,158.0,194.0,9.5,12.0,177.0,,,,,,,,,,,,,,,,33.0,0.0,,FA,,,,,,
ALEX ERICKSON,,,,,,,,,,,,,3.6,,,,,,,,,,2.0,0.1,29.0,,,0.0,0.0,0.0,,,3.6,,,,,,0.0,71.0,,0.0,29.2,33.0,,,,,,,,,33.0,,194.8,174.0,197.0,12.6,12.0,210.0,5.7,,,45.2,194.0,180.0,204.0,9.5,12.0,207.0,,,,,,16.0,1.0,232.0,,,0.0,0.0,0.0,,,33.0,14.0,,FA,29.0,,,,,
ALEXANDER MATTISON,,,,,,,,,,,,,6.5,,,,,,,0.0,0.0,,1.9,0.2,12.0,,321.0,11.3,0.0,43.8,,,2.8,,,,RB59,,0.0,33.0,,2.0,103.2,9.0,,,,,,,0.0,0.0,3.0,RB,60.2,47.0,58.0,6.1,7.0,92.0,8.3,329.0,RB59,133.2,60.5,47.0,58.0,6.3,7.0,96.0,205.0,212.7,11.0,151.0,,30.0,3.0,192.0,,203.0,180.0,0.0,700.0,,,19.0,33.0,208.7,LV,44.0,11.0,147.0,,,
ALLEN LAZARD,,,,,,,,,,,,,2.6,,,,,,,0.0,0.0,,1.6,0.1,22.2,,373.0,0.0,0.0,0.0,,,3.5,,,,WR115,,0.0,79.0,,3.0,37.1,16.0,,,,,,,0.0,0.0,12.0,WR,116.0,88.0,115.0,15.0,9.0,159.0,4.3,430.0,WR117,60.1,117.3,90.0,116.0,16.1,9.0,159.0,338.0,313.3,14.0,244.0,,23.0,1.0,311.0,,338.0,0.0,0.0,0.0,,,20.0,7.0,308.1,NYJ,49.0,14.0,243.0,,,
ALLEN ROBINSON,,,,,,,,,,,,,1.6,,,,,,,,,,2.0,0.0,16.5,,,0.0,0.0,0.0,,,2.9,,,,,,0.0,94.0,,5.0,28.0,4.0,,,,,,,,,1.0,,168.6,142.0,176.0,13.2,11.0,184.0,3.6,,,62.0,160.6,135.0,170.0,11.5,11.0,174.0,,,,,,34.0,0.0,280.0,,,0.0,0.0,0.0,,,23.0,0.0,,NYG,49.0,,,,,
ALVIN KAMARA,,,,,,,,,,,,,12.2,,,,,,,0.0,0.0,,5.8,0.1,35.8,,95.0,13.8,0.4,53.4,,,6.6,,,,RB18,,15.0,8.0,,1.0,158.0,27.0,,,,,,,0.0,0.0,31.0,RB,20.7,16.0,19.0,4.3,4.0,31.0,17.9,67.0,RB14,233.0,13.5,7.0,14.0,3.9,3.0,20.0,44.0,46.1,5.0,17.0,,75.0,1.0,466.0,,61.0,180.0,5.0,694.0,,,20.0,77.0,65.0,NO,86.0,6.0,52.0,,,
AMARI COOPER,,,,,,,,,,,,,10.3,,,,,,,0.0,0.0,,4.8,0.3,83.3,,75.0,0.0,0.0,0.0,,,8.5,,,,WR20,,20.0,40.0,,1.0,155.0,26.0,,,,,,,0.0,0.0,30.0,WR,21.4,13.0,20.0,3.6,4.0,35.0,15.1,87.0,WR24,227.0,24.2,16.0,24.0,3.8,4.0,39.0,41.0,42.1,5.0,24.0,,72.0,5.0,1250.0,,38.0,0.0,0.0,0.0,,,18.0,40.0,39.1,CLE,128.0,5.0,23.0,,,
AMEER ABDULLAH,,,,,,,,,,,,,1.3,,,,,,,0.0,0.0,,1.1,0.0,7.7,,392.0,0.9,0.0,5.2,,,1.4,,,,RB117,,0.0,94.0,,3.0,22.0,9.0,,,,,,,0.0,0.0,3.0,RB,113.6,93.0,111.0,11.5,10.0,129.0,2.4,388.0,RB111,41.0,104.6,81.0,111.0,15.2,10.0,128.0,393.0,336.8,15.0,293.0,,19.0,0.0,131.0,,419.0,15.0,0.0,89.0,,,19.0,0.0,363.6,LV,24.0,15.0,322.0,,,
AMON-RA ST BROWN,,,,,,,,,,,,,13.2,,,,,,,0.0,0.0,,7.4,0.6,94.7,,11.0,0.3,0.0,1.5,,,10.3,,,,WR5,,13.0,7.0,,1.0,211.9,24.0,,,,,,,0.0,0.0,11.0,WR,5.0,5.0,5.0,0.3,2.0,8.0,20.7,8.0,WR3,330.9,3.4,3.0,3.0,0.7,1.0,5.0,4.0,4.6,1.0,4.0,,119.0,10.0,1515.0,,6.0,4.0,0.0,24.0,,,30.0,80.0,7.1,DET,164.0,2.0,5.0,,,
ANDERS CARLSON,0.0,6.0,14.0,4.0,3.0,0.0,0.4,0.8,0.2,0.2,,,7.4,,,,,,,,,,,,,,214.0,,,,,,,2.3,2.0,,K29,,0.0,0.0,,,125.0,22.0,,,,,,,,,22.0,K,24.8,10.0,28.0,5.4,5.0,35.0,,,,,,,,,,,,,,,,,,,,418.0,,,,,,19.0,0.0,211.5,GB,,15.0,209.0,39.0,34.0,
ANDREI IOSIVAS,,,,,,,,,,,,,2.2,,,,,,,0.0,0.0,,0.9,0.3,7.3,,377.0,0.0,0.0,0.0,,,1.6,,,,WR101,,0.0,85.0,,5.0,35.6,27.0,,,,,,,0.0,0.0,23.0,WR,101.7,85.0,99.0,9.3,8.0,134.0,3.2,375.0,WR101,50.6,100.3,80.0,100.0,9.7,8.0,134.0,278.0,273.2,12.0,218.0,,15.0,4.0,116.0,,281.0,0.0,0.0,0.0,,,27.0,0.0,280.4,CIN,25.0,13.0,229.0,,,
ANDREW BECK,,,,,,,,,,,,,1.9,,,,,,,,,,0.7,0.1,3.7,,,0.3,0.1,0.2,,,0.9,,,,,,0.0,79.0,,0.0,27.8,7.0,,,,,,,,,32.0,,132.8,123.0,149.0,5.9,10.0,139.0,2.6,,,38.8,133.3,128.0,148.0,4.2,11.0,139.0,,,,,,11.0,2.0,55.0,,,5.0,1.0,3.0,,,1.0,7.0,,HOU,13.0,,,,,
ANDREW OGLETREE,,,,,,,,,,,,,2.2,,,,,,,,,,0.8,0.2,12.3,,,0.0,0.0,0.0,,,1.8,,,,,,0.0,83.0,,0.0,26.7,21.0,,,,,,,,,7.0,,87.1,80.0,86.0,3.9,8.0,92.0,3.0,,,35.7,85.9,80.0,90.0,4.6,9.0,92.0,,,,,,9.0,2.0,147.0,,,0.0,0.0,0.0,,,24.0,17.0,,IND,21.0,,,,,
ANDY DALTON,,,,,,,,,,,,,7.9,,,19.3,11.3,0.0,59%,0.7,120.3,,,,,,361.0,1.0,0.0,4.0,1.0,,,,,120.3,QB48,,0.0,50.0,,2.0,23.6,5.0,,,58.0,34.0,0.0,59%,2.0,361.0,6.0,QB,54.9,44.0,48.0,6.9,6.0,66.0,,361.0,QB49,,,,,,,,484.0,328.0,16.0,295.0,,,,,,472.0,3.0,0.0,12.0,3.0,,9.0,50.0,328.0,CAR,,16.0,295.0,,,361.0
ANDY ISABELLA,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,,,,,0.0,100.0,,7.0,0.0,14.0,,,,,,,,,15.0,,219.3,210.0,256.0,6.8,13.0,226.0,0.0,,,0.0,208.3,197.0,249.0,9.0,13.0,219.0,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,15.0,0.0,,BUF,0.0,,,,,
ANTHONY FIRKSER,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,,,,,0.0,100.0,,0.0,0.0,33.0,,,,,,,,,33.0,,127.6,119.0,147.0,4.5,10.0,132.0,0.0,,,0.0,123.4,120.0,133.0,2.2,11.0,127.0,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,33.0,0.0,,FA,0.0,,,,,
ANTHONY GOULD,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,,393.0,0.0,0.0,0.0,,,0.0,,,,WR164,,0.0,0.0,,7.0,0.0,22.0,,,,,,,0.0,0.0,26.0,WR,159.5,133.0,155.0,19.9,10.0,201.0,0.0,391.0,WR161,0.0,156.7,133.0,165.0,17.4,10.0,187.0,460.0,362.6,15.0,311.0,,0.0,0.0,0.0,,436.0,0.0,0.0,0.0,,,19.0,0.0,362.0,IND,0.0,15.0,324.0,,,
ANTHONY MCFARLAND,,,,,,,,,,,,,0.4,,,,,,,,,,0.7,0.0,3.7,,,0.0,0.0,0.0,,,0.7,,,,,,0.0,100.0,,0.0,1.1,33.0,,,,,,,,,33.0,,158.4,147.0,180.0,9.7,12.0,174.0,1.0,,,3.1,157.2,147.0,173.0,10.7,12.0,173.0,,,,,,2.0,0.0,11.0,,,0.0,0.0,0.0,,,33.0,0.0,,FA,2.0,,,,,
ANTHONY MILLER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,33.0,,,,,,,,,33.0,,204.5,171.0,,33.5,,238.0,,,,,227.0,205.0,268.0,22.0,13.0,249.0,,,,,,,,,,,,,,,,33.0,0.0,,FA,,,,,,
ANTHONY RICHARDSON,,,,,,,,,,,,,18.4,,,21.0,12.5,0.3,60%,0.8,144.3,,,,,,112.0,6.3,1.0,34.0,1.8,,,,,144.3,QB6,,25.0,25.0,,1.0,73.7,26.0,,,84.0,50.0,1.0,60%,3.0,577.0,16.0,QB,6.3,3.0,6.0,2.3,2.0,19.0,,112.0,QB6,,,,,,,,51.0,51.4,6.0,29.0,,,,,,52.0,25.0,4.0,136.0,7.0,,27.0,50.0,51.1,IND,,6.0,29.0,,,577.0
ANTOINE GREEN,,,,,,,,,,,,,0.0,,,,,,,,,,0.1,0.0,0.2,,,0.0,0.0,0.0,,,0.2,,,,,,0.0,100.0,,5.0,0.2,24.0,,,,,,,,,11.0,,202.4,162.0,229.0,32.0,12.0,232.0,0.1,,,1.2,203.2,161.0,220.0,33.5,12.0,236.0,,,,,,1.0,0.0,2.0,,,0.0,0.0,0.0,,,30.0,0.0,,DET,2.0,,,,,
ANTONIO GIBSON,,,,,,,,,,,,,5.0,,,,,,,0.0,0.0,,3.0,0.1,24.3,,204.0,4.1,0.1,16.6,,,3.7,,,,RB47,,0.0,47.0,,2.0,79.4,8.0,,,,,,,0.0,0.0,7.0,RB,47.2,41.0,45.0,3.5,6.0,59.0,8.0,179.0,RB42,127.4,42.6,38.0,42.0,3.6,6.0,54.0,137.0,139.8,9.0,124.0,,48.0,2.0,389.0,,143.0,65.0,1.0,265.0,,,10.0,13.0,148.9,NE,59.0,9.0,129.0,,,
ARIZONA CARDINALS,,,,,,,,,,,0.0,0.1,3.8,0.4,0.6,,,,,,,0.0,,,,0.0,,,,,1.9,0.0,,,,,,0.0,,,1.0,,65.0,16.0,6.0,11.0,,,,,,,23.0,,31.1,27.0,32.0,1.4,5.0,32.0,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,33.0,0.0,11.0,,,ARI,,,,,,
AT PERRY,,,,,,,,,,,,,4.9,,,,,,,0.0,0.0,,1.2,0.4,24.6,,333.0,0.0,0.0,0.0,,,1.8,,,,WR91,,0.0,67.0,,4.0,48.6,15.0,,,,,,,0.0,0.0,10.0,WR,91.5,67.0,90.0,8.1,8.0,120.0,6.1,361.0,WR92,60.6,95.5,74.0,92.0,8.0,8.0,125.0,257.0,261.1,12.0,198.0,,12.0,4.0,246.0,,252.0,0.0,0.0,0.0,,,21.0,11.0,252.3,NO,18.0,12.0,175.0,,,
ATLANTA FALCONS,,,,,,,,,,,0.0,0.1,5.6,0.5,0.5,,,,,0.0,0.0,0.0,,,,0.0,275.0,,,,2.5,0.1,,,,,DST29,0.0,,,1.0,,95.0,14.0,8.0,8.0,,,,,0.0,0.0,15.0,DEF,26.0,11.0,28.0,4.3,5.0,32.0,,418.0,DST30,,,,,,,,419.0,283.5,15.0,193.0,0.0,,,,0.0,386.0,,,,42.0,1.0,14.0,,225.0,ATL,,15.0,184.0,,,
AUDRIC ESTIME,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,,327.0,0.0,0.0,0.0,,,0.0,,,,RB68,,0.0,0.0,,4.0,0.0,19.0,,,,,,,0.0,0.0,20.0,RB,66.9,52.0,66.0,7.5,7.0,95.0,0.0,380.0,RB69,0.0,69.2,54.0,67.0,9.5,7.0,109.0,246.0,246.7,12.0,174.0,,0.0,0.0,0.0,,231.0,0.0,0.0,0.0,,,18.0,0.0,235.6,DEN,0.0,12.0,159.0,,,
AUSTIN EKELER,,,,,,,,,,,,,9.6,,,,,,,0.0,0.0,,3.6,0.1,31.1,,144.0,12.8,0.4,44.9,,,5.3,,,,RB35,,15.0,23.0,,2.0,134.4,16.0,,,,,,,0.0,0.0,28.0,RB,35.1,28.0,34.0,3.3,5.0,46.0,13.2,140.0,RB30,185.4,30.7,20.0,32.0,5.1,5.0,42.0,100.0,99.4,8.0,67.0,,51.0,1.0,436.0,,111.0,179.0,5.0,628.0,,,9.0,46.0,112.3,WAS,74.0,8.0,86.0,,,
AUSTIN HOOPER,,,,,,,,,,,,,1.4,,,,,,,0.0,0.0,,1.5,0.0,13.8,,389.0,0.0,0.0,0.0,,,1.8,,,,TE60,,0.0,100.0,,2.0,23.4,14.0,,,,,,,0.0,0.0,12.0,TE,61.1,43.0,57.0,14.4,7.0,90.0,2.8,390.0,TE56,48.4,58.1,38.0,57.0,12.6,7.0,81.0,401.0,353.1,15.0,305.0,,25.0,0.0,234.0,,411.0,0.0,0.0,0.0,,,20.0,0.0,355.1,NE,31.0,15.0,319.0,,,
AUSTIN SEIBERT,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,4.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,0.0,0.0,,,4.0,30.0,,,,,,,,,12.0,,29.6,25.0,34.0,3.0,6.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,0.0,,NYJ,,,,1.0,1.0,
AUSTIN TRAMMELL,,,,,,,,,,,,,0.1,,,,,,,,,,0.3,0.0,1.9,,,0.0,0.0,0.0,,,0.5,,,,,,0.0,100.0,,0.0,0.9,32.0,,,,,,,,,21.0,,223.6,215.0,221.0,8.2,12.0,234.0,0.3,,,4.9,222.4,212.0,238.0,8.4,12.0,235.0,,,,,,4.0,0.0,29.0,,,0.0,0.0,0.0,,,31.0,0.0,,JAC,7.0,,,,,
AVERY WILLIAMS,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,,386.0,0.0,0.0,0.0,,,0.0,,,,RB141,,0.0,0.0,,3.0,0.0,7.0,,,,,,,0.0,0.0,2.0,RB,130.5,110.0,139.0,12.3,11.0,143.0,0.0,353.0,RB129,0.0,120.0,99.0,136.0,14.9,11.0,134.0,465.0,335.7,16.0,312.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,15.0,0.0,363.0,ATL,0.0,,340.0,,,
BAILEY ZAPPE,,,,,,,,,,,,,7.8,,,21.2,12.7,0.9,60%,,,,,,,,,1.7,0.1,8.3,2.5,,,,,127.2,,,0.0,67.0,,0.0,78.2,24.0,,,212.0,127.0,9.0,60%,,,30.0,,68.9,50.0,77.0,13.2,7.0,94.0,,,,,,,,,,,,,,,,,,,,,17.0,1.0,83.0,25.0,,14.0,11.0,,NE,,,,,,1272.0
BAKER MAYFIELD,,,,,,,,,,,,,16.7,,,33.3,21.4,0.6,64%,1.6,237.9,,,,,,152.0,3.6,0.1,9.6,2.4,,,,,237.9,QB22,,6.0,31.0,,1.0,284.1,22.0,,,566.0,364.0,10.0,64%,28.0,4044.0,24.0,QB,22.1,15.0,22.0,1.6,4.0,26.0,,161.0,QB22,,,,,,,,129.0,130.0,9.0,90.0,,,,,,127.0,62.0,1.0,163.0,40.0,,11.0,44.0,128.8,TB,,9.0,90.0,,,4044.0
BALTIMORE RAVENS,,,,,,,,,,,0.0,0.1,10.2,0.8,1.1,,,,,0.0,0.0,0.0,,,,0.0,187.0,,,,3.5,0.1,,,,,DST1,0.0,,,1.0,,174.0,23.0,13.0,18.0,,,,,0.0,0.0,28.0,DEF,2.0,1.0,1.0,1.9,1.0,9.0,,191.0,DST1,,,,,,,,157.0,154.6,10.0,149.0,0.0,,,,0.0,157.0,,,,60.0,1.0,18.0,,154.5,BAL,,10.0,150.0,,,
BEN COTTON,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,,,,,0.0,0.0,,0.0,0.0,33.0,,,,,,,,,33.0,,224.3,218.0,260.0,4.5,13.0,228.0,0.0,,,0.0,232.7,229.0,262.0,2.6,13.0,235.0,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,33.0,0.0,,FA,0.0,,,,,
BEN RAIMONDI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,33.0,,,,,,,,,33.0,,99.0,90.0,110.0,6.7,9.0,106.0,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,0.0,,FA,,,,,,
BEN SIMS,,,,,,,,,,,,,0.5,,,,,,,,,,0.3,0.1,1.3,,,0.0,0.0,0.0,,,0.4,,,,,,0.0,92.0,,3.0,8.1,8.0,,,,,,,,,15.0,,125.8,110.0,124.0,8.5,10.0,136.0,0.8,,,12.1,127.3,111.0,134.0,8.1,11.0,137.0,,,,,,4.0,1.0,21.0,,,0.0,0.0,0.0,,,9.0,0.0,,GB,6.0,,,,,
BEN SINNOTT,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0,0.0,0.0,,,,,,299.0,0.0,0.0,0.0,0.0,,,,,0.0,TE26,,0.0,0.0,,1.0,0.0,33.0,,,0.0,0.0,0.0,0,0.0,0.0,33.0,TE,97.8,85.0,104.0,9.6,9.0,108.0,,299.0,TE24,,,,,,,,201.0,210.2,11.0,111.0,,,,,,205.0,0.0,0.0,0.0,0.0,,33.0,0.0,217.8,FA,,11.0,127.0,,,0.0
BEN SKOWRONEK,,,,,,,,,,,,,0.8,,,,,,,,,,0.5,0.1,3.9,,,0.1,0.0,0.5,,,0.7,,,,,,0.0,93.0,,0.0,13.5,31.0,,,,,,,,,16.0,,216.8,195.0,216.0,13.6,12.0,235.0,1.3,,,21.5,215.3,197.0,223.0,13.6,12.0,231.0,,,,,,8.0,1.0,66.0,,,2.0,0.0,9.0,,,32.0,0.0,,HOU,12.0,,,,,
