PLAYER NAME,0-19,20-29,30-39,40-49,50+,AVG_0-19,AVG_20-29,AVG_30-39,AVG_40-49,AVG_50+,AVG_BLK KICK,AVG_DEF TD,AVG_FAN PTS,AVG_FUMR,AVG_INT,AVG_PASS_ATT,AVG_PASS_COMP,AVG_PASS_INT,AVG_PASS_PCT,AVG_PASS_TDS,AVG_PASS_YDS,AVG_PTS VS.,AVG_REC,AVG_REC_TDS,AVG_REC_YDS,AVG_RET TD,AVG_RK,AVG_RUSH_ATT,AVG_RUSH_TDS,AVG_RUSH_YDS,AVG_SACK,AVG_SAFE,AVG_TGT,AVG_XPA,AVG_XPM,AVG_YDS,BEST_RK,BLK KICK,BOOM,BUST,DEF TD,DEPTH,FAN PTS,FULL_SOS,FUMR,INT,PASS_ATT,PASS_COMP,PASS_INT,PASS_PCT,PASS_TDS,PASS_YDS,PLAYOFF_SOS,POS,POS_AVG.,POS_BEST,POS_RK,POS_STD.DEV,POS_TIERS,POS_WORST,PPR_AVG_FAN PTS,PPR_AVG_RK,PPR_BEST_RK,PPR_FAN PTS,PPR_POS_AVG.,PPR_POS_BEST,PPR_POS_RK,PPR_POS_STD.DEV,PPR_POS_TIERS,PPR_POS_WORST,PPR_RK,PPR_STD.DEV_RK,PPR_TIERS,PPR_WORST_RK,PTS VS.,REC,REC_TDS,REC_YDS,RET TD,RK,RUSH_ATT,RUSH_TDS,RUSH_YDS,SACK,SAFE,SEASON_SOS,STARTER,STD.DEV_RK,TEAM,TGT,TIERS,WORST_RK,XPA,XPM,YDS
JAVONTE WILLIAMS,,,,,,,,,,,,,8.3,,,,,,,0.0,0.0,,2.9,0.1,14.3,,121.0,13.6,0.2,48.4,,,3.6,,,,RB30,,0.0,13.0,,1.0,132.2,19.0,,,,,,,0.0,0.0,20.0,RB,30.6,18.0,30.0,3.5,5.0,38.0,11.2,117.0,RB26,179.2,26.5,17.0,27.0,4.0,5.0,35.0,83.0,84.5,7.0,56.0,,47.0,2.0,228.0,,93.0,217.0,3.0,774.0,,,18.0,27.0,94.4,DEN,58.0,8.0,55.0,,,
JAWHAR JORDAN,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,,392.0,0.0,0.0,0.0,,,0.0,,,,RB108,,0.0,0.0,,3.0,0.0,2.0,,,,,,,0.0,0.0,21.0,RB,100.5,81.0,109.0,8.5,10.0,112.0,0.0,388.0,RB107,0.0,98.5,73.0,107.0,14.4,10.0,128.0,370.0,331.6,14.0,265.0,,0.0,0.0,0.0,,388.0,0.0,0.0,0.0,,,3.0,0.0,350.0,HOU,0.0,15.0,286.0,,,
JAXON JANKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,31.0,,,,,,,,,16.0,,250.3,246.0,,3.3,,254.0,,,,,244.3,229.0,275.0,10.8,13.0,252.0,,,,,,,,,,,,,,,,32.0,0.0,,HOU,,,,,,
JAXON SMITH-NJIGBA,,,,,,,,,,,,,5.1,,,,,,,0.0,0.0,,3.7,0.2,36.9,,148.0,0.0,0.0,0.0,,,5.5,,,,WR46,,0.0,38.0,,3.0,86.8,3.0,,,,,,,0.0,0.0,4.0,WR,47.0,37.0,46.0,4.3,6.0,58.0,8.8,120.0,WR41,149.8,41.1,30.0,41.0,4.2,5.0,50.0,88.0,90.6,7.0,59.0,,63.0,4.0,628.0,,110.0,0.0,0.0,0.0,,,7.0,19.0,113.0,SEA,93.0,8.0,82.0,,,
JAYDEN DANIELS,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0,0.0,0.0,,,,,,254.0,0.0,0.0,0.0,0.0,,,,,0.0,QB15,,0.0,0.0,,1.0,0.0,13.0,,,0.0,0.0,0.0,0,0.0,0.0,29.0,QB,14.5,8.0,14.0,3.9,3.0,28.0,,235.0,QB15,,,,,,,,93.0,95.1,8.0,60.0,,,,,,94.0,0.0,0.0,0.0,0.0,,2.0,0.0,94.2,WAS,,8.0,60.0,,,0.0
JAYDEN REED,,,,,,,,,,,,,9.6,,,,,,,0.0,0.0,,4.0,0.5,49.6,,93.0,0.7,0.1,7.4,,,5.9,,,,WR30,,7.0,20.0,,1.0,153.2,5.0,,,,,,,0.0,0.0,17.0,WR,31.7,20.0,30.0,4.1,5.0,41.0,13.6,109.0,WR35,217.2,36.5,25.0,36.0,4.1,5.0,47.0,74.0,76.5,7.0,43.0,,64.0,8.0,793.0,,62.0,11.0,2.0,119.0,,,5.0,47.0,64.9,GB,94.0,6.0,36.0,,,
JAYLEN WADDLE,,,,,,,,,,,,,9.0,,,,,,,0.0,0.0,,5.1,0.3,72.4,,44.0,0.2,0.0,0.9,,,7.4,,,,WR19,,14.0,0.0,,2.0,126.6,29.0,,,,,,,0.0,0.0,32.0,WR,19.0,11.0,19.0,3.1,4.0,25.0,14.2,42.0,WR17,198.6,17.4,11.0,17.0,3.4,3.0,26.0,26.0,29.5,4.0,16.0,,72.0,4.0,1014.0,,34.0,3.0,0.0,12.0,,,12.0,29.0,34.6,MIA,104.0,5.0,20.0,,,
JAYLEN WARREN,,,,,,,,,,,,,8.0,,,,,,,0.0,0.0,,3.6,0.0,21.8,,134.0,8.8,0.2,46.1,,,4.4,,,,RB33,,6.0,19.0,,1.0,135.4,17.0,,,,,,,0.0,0.0,4.0,RB,33.0,22.0,33.0,3.2,5.0,43.0,11.6,123.0,RB24,196.4,24.9,17.0,24.0,4.5,4.0,38.0,79.0,80.0,7.0,56.0,,61.0,0.0,370.0,,104.0,149.0,4.0,784.0,,,23.0,38.0,104.5,PIT,74.0,8.0,68.0,,,
JAYLEN WRIGHT,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,,321.0,0.0,0.0,0.0,,,0.0,,,,RB57,,0.0,0.0,,3.0,0.0,6.0,,,,,,,0.0,0.0,19.0,RB,58.3,43.0,57.0,8.9,7.0,98.0,0.0,317.0,RB54,0.0,58.6,44.0,56.0,10.4,7.0,106.0,189.0,196.1,11.0,131.0,,0.0,0.0,0.0,,187.0,0.0,0.0,0.0,,,5.0,0.0,192.7,MIA,0.0,11.0,119.0,,,
JEFF DRISKEL,,,,,,,,,,,,,15.9,,,26.0,13.0,2.0,50%,,,,,,,,,7.0,0.0,33.0,3.0,,,,,166.0,,,0.0,0.0,,3.0,15.9,13.0,,,26.0,13.0,2.0,50%,,,29.0,,86.8,54.0,92.0,16.9,8.0,102.0,,,,,,,,,,,,,,,,,,,,,7.0,0.0,33.0,3.0,,2.0,0.0,,WAS,,,,,,166.0
JEFF FOREMAN,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,,,,,0.0,0.0,,0.0,0.0,18.0,,,,,,,,,22.0,,197.5,174.0,233.0,27.3,12.0,244.0,0.0,,,0.0,217.8,207.0,246.0,13.3,12.0,240.0,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,17.0,0.0,,LV,0.0,,,,,
JEFFERY WILSON,,,,,,,,,,,,,2.7,,,,,,,0.0,0.0,,1.4,0.0,8.5,,380.0,4.1,0.0,18.8,,,1.7,,,,RB75,,0.0,89.0,,4.0,27.3,6.0,,,,,,,0.0,0.0,19.0,RB,77.4,68.0,76.0,7.0,8.0,108.0,4.1,335.0,RB78,41.3,79.2,66.0,78.0,8.3,8.0,114.0,285.0,280.8,13.0,221.0,,14.0,0.0,85.0,,275.0,41.0,0.0,188.0,,,5.0,0.0,274.1,MIA,17.0,12.0,227.0,,,
JELANI WOODS,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,,299.0,0.0,0.0,0.0,,,0.0,,,,TE30,,0.0,0.0,,1.0,0.0,21.0,,,,,,,0.0,0.0,7.0,TE,31.2,19.0,31.0,4.4,5.0,40.0,0.0,304.0,TE33,0.0,32.4,20.0,33.0,4.4,5.0,41.0,260.0,256.8,12.0,157.0,,0.0,0.0,0.0,,256.0,0.0,0.0,0.0,,,24.0,0.0,250.4,IND,0.0,12.0,154.0,,,
JEREMY MCNICHOLS,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,,,,,0.0,100.0,,0.0,0.0,16.0,,,,,,,,,28.0,,169.0,146.0,182.0,16.3,12.0,188.0,0.0,,,0.0,169.3,146.0,185.0,16.2,12.0,188.0,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,9.0,0.0,,WAS,0.0,,,,,
JEREMY RUCKERT,,,,,,,,,,,,,1.0,,,,,,,0.0,0.0,,1.1,0.0,10.1,,391.0,0.0,0.0,0.0,,,1.5,,,,TE50,,0.0,100.0,,2.0,15.1,28.0,,,,,,,0.0,0.0,31.0,TE,49.6,40.0,50.0,4.2,6.0,60.0,2.1,391.0,TE50,31.1,49.2,40.0,47.0,4.0,7.0,59.0,365.0,349.6,14.0,295.0,,16.0,0.0,151.0,,366.0,0.0,0.0,0.0,,,21.0,0.0,345.9,NYJ,22.0,14.0,291.0,,,
JERICK MCKINNON,,,,,,,,,,,,,5.0,,,,,,,0.0,0.0,,2.1,0.3,16.0,,382.0,1.8,0.1,5.0,,,2.7,,,,RB91,,0.0,67.0,,0.0,59.4,33.0,,,,,,,0.0,0.0,33.0,RB,84.5,60.0,94.0,11.7,9.0,114.0,7.0,385.0,RB88,84.4,81.4,52.0,92.0,12.0,8.0,111.0,304.0,286.5,13.0,163.0,,25.0,4.0,192.0,,306.0,21.0,1.0,60.0,,,33.0,33.0,290.1,FA,32.0,13.0,204.0,,,
JERMAINE BURTON,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,,315.0,0.0,0.0,0.0,,,0.0,,,,WR76,,0.0,0.0,,3.0,0.0,27.0,,,,,,,0.0,0.0,23.0,WR,76.9,53.0,73.0,11.9,7.0,115.0,0.0,314.0,WR76,0.0,77.8,52.0,75.0,12.1,7.0,115.0,198.0,206.4,11.0,119.0,,0.0,0.0,0.0,,199.0,0.0,0.0,0.0,,,27.0,0.0,207.2,CIN,0.0,11.0,134.0,,,
JERMAR JEFFERSON,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,,,,,0.0,0.0,,0.0,0.0,14.0,,,,,,,,,18.0,,142.5,127.0,165.0,17.0,11.0,168.0,0.0,,,0.0,153.3,137.0,176.0,14.7,12.0,174.0,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,11.0,0.0,,DET,0.0,,,,,
JEROME FORD,,,,,,,,,,,,,9.8,,,,,,,0.0,0.0,,2.6,0.3,18.8,,179.0,12.0,0.2,47.8,,,3.7,,,,RB39,,13.0,19.0,,2.0,167.2,4.0,,,,,,,0.0,0.0,8.0,RB,39.4,25.0,39.0,4.5,6.0,56.0,12.4,165.0,RB38,211.2,38.8,23.0,39.0,4.7,6.0,55.0,125.0,127.3,9.0,74.0,,44.0,5.0,319.0,,124.0,204.0,4.0,813.0,,,8.0,63.0,125.0,CLE,63.0,9.0,74.0,,,
JERROD MEANS,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,,383.0,0.0,0.0,0.0,,,0.0,,,,WR158,,0.0,0.0,,5.0,0.0,15.0,,,,,,,0.0,0.0,10.0,WR,143.0,119.0,150.0,12.4,10.0,158.0,0.0,395.0,WR164,0.0,144.8,125.0,160.0,11.1,10.0,158.0,470.0,368.8,16.0,345.0,,0.0,0.0,0.0,,438.0,0.0,0.0,0.0,,,21.0,0.0,361.8,NO,0.0,15.0,330.0,,,
JERRY JEUDY,,,,,,,,,,,,,5.5,,,,,,,0.0,0.0,,3.4,0.1,47.4,,181.0,0.0,0.0,0.0,,,5.4,,,,WR58,,0.0,33.0,,2.0,87.8,26.0,,,,,,,0.0,0.0,30.0,WR,58.2,48.0,58.0,4.6,6.0,74.0,8.9,183.0,WR57,141.8,58.0,48.0,56.0,4.7,6.0,71.0,139.0,142.8,9.0,114.0,,54.0,2.0,758.0,,141.0,0.0,0.0,0.0,,,18.0,7.0,146.9,CLE,87.0,9.0,115.0,,,
JESPER HORSTED,,,,,,,,,,,,,0.1,,,,,,,,,,0.2,0.0,0.8,,,0.0,0.0,0.0,,,0.2,,,,,,0.0,100.0,,0.0,0.4,13.0,,,,,,,,,5.0,,125.2,121.0,133.0,2.5,10.0,128.0,0.3,,,1.4,116.7,102.0,120.0,7.0,10.0,122.0,,,,,,1.0,0.0,4.0,,,0.0,0.0,0.0,,,22.0,0.0,,NO,1.0,,,,,
JHAQUAN JACKSON,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,,396.0,0.0,0.0,0.0,,,0.0,,,,WR167,,0.0,0.0,,0.0,0.0,28.0,,,,,,,0.0,0.0,19.0,WR,166.2,127.0,166.0,24.1,11.0,215.0,0.0,384.0,WR163,0.0,163.2,126.0,166.0,23.5,11.0,212.0,467.0,340.7,16.0,292.0,,0.0,0.0,0.0,,452.0,0.0,0.0,0.0,,,29.0,0.0,353.7,TEN,0.0,15.0,315.0,,,
JIMMY GAROPPOLO,,,,,,,,,,,,,10.4,,,24.1,15.7,1.3,65%,,,,,,,,397.0,2.9,0.0,5.6,2.0,,,,,172.1,QB52,,0.0,67.0,,2.0,73.1,20.0,,,169.0,110.0,9.0,65%,,,15.0,QB,48.6,44.0,49.0,4.2,6.0,59.0,,395.0,QB51,,,,,,,,491.0,364.0,16.0,322.0,,,,,,,20.0,0.0,39.0,14.0,,17.0,17.0,364.7,LAR,,,322.0,,,1205.0
JIMMY GRAHAM,,,,,,,,,,,,,2.1,,,,,,,,,,0.5,0.3,3.0,,,0.0,0.0,0.0,,,0.5,,,,,,0.0,60.0,,0.0,27.9,33.0,,,,,,,,,33.0,,86.5,77.0,94.0,4.7,8.0,92.0,2.6,,,33.9,104.7,101.0,104.0,4.3,10.0,112.0,,,,,,6.0,4.0,39.0,,,0.0,0.0,0.0,,,33.0,40.0,,FA,7.0,,,,,
JJ MCCARTHY,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0,0.0,0.0,,,,,,315.0,0.0,0.0,0.0,0.0,,,,,0.0,QB28,,0.0,0.0,,1.0,0.0,3.0,,,0.0,0.0,0.0,0,0.0,0.0,2.0,QB,27.2,20.0,27.0,3.1,4.0,34.0,,314.0,QB28,,,,,,,,176.0,184.8,10.0,118.0,,,,,,169.0,0.0,0.0,0.0,0.0,,10.0,0.0,184.5,MIN,,10.0,118.0,,,0.0
JK DOBBINS,,,,,,,,,,,,,9.7,,,,,,,0.0,0.0,,2.0,0.0,15.0,,256.0,8.0,1.0,22.0,,,3.0,,,,RB51,,0.0,0.0,,2.0,9.7,21.0,,,,,,,0.0,0.0,10.0,RB,52.0,38.0,53.0,6.6,7.0,73.0,11.7,256.0,RB52,11.7,52.2,40.0,53.0,6.4,7.0,75.0,163.0,170.8,10.0,131.0,,2.0,0.0,15.0,,162.0,8.0,1.0,22.0,,,22.0,100.0,165.8,LAC,3.0,10.0,121.0,,,
JOCK SANDERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,33.0,,,,,,,,,33.0,,173.5,167.0,,6.5,,180.0,,,,,176.0,171.0,199.0,5.0,12.0,181.0,,,,,,,,,,,,,,,,33.0,0.0,,FA,,,,,,
JOE BURROW,,,,,,,,,,,,,15.3,,,36.5,24.4,0.6,67%,1.5,230.9,,,,,,72.0,3.1,0.0,8.8,2.4,,,,,230.9,QB7,,10.0,40.0,,1.0,153.2,30.0,,,365.0,244.0,6.0,67%,15.0,2309.0,26.0,QB,7.8,5.0,7.0,1.2,2.0,11.0,,82.0,QB7,,,,,,,,57.0,57.4,6.0,46.0,,,,,,55.0,31.0,0.0,88.0,24.0,,32.0,40.0,57.0,CIN,,6.0,46.0,,,2309.0
JOE FLACCO,,,,,,,,,,,,,21.8,,,40.8,24.6,1.6,60%,2.6,323.2,,,,,,387.0,1.8,0.0,0.4,1.6,,,,,323.2,QB41,,20.0,0.0,,2.0,108.8,26.0,,,204.0,123.0,8.0,60%,13.0,1616.0,16.0,QB,42.5,35.0,41.0,6.7,6.0,67.0,,387.0,QB42,,,,,,,,380.0,351.1,14.0,313.0,,,,,,378.0,9.0,0.0,2.0,8.0,,27.0,80.0,347.4,IND,,14.0,286.0,,,1616.0
JOE FORTSON,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,,,,,0.0,0.0,,0.0,0.0,32.0,,,,,,,,,26.0,,76.2,60.0,100.0,13.3,9.0,96.0,0.0,,,0.0,71.4,49.0,91.0,16.1,9.0,92.0,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,32.0,0.0,,MIA,0.0,,,,,
JOE MILTON,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0,0.0,,0.0,0.0,24.0,,,0.0,0.0,0.0,0,,,30.0,,80.9,68.0,84.0,11.6,8.0,107.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,14.0,0.0,,NE,,,,,,0.0
JOE MIXON,,,,,,,,,,,,,12.6,,,,,,,0.0,0.0,,3.1,0.2,22.1,,66.0,15.1,0.5,60.8,,,3.8,,,,RB15,,6.0,0.0,,1.0,215.0,2.0,,,,,,,0.0,0.0,21.0,RB,13.9,8.0,14.0,2.4,3.0,20.0,15.7,76.0,RB16,267.0,14.9,7.0,16.0,2.7,3.0,24.0,50.0,50.9,6.0,17.0,,52.0,3.0,376.0,,44.0,257.0,9.0,1034.0,,,3.0,69.0,45.0,HOU,64.0,5.0,17.0,,,
JOEY SLYE,0.0,2.0,7.0,7.0,3.0,0.0,0.1,0.4,0.4,0.2,,,6.0,,,,,,,,,,,,,,,,,,,,,2.1,1.9,,,,0.0,0.0,,,102.0,21.0,,,,,,,,,24.0,,31.6,27.0,33.0,2.7,6.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,0.0,,NE,,,,35.0,32.0,
JOHN BATES,,,,,,,,,,,,,0.9,,,,,,,,,,1.1,0.0,8.9,,,0.0,0.0,0.0,,,1.6,,,,,,0.0,94.0,,3.0,15.1,16.0,,,,,,,,,20.0,,88.6,74.0,80.0,14.6,8.0,112.0,2.0,,,34.1,82.4,69.0,79.0,11.0,9.0,100.0,,,,,,19.0,0.0,151.0,,,0.0,0.0,0.0,,,15.0,0.0,,WAS,28.0,,,,,
JOHN METCHIE,,,,,,,,,,,,,1.0,,,,,,,0.0,0.0,,1.0,0.0,9.9,,383.0,0.1,0.0,0.3,,,1.9,,,,WR124,,0.0,100.0,,6.0,16.2,31.0,,,,,,,0.0,0.0,16.0,WR,122.7,91.0,120.0,16.5,10.0,153.0,2.0,433.0,WR126,32.2,121.5,84.0,125.0,18.2,9.0,154.0,354.0,321.6,14.0,226.0,,16.0,0.0,158.0,,351.0,1.0,0.0,4.0,,,32.0,0.0,323.3,HOU,30.0,14.0,256.0,,,
JOHN MUNDT,,,,,,,,,,,,,1.4,,,,,,,0.0,0.0,,1.0,0.1,10.1,,389.0,0.0,0.0,0.0,,,1.4,,,,TE55,,0.0,92.0,,3.0,23.2,3.0,,,,,,,0.0,0.0,6.0,TE,56.9,45.0,54.0,10.9,7.0,81.0,2.4,394.0,TE55,40.2,54.8,42.0,54.0,9.2,7.0,76.0,399.0,358.8,15.0,314.0,,17.0,1.0,172.0,,409.0,0.0,0.0,0.0,,,3.0,8.0,352.3,MIN,23.0,15.0,316.0,,,
JOHN ROSS,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,,,,,0.0,0.0,,0.0,0.0,6.0,,,,,,,,,7.0,,153.5,147.0,214.0,6.5,12.0,160.0,0.0,,,0.0,166.5,156.0,242.0,10.5,12.0,177.0,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,11.0,0.0,,PHI,0.0,,,,,
JOHN WOLFORD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,3.0,,22.0,,,,,,,,,24.0,,95.7,89.0,109.0,6.2,9.0,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,0.0,,TB,,,,,,
JOHNNY WILSON,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,,395.0,0.0,0.0,0.0,,,0.0,,,,WR131,,0.0,0.0,,4.0,0.0,6.0,,,,,,,0.0,0.0,7.0,WR,129.2,104.0,131.0,14.8,10.0,188.0,0.0,402.0,WR131,0.0,129.6,112.0,131.0,14.3,10.0,187.0,371.0,345.9,14.0,298.0,,0.0,0.0,0.0,,371.0,0.0,0.0,0.0,,,11.0,0.0,348.9,PHI,0.0,14.0,292.0,,,
JONATHAN MINGO,,,,,,,,,,,,,2.8,,,,,,,0.0,0.0,,2.9,0.0,27.9,,349.0,0.0,0.0,0.0,,,5.7,,,,WR92,,0.0,73.0,,4.0,41.8,17.0,,,,,,,0.0,0.0,18.0,WR,92.9,76.0,91.0,9.2,8.0,126.0,5.7,345.0,WR88,84.8,88.0,63.0,89.0,11.1,8.0,125.0,239.0,237.5,12.0,164.0,,43.0,0.0,418.0,,255.0,0.0,0.0,0.0,,,13.0,0.0,256.2,CAR,85.0,12.0,203.0,,,
JONATHAN TAYLOR,,,,,,,,,,,,,13.7,,,,,,,0.0,0.0,,1.9,0.1,15.3,,18.0,16.9,0.7,74.1,,,2.3,,,,RB4,,11.0,11.0,,1.0,137.4,31.0,,,,,,,0.0,0.0,22.0,RB,4.2,3.0,4.0,1.1,1.0,8.0,15.6,33.0,RB5,156.4,5.1,4.0,5.0,1.2,2.0,9.0,13.0,13.8,3.0,11.0,,19.0,1.0,153.0,,10.0,169.0,7.0,741.0,,,32.0,78.0,11.3,IND,23.0,2.0,6.0,,,
JONATHAN WARD,,,,,,,,,,,,,0.2,,,,,,,,,,0.0,0.0,0.0,,,0.6,0.0,2.2,,,0.0,,,,,,0.0,100.0,,0.0,1.1,17.0,,,,,,,,,4.0,,147.8,138.0,174.0,7.1,12.0,159.0,0.2,,,1.1,147.0,131.0,163.0,11.4,11.0,160.0,,,,,,0.0,0.0,0.0,,,3.0,0.0,11.0,,,23.0,0.0,,PIT,0.0,,,,,
JONATHAN WILLIAMS,,,,,,,,,,,,,-0.2,,,,,,,,,,0.0,0.0,0.0,,,1.0,0.0,-2.0,,,1.0,,,,,,0.0,100.0,,0.0,-0.2,33.0,,,,,,,,,33.0,,169.4,166.0,187.0,4.5,12.0,178.0,-0.2,,,-0.2,166.8,161.0,181.0,6.2,12.0,178.0,,,,,,0.0,0.0,0.0,,,1.0,0.0,-2.0,,,33.0,0.0,,FA,1.0,,,,,
JONATHON BROOKS,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,,311.0,0.0,0.0,0.0,,,0.0,,,,RB34,,0.0,0.0,,1.0,0.0,32.0,,,,,,,0.0,0.0,27.0,RB,34.0,18.0,36.0,13.6,5.0,101.0,0.0,304.0,RB35,0.0,34.4,21.0,34.0,11.3,5.0,88.0,115.0,117.2,8.0,69.0,,0.0,0.0,0.0,,113.0,0.0,0.0,0.0,,,31.0,0.0,111.2,CAR,0.0,8.0,55.0,,,
JONNU SMITH,,,,,,,,,,,,,4.4,,,,,,,0.0,0.0,,2.9,0.2,34.2,,391.0,0.1,0.0,0.0,,,4.1,,,,TE35,,6.0,63.0,,1.0,74.2,32.0,,,,,,,0.0,0.0,26.0,TE,30.4,16.0,35.0,7.1,5.0,60.0,7.3,440.0,TE36,124.2,30.2,16.0,37.0,7.6,6.0,62.0,284.0,242.3,13.0,130.0,,50.0,3.0,582.0,,283.0,1.0,0.0,0.0,,,32.0,19.0,242.7,MIA,70.0,13.0,130.0,,,
JORDAN ADDISON,,,,,,,,,,,,,8.9,,,,,,,0.0,0.0,,4.1,0.6,53.6,,134.0,0.1,0.0,0.1,,,6.4,,,,WR40,,13.0,31.0,,2.0,151.3,10.0,,,,,,,0.0,0.0,3.0,WR,38.8,29.0,40.0,4.6,5.0,53.0,13.0,115.0,WR39,221.3,39.0,29.0,39.0,4.1,5.0,49.0,81.0,84.3,7.0,53.0,,70.0,10.0,911.0,,86.0,1.0,0.0,2.0,,,24.0,38.0,87.4,MIN,108.0,7.0,59.0,,,
JORDAN AKINS,,,,,,,,,,,,,0.8,,,,,,,0.0,0.0,,0.9,0.0,7.8,,389.0,0.0,0.0,0.0,,,1.4,,,,TE74,,0.0,100.0,,2.0,13.2,1.0,,,,,,,0.0,0.0,2.0,TE,73.5,58.0,72.0,10.6,8.0,93.0,1.7,391.0,TE74,28.2,71.7,58.0,73.0,10.6,8.0,93.0,495.0,373.3,16.0,348.0,,15.0,0.0,132.0,,486.0,0.0,0.0,0.0,,,4.0,0.0,372.7,CLE,23.0,16.0,348.0,,,
JORDAN LOVE,,,,,,,,,,,,,19.4,,,34.1,21.9,0.6,64%,1.9,244.6,,,,,,90.0,2.9,0.2,14.5,1.8,,,,,244.6,QB10,,6.0,19.0,,1.0,330.1,6.0,,,579.0,372.0,11.0,64%,32.0,4159.0,22.0,QB,9.8,5.0,10.0,1.8,2.0,15.0,,91.0,QB10,,,,,,,,66.0,67.6,6.0,46.0,,,,,,68.0,50.0,4.0,247.0,30.0,,1.0,63.0,66.9,GB,,7.0,46.0,,,4159.0
JORDAN MASON,,,,,,,,,,,,,2.6,,,,,,,0.0,0.0,,0.2,0.0,1.9,,342.0,2.5,0.2,12.9,,,0.3,,,,RB80,,0.0,80.0,,4.0,41.7,10.0,,,,,,,0.0,0.0,5.0,RB,80.6,69.0,82.0,9.1,8.0,123.0,2.8,365.0,RB84,44.7,82.4,69.0,85.0,9.3,8.0,123.0,297.0,291.2,13.0,237.0,,3.0,0.0,31.0,,287.0,40.0,3.0,206.0,,,12.0,20.0,281.9,SF,4.0,13.0,235.0,,,
JORDAN MIMS,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.7,,,,,,0.0,100.0,,4.0,0.0,27.0,,,,,,,,,31.0,,134.5,134.0,169.0,0.5,12.0,135.0,0.0,,,0.0,145.0,144.0,182.0,1.0,12.0,146.0,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,20.0,0.0,,NO,2.0,,,,,
JORDAN SMALLWOOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,33.0,,,,,,,,,33.0,,160.5,158.0,,2.5,,163.0,,,,,166.0,165.0,193.0,1.0,12.0,167.0,,,,,,,,,,,,,,,,33.0,0.0,,FA,,,,,,
JORDAN TRAVIS,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0,0.0,,3.0,0.0,15.0,,,0.0,0.0,0.0,0,,,11.0,,62.9,47.0,67.0,14.7,7.0,93.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,15.0,0.0,,NYJ,,,,,,0.0
JORDAN WHITTINGTON,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,,390.0,0.0,0.0,0.0,,,0.0,,,,WR172,,0.0,0.0,,5.0,0.0,11.0,,,,,,,0.0,0.0,6.0,WR,157.4,139.0,161.0,11.9,11.0,182.0,0.0,384.0,WR171,0.0,158.6,139.0,167.0,11.7,11.0,181.0,504.0,376.5,16.0,369.0,,0.0,0.0,0.0,,478.0,0.0,0.0,0.0,,,22.0,0.0,379.5,LAR,0.0,16.0,369.0,,,
