,AVG_FAN PTS,AVG_REC,AVG_REC_TDS,AVG_REC_YDS,AVG_RUSH_ATT,AVG_RUSH_TDS,AVG_RUSH_YDS,AVG_TGT,FAN PTS,POS_AVG.,POS_BEST,POS_RK,POS_STD.DEV,POS_TIERS,POS_WORST,PPR_AVG_FAN PTS,PPR_FAN PTS,PPR_POS_AVG.,PPR_POS_BEST,PPR_POS_RK,PPR_POS_STD.DEV,PPR_POS_TIERS,PPR_POS_WORST,REC,REC_TDS,REC_YDS,RUSH_ATT,RUSH_TDS,RUSH_YDS,TEAM,TGT,FULL_SOS,SEASON_SOS,PLAYOFF_SOS,BOOM,BUST,STARTER,PPR_BOOM,PPR_BUST,PPR_STARTER,DEPTH,STANDARD_ADP,PPR_ADP,20_YD_ATT,20_YD_%RUSH,10_YD_ATT,10_YD_%RUSH,5_YD_ATT,5_YD_%RUSH,20_YD_TGT,20_YD_%TGT,10_YD_TGT,10_YD_%TGT
CJ UZOMAH,1.0,0.7,0.1,4.8,0.0,0.0,0.0,1.0,11.8,97.8,70.0,84.0,26.7,8.0,142.0,1.7,19.8,96.4,71,88,24.3,8,137,8.0,1.0,58.0,0.0,0.0,0.0,PHI,12.0,31,30,24,0,90,0,0,100,0,0,500.0,500,0,0.0,0,0.0,0,0.0,4,8.2,2,6.5
COLBY PARKINSON,2.2,1.5,0.1,14.5,0.0,0.0,0.0,2.0,36.7,34.4,25.0,40.0,5.8,5.0,49.0,3.6,61.7,35.0,25,40,5.3,5,48,25.0,2.0,247.0,0.0,0.0,0.0,LAR,34.0,22,14,27,0,88,13,0,88,13,2,500.0,500,0,0.0,0,0.0,0,0.0,8,12.3,4,16.7
COLE FOTHERINGHAM,0.3,0.5,0.0,3.0,0.0,0.0,0.0,0.5,0.6,128.0,114.0,140.0,14.0,10.0,142.0,0.8,1.6,125.5,111,137,14.5,10,140,1.0,0.0,6.0,0.0,0.0,0.0,LV,1.0,10,18,9,0,100,0,0,100,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
COLE KMET,6.4,4.3,0.4,42.3,0.2,0.0,0.1,5.3,108.1,16.2,10.0,15.0,2.7,3.0,23.0,10.7,181.1,15.6,11,16,2.1,3,21,73.0,6.0,719.0,3.0,0.0,2.0,CHI,90.0,20,19,16,13,44,44,13,38,50,1,127.0,152,1,1.3,1,2.6,0,0.0,15,26.8,6,23.1
COLE TURNER,1.0,0.9,0.0,10.0,0.0,0.0,0.0,1.3,12.0,58.2,49.0,61.0,6.6,7.0,69.0,1.9,23.0,58.3,48,61,6.4,7,66,11.0,0.0,120.0,0.0,0.0,0.0,WAS,15.0,16,15,20,0,100,0,0,100,0,4,500.0,500,0,0.0,0,0.0,0,0.0,4,6.3,3,8.6
CONNOR HEYWARD,1.0,1.4,0.0,9.8,0.1,0.0,0.0,2.0,16.7,77.6,60.0,70.0,11.8,8.0,95.0,2.3,39.7,73.0,55,70,8.9,7,84,23.0,0.0,167.0,1.0,0.0,0.0,PIT,34.0,23,27,8,0,100,0,0,100,0,3,500.0,500,0,0.0,0,0.0,0,0.0,3,7.1,1,5.6
CURTIS HODGES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.5,134.0,147.0,7.5,10.0,149.0,0.0,0.0,146.0,143,149,3.0,10,149,0.0,0.0,0.0,0.0,0.0,0.0,FA,0.0,33,33,33,0,0,0,0,0,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
DALLAS GOEDERT,5.5,4.2,0.2,42.3,0.1,0.0,0.1,5.9,77.3,12.2,9.0,12.0,1.8,3.0,18.0,9.7,136.3,11.8,7,12,1.7,3,18,59.0,3.0,592.0,1.0,0.0,1.0,PHI,83.0,31,30,24,15,62,31,15,38,31,1,110.0,117,1,1.0,0,0.0,0,0.0,10,20.4,3,17.6
DALLIN HOLKER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.4,55.0,79.0,21.1,8.0,113.0,0.0,0.0,73.6,62,80,16.8,8,106,0.0,0.0,0.0,0.0,0.0,0.0,NO,0.0,13,22,5,0,0,0,0,0,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
DALTON KINCAID,4.8,4.6,0.1,42.1,0.0,0.0,0.0,5.7,77.3,6.5,3.0,7.0,1.6,2.0,10.0,9.4,150.3,4.9,3,5,1.4,2,10,73.0,2.0,673.0,0.0,0.0,0.0,BUF,91.0,17,6,29,0,60,27,0,47,40,1,50.0,55,0,0.0,0,0.0,0,0.0,9,14.5,4,14.8
DALTON SCHULTZ,6.1,3.9,0.3,42.3,0.0,0.0,0.0,5.9,91.5,14.1,12.0,14.0,2.0,3.0,24.0,10.0,150.5,14.7,12,14,1.8,3,24,59.0,5.0,635.0,0.0,0.0,0.0,HOU,88.0,7,1,32,7,43,43,14,43,50,1,120.0,137,0,0.0,0,0.0,0,0.0,13,19.1,5,13.9
DANIEL BELLINGER,1.5,1.5,0.0,15.0,0.0,0.0,0.0,1.6,25.5,37.1,23.0,38.0,5.9,5.0,50.0,3.0,50.5,35.2,22,38,6.3,5,48,25.0,0.0,255.0,0.0,0.0,0.0,NYG,28.0,25,31,3,0,100,0,0,94,0,2,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
DANIEL MARX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,76.0,105.0,11.0,9.0,98.0,0.0,0.0,114.0,106,128,8.0,10,122,0.0,0.0,0.0,0.0,0.0,0.0,FA,0.0,33,33,33,0,0,0,0,0,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
DARNELL WASHINGTON,0.4,0.4,0.0,3.6,0.0,0.0,0.0,0.6,6.1,56.5,49.0,58.0,8.0,7.0,75.0,0.8,13.1,56.4,49,58,7.8,7,76,7.0,0.0,61.0,0.0,0.0,0.0,PIT,10.0,23,27,8,0,100,0,0,100,0,2,500.0,500,0,0.0,0,0.0,0,0.0,1,2.4,1,5.6
DAVID NJOKU,7.5,5.1,0.4,55.1,0.0,0.0,0.0,7.7,120.2,9.1,6.0,9.0,1.9,2.0,13.0,12.6,201.2,9.6,6,10,1.7,3,13,81.0,6.0,882.0,0.0,0.0,0.0,CLE,123.0,1,4,2,19,31,38,13,31,69,1,89.5,74,0,0.0,0,0.0,0,0.0,17,26.6,10,34.5
DAVID WELLS,-0.2,0.4,0.0,-2.0,0.0,0.0,0.0,0.4,-1.0,131.0,119.0,141.0,12.0,10.0,143.0,0.2,1.0,129.5,115,139,14.5,10,144,2.0,0.0,-10.0,0.0,0.0,0.0,TB,2.0,18,17,17,0,100,0,0,100,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
DAVIS ALLEN,1.0,0.7,0.1,6.3,0.0,0.0,0.0,0.7,15.5,46.0,27.0,53.0,11.9,7.0,70.0,1.7,25.5,46.4,27,53,11.9,7,70,10.0,1.0,95.0,0.0,0.0,0.0,LAR,11.0,22,14,27,0,92,8,0,92,8,3,500.0,500,0,0.0,0,0.0,0,0.0,2,2.7,1,2.4
DAWSON KNOX,2.7,1.8,0.2,15.5,0.0,0.0,0.0,3.0,32.6,31.9,21.0,30.0,4.2,4.0,45.0,4.5,54.6,33.5,22,31,3.9,5,44,22.0,2.0,186.0,0.0,0.0,0.0,BUF,36.0,17,6,29,0,91,9,0,91,0,2,500.0,500,0,0.0,0,0.0,0,0.0,8,12.9,5,18.5
DEVIN CULP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.7,74.0,101.0,20.7,9.0,122.0,0.0,0.0,97.0,75,102,16.9,9,116,0.0,0.0,0.0,0.0,0.0,0.0,TB,0.0,18,17,17,0,0,0,0,0,0,4,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
DONALD PARHAM,3.8,1.9,0.3,20.4,0.0,0.0,0.0,2.9,52.5,40.5,31.0,42.0,4.2,6.0,52.0,5.7,79.5,43.0,35,42,4.2,6,55,27.0,4.0,285.0,0.0,0.0,0.0,LAC,41.0,24,26,13,0,69,23,0,69,23,3,500.0,500,0,0.0,0,0.0,0,0.0,10,13.7,7,15.9
DREW SAMPLE,1.7,1.3,0.1,9.6,0.0,0.0,0.0,1.6,28.3,76.8,62.0,74.0,9.4,8.0,91.0,3.0,50.3,74.0,60,73,7.9,8,86,22.0,2.0,163.0,0.0,0.0,0.0,CIN,27.0,26,23,28,0,88,13,0,88,6,3,500.0,500,0,0.0,0,0.0,0,0.0,3,4.1,0,0.0
DURHAM SMYTHE,2.3,2.2,0.0,22.9,0.0,0.0,0.0,2.7,36.6,62.9,56.0,64.0,5.4,7.0,71.0,4.5,71.6,60.8,53,64,5.4,7,68,35.0,0.0,366.0,0.0,0.0,0.0,MIA,43.0,32,32,26,0,80,0,0,80,7,2,500.0,500,0,0.0,0,0.0,0,0.0,4,6.0,3,6.8
DYLAN PARHAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.5,38.0,90.0,7.5,8.0,53.0,0.0,0.0,66.5,54,99,12.5,9,79,0.0,0.0,0.0,0.0,0.0,0.0,FA,0.0,33,33,33,0,0,0,0,0,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
ELIJAH HIGGINS,2.0,1.3,0.1,14.8,0.0,0.0,0.0,1.7,22.3,80.0,71.0,89.0,6.7,8.0,87.0,3.3,36.3,79.3,72,92,5.4,8,85,14.0,1.0,163.0,0.0,0.0,0.0,ARI,19.0,11,16,11,0,90,10,0,90,10,3,500.0,500,0,0.0,0,0.0,0,0.0,2,3.4,1,3.8
ERIC SAUBERT,0.1,0.4,0.0,1.5,0.0,0.0,0.0,0.4,1.2,108.5,77.0,124.0,31.5,9.0,140.0,0.5,4.2,106.0,73,121,33.0,9,139,3.0,0.0,12.0,0.0,0.0,0.0,SF,3.0,12,7,22,0,100,0,0,100,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
ERIC TOMLINSON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.5,128.0,143.0,6.5,10.0,141.0,0.0,0.0,134.0,127,142,7.0,10,141,0.0,0.0,0.0,0.0,0.0,0.0,IND,0.0,21,24,7,0,0,0,0,0,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
ERICK ALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,34.0,46.0,7.9,6.0,67.0,0.0,0.0,45.9,33,43,7.9,6,66,0.0,0.0,0.0,0.0,0.0,0.0,CIN,0.0,26,23,28,0,0,0,0,0,0,2,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
EVAN ENGRAM,6.8,6.7,0.2,56.6,0.0,0.0,0.0,8.4,116.3,9.4,6.0,10.0,0.9,2.0,11.0,13.5,230.3,5.8,4,6,1.2,2,8,114.0,4.0,963.0,0.0,0.0,0.0,JAC,143.0,19,10,25,13,31,31,13,25,56,1,71.0,58,0,0.0,0,0.0,0,0.0,9,14.3,4,13.3
FOSTER MOREAU,1.7,1.4,0.1,12.9,0.0,0.0,0.0,1.7,25.3,59.7,43.0,62.0,9.4,7.0,78.0,3.1,46.3,63.0,43,63,10.9,7,79,21.0,1.0,193.0,0.0,0.0,0.0,NO,25.0,13,22,5,0,92,8,0,100,0,2,500.0,500,0,0.0,0,0.0,0,0.0,4,6.2,3,9.1
GEOFF SWAIM,0.7,0.7,0.0,6.7,0.0,0.0,0.0,0.8,9.4,91.0,77.0,111.0,14.0,9.0,105.0,1.4,19.4,104.0,100,118,4.0,9,108,10.0,0.0,94.0,0.0,0.0,0.0,FA,11.0,33,33,33,0,100,0,0,100,0,0,500.0,500,0,0.0,0,0.0,0,0.0,2,3.4,0,0.0
GEORGE KITTLE,8.6,4.1,0.4,63.8,0.1,0.0,0.1,5.6,138.2,5.1,3.0,5.0,1.1,2.0,11.0,12.7,203.2,7.8,3,8,1.4,2,11,65.0,6.0,1020.0,1.0,0.0,2.0,SF,90.0,12,7,22,31,38,56,31,44,56,1,65.5,51,0,0.0,0,0.0,0,0.0,12,17.1,4,15.4
GERALD EVERETT,4.0,3.4,0.2,27.4,0.2,0.0,0.7,4.7,60.1,34.8,26.0,33.0,4.8,5.0,50.0,7.4,111.1,33.6,25,33,5.1,5,50,51.0,3.0,411.0,3.0,0.0,10.0,CHI,70.0,20,19,16,0,64,21,0,43,29,2,500.0,500,0,0.0,0,0.0,0,0.0,10,13.7,7,15.9
GIOVANNI RICCI,0.0,0.2,0.0,0.3,0.0,0.0,0.0,0.2,0.2,125.0,95.0,128.0,21.8,10.0,146.0,0.2,1.2,120.0,86,120,24.7,9,144,1.0,0.0,2.0,0.0,0.0,0.0,CLE,1.0,1,4,2,0,100,0,0,100,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GRANT CALCATERRA,0.3,0.3,0.0,2.8,0.0,0.0,0.0,0.3,3.9,125.0,110.0,129.0,10.8,10.0,135.0,0.6,7.9,122.7,107,126,11.7,9,135,4.0,0.0,39.0,0.0,0.0,0.0,PHI,4.0,31,30,24,0,100,0,0,100,0,2,500.0,500,0,0.0,0,0.0,0,0.0,1,2.0,0,0.0
GREG DULCICH,1.3,1.5,0.0,12.5,0.0,0.0,0.0,2.0,2.5,30.4,18.0,37.0,7.1,5.0,52.0,2.8,5.5,30.8,19,37,6.8,5,53,3.0,0.0,25.0,0.0,0.0,0.0,DEN,4.0,30,25,30,0,100,0,0,100,0,1,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
HARRISON BRYANT,1.5,0.8,0.2,4.8,0.3,0.0,0.5,1.2,24.9,70.8,66.0,76.0,2.9,8.0,74.0,2.2,37.9,71.2,68,76,2.9,8,75,13.0,3.0,81.0,5.0,0.0,8.0,LV,20.0,10,18,9,0,88,13,0,88,6,3,500.0,500,0,0.0,0,0.0,0,0.0,5,7.8,3,10.3
HAYDEN HURST,2.4,1.8,0.1,18.4,0.0,0.0,0.0,3.2,24.4,36.8,24.0,41.0,5.6,6.0,46.0,4.2,42.4,36.1,25,41,5.8,6,45,18.0,1.0,184.0,0.0,0.0,0.0,LAC,32.0,24,26,13,0,80,10,0,90,10,1,500.0,500,0,0.0,0,0.0,0,0.0,3,8.3,3,13.6
HUNTER HENRY,5.6,3.0,0.4,29.9,0.0,0.0,0.0,4.4,77.9,18.3,13.0,18.0,3.0,4.0,28.0,8.6,119.9,18.9,14,18,3.1,4,30,42.0,6.0,419.0,0.0,0.0,0.0,NE,61.0,14,20,12,7,57,36,14,57,36,1,166.5,500,0,0.0,0,0.0,0,0.0,6,16.7,4,30.8
HUNTER LONG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.3,111.0,121.0,5.3,9.0,123.0,0.0,0.0,113.0,101,111,8.6,9,121,0.0,0.0,0.0,0.0,0.0,0.0,LAR,0.0,22,14,27,0,100,0,0,100,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
IAN THOMAS,0.5,0.4,0.0,4.7,0.0,0.0,0.0,0.8,5.6,78.4,39.0,81.0,25.0,8.0,112.0,0.9,10.6,72.8,39,79,20.9,8,101,5.0,0.0,56.0,0.0,0.0,0.0,CAR,9.0,4,8,1,0,100,0,0,100,0,3,500.0,500,0,0.0,0,0.0,0,0.0,1,2.8,1,4.5
IRV SMITH,1.3,1.5,0.1,9.6,0.0,0.0,0.0,2.2,15.5,62.6,49.0,69.0,7.5,7.0,75.0,2.8,33.5,63.1,50,69,6.5,7,72,18.0,1.0,115.0,0.0,0.0,0.0,KC,26.0,5,2,23,0,92,8,0,92,8,3,500.0,500,0,0.0,0,0.0,0,0.0,5,6.8,4,10.8
ISAIAH LIKELY,4.2,1.8,0.3,24.2,0.0,0.0,0.0,2.4,71.1,24.1,17.0,22.0,4.7,4.0,37.0,5.9,101.1,27.0,18,26,5.1,4,42,30.0,5.0,411.0,0.0,0.0,0.0,BAL,40.0,6,12,10,19,75,19,6,63,19,2,184.5,500,0,0.0,0,0.0,0,0.0,7,10.9,3,9.7
JACK STOLL,0.2,0.3,0.0,2.2,0.0,0.0,0.0,0.5,3.8,95.0,90.0,98.0,3.7,9.0,99.0,0.5,8.8,90.0,84,95,4.2,9,93,5.0,0.0,38.0,0.0,0.0,0.0,NYG,8.0,25,31,3,0,100,0,0,100,0,0,500.0,500,0,0.0,0,0.0,0,0.0,2,4.1,0,0.0
