PPR_RK,PPR_TIERS,PLAYER NAME,TEAM,PPR_BEST,PPR_WORST,PPR_AVG.,PPR_STD.DEV
331,14,JOSHUA KELLEY,FA,242,380,316.0,27.2
332,14,MARQUEZ VALDES-SCANTLING,BUF,210,379,306.0,34.4
333,14,MALIK WASHINGTON,MIA,204,379,296.1,37.3
334,14,MATT BREIDA,FA,294,393,320.1,19.8
335,14,ALLEN LAZARD,NYJ,205,375,299.9,40.6
336,14,LOGAN THOMAS,SF,225,352,290.8,34.4
337,14,KALIF RAYMOND,DET,209,370,295.0,45.1
338,14,DONOVAN PEOPLES-JONES,DET,195,361,314.2,34.9
339,14,DONALD PARHAM,LAC,273,341,311.6,16.8
340,14,SAM HOWELL,SEA,188,387,321.2,31.7
341,14,WIL LUTZ,DEN,185,330,260.6,32.7
342,14,NELSON AGHOLOR,BAL,264,368,310.4,26.2
343,14,HUNTER RENFROW,FA,231,370,298.8,33.0
344,14,RASHEEN ALI,BAL,256,380,305.7,37.5
345,14,SKYY MOORE,KC,264,368,318.4,28.8
346,14,TRE TUCKER,LV,270,349,311.7,23.8
347,14,VAN JEFFERSON,PIT,203,384,318.0,43.8
348,14,BO MELTON,GB,264,394,315.9,35.8
349,14,CALVIN AUSTIN,PIT,246,391,321.1,33.5
350,14,BRANDON MCMANUS,FA,199,332,262.2,40.9
351,14,JOHN METCHIE,HOU,226,394,319.6,43.4
352,14,JAUAN JENNINGS,SF,254,357,316.6,27.2
353,14,DREW LOCK,NYG,215,397,333.9,40.4
354,14,KEAONTAY INGRAM,KC,274,392,332.4,32.1
355,14,NOAH GRAY,KC,279,373,326.4,23.9
356,14,TAMPA BAY BUCCANEERS,TB,187,355,259.0,58.6
357,14,KENNY PICKETT,PHI,254,367,317.7,35.5
358,14,TANNER HUDSON,CIN,245,371,322.8,30.2
359,14,PARRIS CAMPBELL,PHI,231,388,315.7,41.3
360,14,LOS ANGELES RAMS,LAR,185,355,279.4,60.0
361,14,KYLEN GRANSON,IND,299,356,330.9,19.2
362,14,CRAIG REYNOLDS,DET,309,364,331.9,16.2
363,14,TIM PATRICK,DEN,272,379,328.2,30.1
364,14,JAWHAR JORDAN,HOU,261,388,325.5,41.7
365,14,SEATTLE SEAHAWKS,SEA,182,317,263.5,44.9
366,14,ROYCE FREEMAN,DAL,293,382,335.2,28.9
367,14,ERICK ALL,CIN,258,381,327.7,33.4
368,14,LATAVIUS MURRAY,FA,288,382,332.9,28.2
369,14,WILL DISSLY,LAC,235,387,328.9,42.5
370,14,JUSTIN WATSON,KC,286,384,338.9,28.6
371,14,ISAIAH DAVIS,NYJ,276,386,327.4,32.5
372,14,TY JOHNSON,BUF,249,384,333.4,34.9
373,14,JOHNNY WILSON,PHI,298,390,341.6,25.1
374,14,MICHAEL BADGLEY,DET,197,309,262.4,42.0
375,14,PARKER WASHINGTON,JAC,263,370,334.9,30.0
376,14,JOE FLACCO,IND,296,385,338.5,24.4
377,14,JEREMY RUCKERT,NYJ,295,389,348.4,21.3
378,14,JAMEIS WINSTON,CLE,299,397,347.3,27.4
379,14,CEDRICK WILSON,NO,283,387,352.8,31.2
380,14,BRANDON POWELL,MIN,243,377,328.6,48.5
381,14,LOS ANGELES CHARGERS,LAC,205,279,246.2,25.6
382,14,XAVIER GIPSON,NYJ,259,395,335.3,41.8
383,14,CHRIS BOSWELL,PIT,252,324,307.6,22.4
384,14,NEW YORK GIANTS,NYG,234,355,277.7,41.3
385,15,ATLANTA FALCONS,ATL,176,278,223.5,41.0
386,15,BREVIN JORDAN,HOU,307,381,339.9,22.6
387,15,CAROLINA PANTHERS,CAR,190,345,261.6,53.6
388,15,GREG JOSEPH,GB,210,250,229.3,14.5
389,15,JAHEIM BELL,NE,318,366,346.5,15.8
390,15,CHASE MCLAUGHLIN,TB,249,287,269.8,16.3
391,15,CADE STOVER,HOU,321,381,350.6,14.8
392,15,JASE MCCLELLAN,ATL,265,386,347.0,37.1
393,15,AINIAS SMITH,PHI,290,383,354.3,31.2
394,15,BLAKE WATSON,DEN,283,388,335.6,36.5
395,15,FRANK GORE,BUF,328,388,352.4,20.6
396,15,SEAN TUCKER,TB,277,392,339.4,37.1
397,15,NICK WESTBROOK,TEN,295,393,357.9,26.3
398,15,JOSH OLIVER,MIN,305,374,355.2,19.2
399,15,JAKE BROWNING,CIN,300,397,356.3,33.7
400,15,WASHINGTON COMMANDERS,WAS,200,279,232.7,33.7
401,15,GRAHAM GANO,NYG,221,239,233.0,8.5
402,15,KENNY MCINTOSH,SEA,277,386,331.3,35.3
403,15,MATT PRATER,ARI,217,281,242.7,27.6
404,15,DAVIS ALLEN,LAR,272,407,341.6,48.7
405,15,IRV SMITH,KC,157,381,307.0,81.7
406,15,ADAM TRAUTMAN,DEN,300,391,358.7,28.1
407,15,ISAIAH HODGINS,NYG,274,408,338.1,47.7
408,15,AUSTIN HOOPER,NE,287,402,351.0,38.3
409,15,TRAYVEON WILLIAMS,CIN,302,397,356.7,30.2
