PPR_RK,PPR_TIERS,PLAYER NAME,TEAM,PPR_AVG_FAN PTS,AVG_PASS_YDS,AVG_PASS_TDS,AVG_REC,AVG_REC_YDS,AVG_REC_TDS,AVG_RUSH_ATT,AVG_RUSH_YDS,AVG_RUSH_TDS
103,8,DALLAS GOEDERT,PHI,9.7,0.0,0.0,4.2,42.3,0.2,0.1,0.1,0.0
104,8,DEVIN SINGLETARY,NYG,9.8,0.0,0.0,1.8,11.4,0.0,12.7,52.8,0.2
105,8,KIRK COUSINS,ATL,19.3,291.4,2.3,0.0,0.0,0.0,1.8,3.1,0.0
106,8,ROME ODUNZE,CHI,0,0,0,0,0,0,0,0,0
107,8,LADD MCCONKEY,LAC,0,0,0,0,0,0,0,0,0
108,8,AUSTIN EKELER,WAS,13.2,0.0,0.0,3.6,31.1,0.1,12.8,44.9,0.4
109,8,TYLER LOCKETT,SEA,11.9,0.0,0.0,4.6,52.6,0.3,0.0,0.0,0.0
110,8,BROCK BOWERS,LV,0,0,0,0,0,0,0,0,0
111,8,MATTHEW STAFFORD,LAR,16.9,264.3,1.6,0.0,0.0,0.0,1.4,4.3,0.0
112,8,JONATHON BROOKS,CAR,0,0,0,0,0,0,0,0,0
113,8,JAKOBI MEYERS,LV,13.7,0.0,0.0,4.4,50.4,0.5,0.3,1.5,0.1
114,8,PAT FREIERMUTH,PIT,6.4,0.0,0.0,2.7,25.7,0.2,0.0,0.0,0.0
115,9,TJ HOCKENSON,MIN,14.6,0.0,0.0,6.3,64.0,0.3,0.0,0.0,0.0
116,9,EZEKIEL ELLIOTT,DAL,10.3,0.0,0.0,3.0,18.4,0.1,10.8,37.8,0.2
117,9,BRIAN THOMAS,JAC,0,0,0,0,0,0,0,0,0
118,9,AARON RODGERS,NYJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,9,DALTON SCHULTZ,HOU,10.0,0.0,0.0,3.9,42.3,0.3,0.0,0.0,0.0
120,9,JEROME FORD,CLE,12.4,0.0,0.0,2.6,18.8,0.3,12.0,47.8,0.2
121,9,DESHAUN WATSON,CLE,15.1,185.8,1.2,0.0,0.0,0.0,4.3,23.7,0.2
122,9,GUS EDWARDS,LAC,11.0,0.0,0.0,0.7,10.6,0.0,11.6,47.6,0.8
123,9,CHASE BROWN,CIN,4.5,0.0,0.0,1.2,13.0,0.1,3.7,14.9,0.0
124,9,NICK CHUBB,CLE,11.6,0.0,0.0,2.0,10.5,0.0,14.0,85.0,0.0
125,9,COLE KMET,CHI,10.7,0.0,0.0,4.3,42.3,0.4,0.2,0.1,0.0
126,9,JAMESON WILLIAMS,DET,6.7,0.0,0.0,2.0,29.5,0.2,0.3,2.4,0.1
127,9,CURTIS SAMUEL,BUF,9.8,0.0,0.0,3.9,38.3,0.3,0.4,2.4,0.1
128,9,KEON COLEMAN,BUF,0,0,0,0,0,0,0,0,0
129,9,BAKER MAYFIELD,TB,16.7,237.9,1.6,0.0,0.0,0.0,3.6,9.6,0.1
130,9,ZACH CHARBONNET,SEA,6.6,0.0,0.0,2.1,13.1,0.0,6.8,28.9,0.1
131,9,JOSH PALMER,LAC,9.7,0.0,0.0,3.5,52.8,0.2,0.1,0.5,0.0
132,9,GENO SMITH,SEA,15.8,241.6,1.3,0.0,0.0,0.0,2.5,10.3,0.1
133,9,MIKE WILLIAMS,NYJ,16.7,0.0,0.0,6.3,83.0,0.3,0.3,1.0,0.0
134,9,BRANDIN COOKS,DAL,10.8,0.0,0.0,3.4,41.1,0.5,0.3,2.2,0.0
135,9,TREY BENSON,ARI,0,0,0,0,0,0,0,0,0
136,9,JOSH DOWNS,IND,9.2,0.0,0.0,4.0,45.4,0.1,0.0,0.0,0.0
137,9,RASHID SHAHEED,NO,9.7,0.0,0.0,2.9,44.9,0.3,0.4,2.3,0.0
138,9,ROMEO DOUBS,GB,10.3,0.0,0.0,3.5,39.6,0.5,0.0,0.0,0.0
139,9,LUKE MUSGRAVE,GB,6.8,0.0,0.0,3.1,32.0,0.1,0.0,0.0,0.0
140,9,ANTONIO GIBSON,NE,8.0,0.0,0.0,3.0,24.3,0.1,4.1,16.6,0.1
141,9,BLAKE CORUM,LAR,0,0,0,0,0,0,0,0,0
142,9,WILL LEVIS,TEN,11.8,200.9,0.9,0.0,0.0,0.0,2.8,6.3,0.1
143,9,CHUBA HUBBARD,CAR,10.7,0.0,0.0,2.3,13.7,0.0,14.0,53.1,0.3
144,9,JERRY JEUDY,CLE,8.9,0.0,0.0,3.4,47.4,0.1,0.0,0.0,0.0
145,9,JAHAN DOTSON,WAS,7.3,0.0,0.0,2.9,30.5,0.2,0.0,0.0,0.0
146,9,JALEEL MCLAUGHLIN,DEN,6.2,0.0,0.0,1.8,9.4,0.1,4.5,24.1,0.1
147,9,KENDRE MILLER,NO,5.4,0.0,0.0,1.3,14.6,0.0,5.1,19.5,0.1
148,9,KHALIL SHAKIR,BUF,6.7,0.0,0.0,2.3,35.9,0.1,0.1,0.6,0.0
149,9,TY CHANDLER,MIN,6.3,0.0,0.0,1.3,9.9,0.0,6.4,28.8,0.2
150,10,HUNTER HENRY,NE,8.6,0.0,0.0,3.0,29.9,0.4,0.0,0.0,0.0
151,10,ADAM THIELEN,CAR,13.6,0.0,0.0,6.1,59.6,0.2,0.1,0.4,0.0
152,10,RICO DOWDLE,DAL,5.7,0.0,0.0,1.1,9.0,0.1,5.6,22.6,0.1
153,10,TYLER ALLGEIER,ATL,8.1,0.0,0.0,1.1,11.4,0.1,10.9,40.2,0.2
154,10,DANIEL JONES,NYG,10.5,151.5,0.3,0.0,0.0,0.0,6.7,34.3,0.2
155,10,GABRIEL DAVIS,JAC,9.5,0.0,0.0,2.6,43.9,0.4,0.1,-0.1,0.0
156,10,DEREK CARR,NO,14.7,228.1,1.5,0.0,0.0,0.0,1.9,2.4,0.0
157,10,MARSHAWN LLOYD,GB,0,0,0,0,0,0,0,0,0
158,10,BALTIMORE RAVENS,BAL,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,10,DEMARIO DOUGLAS,NE,7.7,0.0,0.0,3.5,40.1,0.0,0.6,2.9,0.0
160,10,CADE OTTON,TB,6.9,0.0,0.0,2.8,26.8,0.2,0.0,0.0,0.0
161,10,KHALIL HERBERT,CHI,9.4,0.0,0.0,1.7,11.2,0.1,11.0,50.9,0.2
162,10,ADONAI MITCHELL,IND,0,0,0,0,0,0,0,0,0
163,10,DONTAYVION WICKS,GB,8.0,0.0,0.0,2.6,38.7,0.3,0.1,0.1,0.0
164,10,ROSCHON JOHNSON,CHI,6.8,0.0,0.0,2.3,13.9,0.0,5.4,23.5,0.1
165,10,SAN FRANCISCO 49ERS,SF,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,10,JK DOBBINS,LAC,11.7,0.0,0.0,2.0,15.0,0.0,8.0,22.0,1.0
167,10,BRYCE YOUNG,CAR,10.4,179.8,0.7,0.0,0.0,0.0,2.4,15.8,0.0
168,10,DALLAS COWBOYS,DAL,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,10,MICHAEL WILSON,ARI,8.8,0.0,0.0,2.9,43.5,0.2,0.0,0.0,0.0
170,10,WANDALE ROBINSON,NYG,8.9,0.0,0.0,4.0,35.0,0.1,0.6,5.8,0.1
171,10,CHIGOZIEM OKONKWO,TEN,6.7,0.0,0.0,3.2,31.1,0.1,0.1,0.4,0.0
172,10,RUSSELL WILSON,PIT,17.7,204.7,1.7,0.0,0.0,0.0,5.3,22.7,0.2
173,10,NEW YORK JETS,NYJ,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,10,CLEVELAND BROWNS,CLE,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,10,QUENTIN JOHNSTON,LAC,5.5,0.0,0.0,2.2,25.4,0.1,0.2,0.5,0.0
176,10,MARVIN MIMS,DEN,4.4,0.0,0.0,1.4,23.6,0.1,0.6,1.9,0.0
177,10,RASHOD BATEMAN,BAL,4.8,0.0,0.0,2.0,22.9,0.1,0.1,1.1,0.0
178,10,TYLER CONKLIN,NYJ,7.2,0.0,0.0,3.6,36.5,0.0,0.1,0.0,0.0
179,10,XAVIER LEGETTE,CAR,0,0,0,0,0,0,0,0,0
180,10,DARNELL MOONEY,ATL,5.3,0.0,0.0,2.1,27.6,0.1,0.1,0.3,0.0
181,10,JALYNN POLK,NE,0,0,0,0,0,0,0,0,0
182,11,ELIJAH MITCHELL,SF,4.3,0.0,0.0,0.5,1.3,0.0,6.8,25.5,0.2
183,11,JUWAN JOHNSON,NO,7.5,0.0,0.0,2.8,28.3,0.3,0.0,0.0,0.0
184,11,BUFFALO BILLS,BUF,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,11,KINGSTON DAVIS,BUF,0,0,0,0,0,0,0,0,0
186,11,KANSAS CITY CHIEFS,KC,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,11,PITTSBURGH STEELERS,PIT,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,11,JUSTIN TUCKER,BAL,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,11,BRANDON AUBREY,DAL,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,11,JERMAINE BURTON,CIN,0,0,0,0,0,0,0,0,0
191,11,PHILADELPHIA EAGLES,PHI,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,11,NOAH FANT,SEA,4.3,0.0,0.0,1.9,24.4,0.0,0.0,0.0,0.0
193,11,JAYLEN WRIGHT,MIA,0,0,0,0,0,0,0,0,0
194,11,ELIJAH MOORE,CLE,7.8,0.0,0.0,3.5,37.6,0.1,0.5,0.6,0.0
195,11,NEW ORLEANS SAINTS,NO,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,11,DAMEON PIERCE,HOU,5.9,0.0,0.0,0.9,7.2,0.0,10.4,29.7,0.1
197,11,BEN SINNOTT,WAS,0,0,0,0,0,0,0,0,0
198,11,HARRISON BUTKER,KC,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,11,HOUSTON TEXANS,HOU,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,11,TROY FRANKLIN,DEN,0,0,0,0,0,0,0,0,0
201,11,JASON SANDERS,MIA,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,11,TUCKER KRAFT,GB,4.6,0.0,0.0,1.8,20.9,0.1,0.0,0.0,0.0
203,11,ROMAN WILSON,PIT,0,0,0,0,0,0,0,0,0
204,11,MIAMI DOLPHINS,MIA,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,11,RICKY PEARSALL,SF,0,0,0,0,0,0,0,0,0
206,11,DEMARCUS ROBINSON,LAR,6.7,0.0,0.0,2.0,28.5,0.3,0.1,1.8,0.0
207,11,TAYSOM HILL,NO,9.0,0.0,0.0,2.1,18.2,0.1,5.1,25.1,0.3
208,11,JAKE MOODY,SF,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,11,TYLER BASS,BUF,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,11,KIMANI VIDAL,LAC,0,0,0,0,0,0,0,0,0
211,11,KAIMI FAIRBAIRN,HOU,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,11,KENNY GAINWELL,PHI,6.1,0.0,0.0,1.9,11.4,0.0,5.3,22.8,0.1
213,11,CHICAGO BEARS,CHI,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,11,MARKEISE IRVING,TB,0,0,0,0,0,0,0,0,0
215,11,ISAIAH LIKELY,BAL,5.9,0.0,0.0,1.8,24.2,0.3,0.0,0.0,0.0
216,11,JAKE ELLIOTT,PHI,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,11,JALIN HYATT,NYG,3.5,0.0,0.0,1.4,21.9,0.0,0.0,0.0,0.0
218,11,TYLER BOYD,TEN,8.6,0.0,0.0,3.9,39.2,0.1,0.1,0.6,0.0
219,11,DARIUS SLAYTON,NYG,8.9,0.0,0.0,2.9,45.3,0.2,0.0,0.0,0.0
220,11,YOUNGHOE KOO,ATL,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,11,ALEXANDER MATTISON,LV,8.3,0.0,0.0,1.9,12.0,0.2,11.3,43.8,0.0
222,11,JAVON BAKER,NE,0,0,0,0,0,0,0,0,0
223,11,JJ MCCARTHY,MIN,0,0,0,0,0,0,0,0,0
224,11,KEATON MITCHELL,BAL,10.0,0.0,0.0,1.3,13.3,0.0,6.7,56.6,0.3
225,11,EVAN MCPHERSON,CIN,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,11,ZAY JONES,ARI,8.7,0.0,0.0,3.8,35.7,0.2,0.0,0.0,0.0
227,11,DONTA FOREMAN,CLE,10.1,0.0,0.0,1.2,8.6,0.1,12.1,47.2,0.4
228,11,CLYDE EDWARDS-HELAIRE,KC,4.7,0.0,0.0,1.1,12.5,0.1,4.7,14.9,0.1
229,11,MILES SANDERS,CAR,5.5,0.0,0.0,1.7,9.6,0.0,8.1,27.0,0.1
230,11,MIKE GESICKI,CIN,3.8,0.0,0.0,1.7,14.4,0.1,0.0,0.0,0.0
231,11,AUDRIC ESTIME,DEN,0,0,0,0,0,0,0,0,0
232,11,BRAELON ALLEN,NYJ,0,0,0,0,0,0,0,0,0
233,11,AJ DILLON,GB,7.8,0.0,0.0,1.5,14.9,0.0,11.9,40.9,0.1
234,12,BO NIX,DEN,0,0,0,0,0,0,0,0,0
235,12,DRAKE MAYE,NE,0,0,0,0,0,0,0,0,0
236,12,MINNESOTA VIKINGS,MIN,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,12,KENDRICK BOURNE,NE,12.5,0.0,0.0,4.6,50.8,0.5,0.1,0.5,0.0
238,12,MICHAEL MAYER,LV,5.1,0.0,0.0,1.9,21.7,0.1,0.0,0.0,0.0
239,12,MALACHI CORLEY,NYJ,0,0,0,0,0,0,0,0,0
240,12,RONDALE MOORE,ATL,6.2,0.0,0.0,2.4,20.7,0.1,1.6,10.5,0.1
241,12,DUSTIN HOPKINS,CLE,9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,12,ODELL BECKHAM,MIA,7.7,0.0,0.0,2.5,40.4,0.2,0.0,0.0,0.0
243,12,MATT GAY,IND,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,12,CAMERON DICKER,LAC,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,12,JELANI WOODS,IND,0,0,0,0,0,0,0,0,0
246,12,JAMAAL WILLIAMS,NO,4.7,0.0,0.0,1.4,4.8,0.0,8.2,23.5,0.1
247,12,TREYLON BURKS,TEN,3.6,0.0,0.0,1.5,20.1,0.0,0.5,1.6,0.0
248,12,JONATHAN MINGO,CAR,5.7,0.0,0.0,2.9,27.9,0.0,0.0,0.0,0.0
249,12,JUSTICE HILL,BAL,6.8,0.0,0.0,1.8,12.9,0.1,5.3,24.2,0.2
250,12,INDIANAPOLIS COLTS,IND,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,12,AT PERRY,NO,6.1,0.0,0.0,1.2,24.6,0.4,0.0,0.0,0.0
252,12,TYRONE TRACY,NYG,0,0,0,0,0,0,0,0,0
253,12,DJ CHARK,LAC,7.7,0.0,0.0,2.3,35.0,0.3,0.0,0.0,0.0
254,12,JATAVION SANDERS,CAR,0,0,0,0,0,0,0,0,0
255,12,CAIRO SANTOS,CHI,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,12,CARTAVIOUS BIGSBY,JAC,1.4,0.0,0.0,0.1,0.4,0.0,3.1,8.3,0.1
257,12,JASON MYERS,SEA,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,12,SAMAJE PERINE,DEN,7.1,0.0,0.0,2.9,26.8,0.0,3.1,14.0,0.1
259,12,JUSTIN FIELDS,PIT,18.4,197.1,1.2,0.0,0.0,0.0,9.5,50.5,0.3
260,12,GERALD EVERETT,CHI,7.4,0.0,0.0,3.4,27.4,0.2,0.2,0.7,0.0
261,12,JALEN MCMILLAN,TB,0,0,0,0,0,0,0,0,0
262,12,DAWSON KNOX,BUF,4.5,0.0,0.0,1.8,15.5,0.2,0.0,0.0,0.0
263,12,DETROIT LIONS,DET,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,12,TREY PALMER,TB,5.6,0.0,0.0,2.3,22.6,0.2,0.2,1.3,0.0
265,12,DEVONTEZ WALKER,BAL,0,0,0,0,0,0,0,0,0
266,12,CEDRIC TILLMAN,CLE,3.2,0.0,0.0,1.5,16.0,0.0,0.1,0.6,0.0
267,12,ALEC PIERCE,IND,5.6,0.0,0.0,1.9,30.2,0.1,0.0,0.0,0.0
268,12,JOSH REYNOLDS,DEN,7.6,0.0,0.0,2.4,35.8,0.3,0.0,0.0,0.0
269,12,KJ OSBORN,NE,7.5,0.0,0.0,3.0,33.8,0.2,0.0,0.0,0.0
270,12,DENVER BRONCOS,DEN,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,12,JACKSONVILLE JAGUARS,JAC,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,12,TYLER HIGBEE,LAR,7.2,0.0,0.0,3.1,33.0,0.1,0.0,0.0,0.0
273,12,ANDREI IOSIVAS,CIN,3.2,0.0,0.0,0.9,7.3,0.3,0.0,0.0,0.0
274,12,WILL SHIPLEY,PHI,0,0,0,0,0,0,0,0,0
275,12,GARDNER MINSHEW,LV,12.8,206.6,0.9,0.0,0.0,0.0,2.1,6.3,0.2
276,12,CINCINNATI BENGALS,CIN,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,12,DANIEL CARLSON,LV,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,12,JONNU SMITH,MIA,7.3,0.0,0.0,2.9,34.2,0.2,0.1,0.0,0.0
279,13,SAM DARNOLD,MIN,2.4,29.7,0.2,0.0,0.0,0.0,2.1,1.5,0.1
280,13,EVAN HULL,IND,1.7,0.0,0.0,1.0,6.0,0.0,1.0,1.0,0.0
281,13,BLAKE GRUPE,NO,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,13,DEUCE VAUGHN,DAL,2.1,0.0,0.0,1.0,5.7,0.0,3.3,5.7,0.0
283,13,DYLAN LAUBE,LV,0,0,0,0,0,0,0,0,0
284,13,LUKE MCCAFFREY,WAS,0,0,0,0,0,0,0,0,0
285,13,GREG DULCICH,DEN,2.8,0.0,0.0,1.5,12.5,0.0,0.0,0.0,0.0
286,13,TREY SERMON,IND,1.7,0.0,0.0,0.3,1.1,0.0,2.9,13.3,0.0
287,13,JORDAN MASON,SF,2.8,0.0,0.0,0.2,1.9,0.0,2.5,12.9,0.2
288,13,MICHAEL CARTER,ARI,3.9,0.0,0.0,1.6,6.7,0.1,2.0,12.5,0.0
289,13,KADARIUS TONEY,KC,4.1,0.0,0.0,2.1,13.0,0.1,0.8,2.4,0.0
290,13,NOAH BROWN,HOU,10.2,0.0,0.0,3.3,56.7,0.2,0.1,-0.1,0.0
291,13,ZACH ERTZ,WAS,7.4,0.0,0.0,3.9,26.7,0.1,0.0,0.0,0.0
292,13,AIDAN OCONNELL,LV,12.1,201.6,1.1,0.0,0.0,0.0,1.5,1.0,0.1
293,13,JEFFERY WILSON,MIA,4.1,0.0,0.0,1.4,8.5,0.0,4.1,18.8,0.0
294,13,GREG ZUERLEIN,NYJ,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,13,CHRISTOPHER RODRIGUEZ,WAS,3.4,0.0,0.0,0.2,1.1,0.0,4.6,22.5,0.2
296,13,ISAAC GUERENDO,SF,0,0,0,0,0,0,0,0,0
297,13,DERNEST JOHNSON,JAC,2.0,0.0,0.0,0.6,8.2,0.0,2.4,6.4,0.0
298,13,MICHAEL THOMAS,FA,9.0,0.0,0.0,3.9,44.8,0.1,0.0,0.0,0.0
299,13,BRENDEN RICE,LAC,0,0,0,0,0,0,0,0,0
300,13,CORDARRELLE PATTERSON,PIT,2.6,0.0,0.0,0.6,2.7,0.1,3.6,12.9,0.0
301,13,ISRAEL ABANIKANDA,NYJ,2.3,0.0,0.0,1.0,6.1,0.0,3.1,10.0,0.0
302,13,PIERRE STRONG,CLE,2.5,0.0,0.0,0.3,2.8,0.0,3.7,17.1,0.1
303,13,TYLER SCOTT,CHI,2.1,0.0,0.0,1.0,9.9,0.0,0.4,2.4,0.0
304,13,CHASE EDMONDS,TB,3.1,0.0,0.0,1.1,6.2,0.0,3.8,13.5,0.0
305,13,ROBERT WOODS,HOU,6.4,0.0,0.0,2.9,30.4,0.1,0.1,0.5,0.0
306,13,ERIC GRAY,NYG,0.9,0.0,0.0,0.4,1.6,0.0,1.2,3.4,0.0
307,13,JACOB COWING,SF,0,0,0,0,0,0,0,0,0
308,13,EMARI DEMERCADO,ARI,5.2,0.0,0.0,1.5,8.5,0.0,4.1,20.3,0.1
309,13,NEW ENGLAND PATRIOTS,NE,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,13,DANIEL BELLINGER,NYG,3.0,0.0,0.0,1.5,15.0,0.0,0.0,0.0,0.0
311,13,GREEN BAY PACKERS,GB,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,13,JERICK MCKINNON,FA,7.0,0.0,0.0,2.1,16.0,0.3,1.8,5.0,0.1
313,13,GREG DORTCH,ARI,4.0,0.0,0.0,1.5,17.5,0.1,0.1,0.3,0.0
314,13,COLBY PARKINSON,LAR,3.6,0.0,0.0,1.5,14.5,0.1,0.0,0.0,0.0
315,13,LAS VEGAS RAIDERS,LV,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,13,RONNIE RIVERS,LAR,2.2,0.0,0.0,0.6,2.4,0.0,3.6,14.3,0.0
317,13,KAREEM HUNT,FA,7.9,0.0,0.0,1.0,5.6,0.0,9.0,27.4,0.6
318,13,HAYDEN HURST,LAC,4.2,0.0,0.0,1.8,18.4,0.1,0.0,0.0,0.0
319,13,JACOBY BRISSETT,NE,7.6,74.7,1.0,0.0,0.0,0.0,1.0,6.3,0.0
320,13,JALEN TOLBERT,DAL,3.5,0.0,0.0,1.3,15.8,0.1,0.0,0.0,0.0
321,13,RASHAAD PENNY,CAR,1.6,0.0,0.0,0.3,1.7,0.0,3.7,11.0,0.0
322,13,SALVON AHMED,MIA,4.8,0.0,0.0,1.8,9.8,0.1,2.4,6.8,0.1
323,13,THEO JOHNSON,NYG,0,0,0,0,0,0,0,0,0
324,13,MICHAEL PENIX,ATL,0,0,0,0,0,0,0,0,0
325,13,CAM AKERS,HOU,6.7,0.0,0.0,1.6,10.0,0.0,8.6,23.9,0.3
326,13,ISAIAH SPILLER,LAC,2.1,0.0,0.0,0.7,3.8,0.0,4.1,10.7,0.0
327,13,JOSHUA KELLEY,FA,3.6,0.0,0.0,0.5,1.9,0.0,6.3,23.8,0.1
328,13,CHATARIUS ATWELL,LAR,7.0,0.0,0.0,2.4,30.2,0.2,0.3,1.9,0.0
329,14,DALVIN COOK,FA,2.7,0.0,0.0,1.0,5.2,0.0,4.5,14.3,0.0
330,14,MARQUEZ VALDES-SCANTLING,BUF,3.5,0.0,0.0,1.3,19.7,0.1,0.0,0.0,0.0
331,14,MICHAEL GALLUP,FA,5.2,0.0,0.0,2.0,24.6,0.1,0.0,0.0,0.0
332,14,MATT BREIDA,FA,2.8,0.0,0.0,1.0,5.2,0.0,3.2,8.9,0.1
333,14,MALIK WASHINGTON,MIA,0,0,0,0,0,0,0,0,0
334,14,TRE TUCKER,LV,4.5,0.0,0.0,1.2,20.7,0.1,0.6,4.8,0.0
335,14,JUJU SMITH-SCHUSTER,NE,5.5,0.0,0.0,2.6,23.6,0.1,0.0,0.0,0.0
336,14,KALIF RAYMOND,DET,5.7,0.0,0.0,2.1,28.8,0.1,0.4,4.4,0.0
337,14,ALLEN LAZARD,NYJ,4.3,0.0,0.0,1.6,22.2,0.1,0.0,0.0,0.0
338,14,LOGAN THOMAS,SF,7.9,0.0,0.0,3.4,31.0,0.3,0.1,0.1,0.0
339,14,HUNTER RENFROW,FA,2.9,0.0,0.0,1.5,15.0,0.0,0.0,0.0,0.0
340,14,BO MELTON,GB,11.5,0.0,0.0,4.0,54.5,0.3,0.8,5.3,0.0
341,14,RASHEEN ALI,BAL,0,0,0,0,0,0,0,0,0
342,14,NELSON AGHOLOR,BAL,5.7,0.0,0.0,2.1,22.4,0.2,0.0,0.0,0.0
343,14,DONOVAN PEOPLES-JONES,DET,1.9,0.0,0.0,0.9,10.3,0.0,0.0,0.0,0.0
344,14,SKYY MOORE,KC,3.8,0.0,0.0,1.5,17.4,0.1,0.2,1.6,0.0
345,14,SAM HOWELL,SEA,16.4,232.1,1.2,0.0,0.0,0.0,2.8,15.5,0.3
346,14,DONALD PARHAM,LAC,5.7,0.0,0.0,1.9,20.4,0.3,0.0,0.0,0.0
347,14,WIL LUTZ,DEN,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
348,14,CALVIN AUSTIN,PIT,3.1,0.0,0.0,1.0,10.6,0.1,0.6,3.4,0.1
349,14,JOHN METCHIE,HOU,2.0,0.0,0.0,1.0,9.9,0.0,0.1,0.3,0.0
350,14,JAUAN JENNINGS,SF,4.0,0.0,0.0,1.5,20.4,0.1,0.0,0.0,0.0
351,14,VAN JEFFERSON,PIT,2.4,0.0,0.0,1.2,12.3,0.0,0.1,0.2,0.0
352,14,KEAONTAY INGRAM,KC,2.0,0.0,0.0,0.6,3.7,0.0,5.0,10.6,0.0
353,14,XAVIER GIPSON,NYJ,3.5,0.0,0.0,1.2,13.5,0.0,0.5,4.0,0.1
354,14,DREW LOCK,NYG,8.0,135.8,0.8,0.0,0.0,0.0,1.3,3.5,0.0
355,14,ERICK ALL,CIN,0,0,0,0,0,0,0,0,0
356,14,KENNY PICKETT,PHI,9.5,172.5,0.5,0.0,0.0,0.0,3.5,4.5,0.1
357,14,ROYCE FREEMAN,DAL,4.2,0.0,0.0,0.1,1.2,0.0,7.0,29.0,0.2
358,14,JAWHAR JORDAN,HOU,0,0,0,0,0,0,0,0,0
359,14,TY JOHNSON,BUF,3.6,0.0,0.0,0.8,6.9,0.1,3.3,14.7,0.0
360,14,WILL DISSLY,LAC,2.5,0.0,0.0,1.1,10.8,0.1,0.0,0.0,0.0
361,14,TIM PATRICK,DEN,0,0,0,0,0,0,0,0,0
362,14,TANNER HUDSON,CIN,6.7,0.0,0.0,3.3,29.3,0.1,0.0,0.0,0.0
363,14,NOAH GRAY,KC,4.2,0.0,0.0,1.6,17.9,0.1,0.1,0.1,0.0
364,14,CRAIG REYNOLDS,DET,2.0,0.0,0.0,0.3,3.1,0.0,2.7,11.9,0.1
