PPR_POS_RK,PPR_POS_TIERS,PLAYER NAME,TEAM,PPR_POS_BEST,PPR_POS_WORST,PPR_POS_AVG.,PPR_POS_STD.DEV
"148",11,"Dontayvion Wicks",GB,"112","168","140.6","15.2"
"149",11,"Scott Miller",ATL,"109","178","142.5","15.7"
"150",11,"Zach Pascal",ARI,"121","154","138.7","10.0"
"151",11,"Trenton Irwin",CIN,"111","176","133.3","15.2"
"152",11,"Marquise Goodwin",CLE,"116","175","146.7","14.1"
"153",11,"Denzel Mims",FA,"112","187","139.6","21.4"
"154",11,"Andrei Iosivas",CIN,"116","176","144.2","15.7"
"155",11,"Velus Jones Jr.",CHI,"100","169","147.1","15.2"
"156",11,"Demetric Felton Jr.",CLE,"104","213","140.8","24.0"
"157",11,"Tre Tucker",LV,"122","221","150.1","25.1"
"158",11,"Shi Smith",CAR,"126","195","154.7","14.6"
"159",11,"Danny Gray",SF,"140","206","160.7","17.0"
"160",11,"Jalen Nailor",MIN,"110","177","145.3","18.6"
"161",11,"KhaDarel Hodge",ATL,"114","174","144.5","16.2"
"162",11,"Equanimeous St. Brown",CHI,"135","178","154.1","13.6"
"163",11,"Jalen Guyton",LAC,"128","167","147.8","11.4"
"164",11,"Kenny Golladay",FA,"114","166","133.1","15.7"
"165",11,"Justin Shorter",BUF,"117","211","145.8","24.5"
"166",11,"Jalen Reagor",MIN,"120","183","156.1","17.7"
"167",11,"Brandon Powell",MIN,"108","183","148.4","21.6"
"168",11,"Byron Pringle",WAS,"141","173","155.7","10.0"
"169",11,"Ashton Dulin",IND,"126","167","143.4","13.4"
"170",11,"Ray-Ray McCloud III",SF,"140","192","166.7","13.8"
"171",12,"Dee Eskridge",SEA,"150","193","165.2","13.0"
"172",12,"Erik Ezukanma",MIA,"125","220","157.5","34.1"
"173",12,"Deven Thompkins",TB,"127","171","146.1","14.2"
"174",12,"Kendall Hinton",DEN,"120","194","164.3","20.9"
"175",12,"David Moore",TB,"118","179","147.0","26.0"
"176",12,"Tylan Wallace",BAL,"152","188","173.3","10.3"
"177",12,"Cam Sims",LV,"159","234","175.0","23.2"
"178",12,"Phillip Dorsett II",LV,"158","238","178.4","24.1"
"179",12,"Racey McMath",TEN,"133","173","158.2","17.0"
"180",12,"N'Keal Harry",FA,"148","223","170.1","23.1"
"181",12,"James Proche II",BAL,"165","178","171.0","4.0"
"182",12,"Bryce Ford-Wheaton",NYG,"148","172","161.3","7.9"
"183",12,"KaVontae Turpin",DAL,"140","235","177.3","29.9"
"184",12,"Sammy Watkins",FA,"89","154","132.3","25.9"
"185",12,"Derius Davis",LAC,"129","202","168.2","21.4"
"186",12,"Quintez Cephus",DET,"115","197","154.4","31.4"
"187",12,"Anthony Schwartz",CLE,"163","190","178.9","8.9"
"188",12,"Amari Rodgers",IND,"161","177","169.2","5.3"
"189",12,"Dareke Young",SEA,"156","203","180.3","16.8"
"190",12,"Mike Strachan",IND,"159","212","180.9","17.3"
"191",12,"Montrell Washington",DEN,"139","194","163.2","23.8"
"192",12,"Jalen Brooks",DAL,"150","209","164.6","22.3"
"193",12,"Rashard Higgins",FA,"99","200","156.8","40.8"
"194",12,"Miles Boykin",PIT,"170","196","184.8","9.0"
"195",12,"Dax Milne",WAS,"174","225","185.5","18.0"
"196",12,"Austin Watkins Jr.",CLE,"76","169","131.3","40.0"
"197",12,"Michael Bandy",DEN,"138","192","175.4","19.5"
"198",12,"David Sills V",NYG,"161","220","178.8","21.2"
"199",12,"Keith Kirkwood",NO,"138","175","164.0","15.1"
"200",12,"Breshad Perriman",IND,"113","258","185.6","46.0"
"201",12,"Juwann Winfree",IND,"163","175","168.5","5.1"
"202",12,"Bryan Edwards",FA,"117","189","168.8","29.9"
"203",12,"River Cracraft",MIA,"174","209","183.2","13.2"
"204",12,"Tim Jones",JAC,"157","225","193.5","22.4"
"205",12,"Gunner Olszewski",PIT,"155","208","184.8","18.3"
"206",12,"Chris Conley",SF,"157","189","172.3","12.8"
"207",12,"Kendric Pryor",JAC,"139","195","178.8","23.1"
"208",13,"Rakim Jarrett",TB,"140","216","181.8","29.5"
"209",13,"Kaylon Geiger Sr.",TB,"142","198","162.7","25.1"
"210",13,"Grant DuBose",GB,"158","172","164.0","5.9"
"211",13,"Willie Snead IV",SF,"143","219","183.0","29.0"
"212",13,"Ihmir Smith-Marsette",KC,"166","268","201.4","35.5"
"213",13,"Simi Fehoko",DAL,"145","186","167.7","17.0"
"214",13,"Mason Kinsey",TEN,"176","217","198.0","14.1"
"215",13,"Cade Johnson",SEA,"134","203","172.0","28.6"
"216",13,"Dezmon Patmon",BUF,"181","204","190.0","8.9"
"217",13,"Marcus Kemp",WAS,"166","219","201.4","18.6"
"218",13,"Joseph Ngata",PHI,"151","277","202.5","51.0"
"219",13,"Lil'Jordan Humphrey",DEN,"112","191","151.5","39.5"
"220",13,"Brandon Johnson",DEN,"147","158","152.5","5.5"
"221",13,"Blake Proehl",MIN,"179","236","196.3","23.5"
"222",13,"Antoine Green",DET,"151","215","182.3","26.1"
"223",13,"Tyrie Cleveland",PHI,"188","232","205.8","16.7"
"224",13,"Tom Kennedy",FA,"169","202","184.0","13.6"
"225",13,"Trent Taylor",CIN,"182","210","198.3","10.4"
"226",13,"T.Y. Hilton",FA,"157","157","157.0","0.0"
"227",14,"Josh Ali",ATL,"185","200","191.0","6.5"
"228",14,"Marcus Johnson",FA,"167","168","167.5","0.5"
"229",14,"Dennis Houston",DAL,"197","212","203.8","5.5"
"230",14,"Steven Sims Jr.",HOU,"172","209","192.0","15.3"
"231",14,"Jeff Smith",FA,"182","288","216.0","42.1"
"232",14,"Andre Baccellia",ARI,"143","199","171.0","28.0"
"233",14,"Jason Moore Jr.",DET,"173","177","175.0","2.0"
"234",14,"Michael Woods II",CLE,"194","206","198.0","5.7"
"235",14,"Ronnie Bell",SF,"135","295","217.3","65.4"
"236",14,"Cody Hollister",FA,"180","188","184.0","4.0"
"237",14,"Trinity Benson",DET,"140","229","184.5","44.5"
"238",14,"Seth Williams",JAC,"129","254","191.5","62.5"
"239",14,"Greg Ward",PHI,"175","198","186.5","11.5"
"240",15,"Javon Wims",CAR,"182","261","219.8","29.1"
"241",15,"Malik Turner",FA,"196","215","207.3","8.2"
"242",15,"Keelan Cole Sr.",LV,"190","267","217.7","35.0"
"243",15,"Penny Hart",ATL,"176","212","194.0","18.0"
"244",15,"Dez Fitzpatrick",PIT,"190","198","194.0","4.0"
"245",15,"Kyric McGowan",WAS,"193","195","194.0","1.0"
"246",15,"Britain Covey",PHI,"175","281","227.3","37.8"
"247",15,"Cody Thompson",SEA,"183","214","198.5","15.5"
"248",15,"Colton Dowell",TEN,"174","224","199.0","25.0"
"249",15,"Jake Bobo",SEA,"193","262","220.3","29.9"
"250",15,"Nsimba Webster",CHI,"184","217","200.5","16.5"
"251",15,"Dylan Drummond",DET,"163","280","221.5","58.5"
"252",15,"DJ Turner",FA,"200","230","214.7","12.3"
"253",15,"Kirk Merritt",NO,"199","211","205.0","6.0"
"254",15,"Vyncint Smith",IND,"174","253","213.5","39.5"
"255",15,"Cody White",FA,"178","287","232.5","54.5"
"256",15,"Bo Melton",GB,"206","213","209.5","3.5"
"257",15,"Keelan Doss",LAC,"210","210","210.0","0.0"
"258",15,"Tanner Conner",MIA,"203","221","212.0","9.0"
"259",15,"Malik Heath",GB,"186","270","228.0","42.0"
"260",15,"Matthew Slater",NE,"208","286","237.3","34.6"
"261",15,"Jalen Virgil",DEN,"186","296","241.0","55.0"
"262",16,"Austin Trammell",LAR,"207","230","218.5","11.5"
"263",16,"Kawaan Baker",NO,"219","228","223.5","4.5"
"264",16,"Dontay Demus Jr.",BAL,"207","290","248.5","41.5"
"265",16,"KeeSean Johnson",BUF,"208","250","229.0","21.0"
"266",16,"Kevin Austin Jr.",JAC,"218","257","237.5","19.5"
"267",16,"Stanley Morgan Jr.",CIN,"231","231","231.0","0.0"
"268",16,"Lance McCutcheon",LAR,"227","266","246.5","19.5"
"269",16,"Daniel Arias",ARI,"234","278","256.0","22.0"
"270",16,"Malik Taylor",NYJ,"235","249","242.0","7.0"
"271",16,"Irvin Charles",NYJ,"236","273","254.5","18.5"
"272",16,"Raleigh Webb",NE,"239","265","252.0","13.0"
