PPR_POS_RK,PPR_POS_TIERS,PLAYER NAME,TEAM,PPR_POS_BEST,PPR_POS_WORST,PPR_POS_AVG.,PPR_POS_STD.DEV
"44",6,"Raheem Mostert",MIA,"29","60","46.0","5.4"
"45",6,"De'Von Achane",MIA,"30","112","46.2","11.0"
"46",6,"Elijah Mitchell",SF,"36","67","46.7","5.1"
"47",6,"Tyler Allgeier",ATL,"35","73","47.5","5.7"
"48",6,"Devin Singletary",HOU,"34","102","48.8","7.8"
"49",6,"Kenneth Gainwell",PHI,"33","122","48.1","9.6"
"50",6,"Ezekiel Elliott",NE,"29","109","49.4","11.3"
"51",6,"Tank Bigsby",JAC,"34","77","48.7","8.4"
"52",6,"Kendre Miller",NO,"41","108","53.6","8.7"
"53",6,"Roschon Johnson",CHI,"36","180","55.6","15.8"
"54",6,"D'Onta Foreman",CHI,"36","167","56.2","12.2"
"55",6,"Chuba Hubbard",CAR,"45","129","56.8","8.5"
"56",6,"Jerome Ford",CLE,"44","176","60.7","13.0"
"57",6,"Zamir White",LV,"45","143","61.2","11.6"
"58",6,"Gus Edwards",BAL,"47","133","60.5","9.4"
"59",6,"Tyjae Spears",TEN,"42","172","60.8","14.4"
"60",6,"Clyde Edwards-Helaire",KC,"39","181","60.9","12.9"
"61",6,"Cordarrelle Patterson",ATL,"47","139","61.9","10.3"
"62",7,"Joshua Kelley",LAC,"46","170","64.4","12.0"
"63",7,"Kyren Williams",LAR,"47","182","70.7","13.9"
"64",7,"Michael Carter",NYJ,"48","100","66.3","10.7"
"65",7,"Chase Edmonds",TB,"42","132","68.1","10.6"
"66",7,"Chase Brown",CIN,"48","99","69.2","9.3"
"67",7,"Zach Evans",LAR,"58","103","74.6","9.1"
"68",7,"Kareem Hunt",FA,"41","111","65.3","10.3"
"69",7,"Ty Chandler",MIN,"48","199","69.0","18.4"
"70",7,"Isaiah Spiller",LAC,"56","101","74.9","8.5"
"71",7,"Pierre Strong Jr.",NE,"56","127","75.0","12.2"
"72",7,"Deuce Vaughn",DAL,"45","178","74.3","16.1"
"73",7,"Leonard Fournette",FA,"45","110","64.5","12.4"
"74",7,"Zack Moss",IND,"61","113","79.9","9.9"
"75",7,"Latavius Murray",BUF,"56","104","78.7","9.7"
"76",7,"Evan Hull",IND,"51","168","79.6","16.4"
"77",7,"Israel Abanikanda",NYJ,"62","140","81.4","12.0"
"78",7,"Matt Breida",NYG,"64","192","81.0","13.7"
"79",7,"Keaontay Ingram",ARI,"52","169","78.1","16.3"
"80",7,"Chris Evans",CIN,"54","103","80.3","11.8"
"81",7,"Sean Tucker",TB,"56","178","83.3","15.7"
"82",7,"Jordan Mason",SF,"61","175","80.7","12.9"
"83",7,"Boston Scott",PHI,"67","120","85.1","10.6"
"84",7,"D'Ernest Johnson",JAC,"58","141","82.2","13.4"
"85",8,"JaMycal Hasty",JAC,"55","106","81.0","8.6"
"86",8,"DeWayne McBride",MIN,"58","125","83.3","9.9"
"87",8,"Zonovan Knight",NYJ,"62","114","85.3","11.8"
"88",8,"Malik Davis",DAL,"59","127","85.5","13.6"
"89",8,"Tyrion Davis-Price",SF,"72","133","92.1","10.2"
"90",8,"James Robinson",FA,"57","122","85.0","12.9"
"91",8,"Deon Jackson",IND,"53","113","78.7","13.4"
"92",8,"Ronald Jones II",DAL,"66","125","91.7","10.3"
"93",8,"Hassan Haskins",TEN,"70","119","90.3","11.5"
"94",8,"Eric Gray",NYG,"61","136","90.5","10.9"
"95",8,"DeeJay Dallas",SEA,"74","124","93.7","9.0"
"96",8,"Melvin Gordon III",BAL,"65","116","91.1","9.4"
"97",8,"Trayveon Williams",CIN,"62","166","91.8","16.6"
"98",8,"Salvon Ahmed",MIA,"78","128","98.6","9.4"
"99",8,"Myles Gaskin",MIA,"79","137","99.8","10.1"
"100",8,"Ke'Shawn Vaughn",TB,"62","119","92.0","13.9"
"101",8,"Kenyan Drake",IND,"71","129","93.7","11.3"
"102",9,"Ameer Abdullah",LV,"62","126","92.3","12.6"
"103",9,"Kenny McIntosh",SEA,"66","126","95.5","14.4"
"104",9,"Deneric Prince",KC,"72","124","90.2","12.7"
"105",9,"Rico Dowdle",DAL,"59","139","88.7","23.3"
"106",9,"Chris Rodriguez Jr.",WAS,"67","120","95.7","13.2"
"107",9,"Justice Hill",BAL,"60","123","91.8","16.0"
"108",9,"Ty Montgomery",NE,"69","131","95.6","15.0"
"109",9,"Raheem Blackshear",CAR,"65","123","93.3","14.8"
"110",9,"J.D. McKissic",FA,"80","132","99.9","12.4"
"111",9,"Kevin Harris",NE,"83","141","105.4","12.5"
"112",9,"Kene Nwangwu",MIN,"67","121","96.2","13.0"
"113",9,"Darrel Williams",NO,"83","138","106.1","13.4"
"114",9,"Darrell Henderson Jr.",FA,"81","133","101.0","12.3"
"115",9,"Craig Reynolds",DET,"72","135","100.7","15.6"
"116",9,"Corey Clement",ARI,"71","138","101.0","15.2"
"117",9,"Dontrell Hilliard",FA,"87","145","106.8","13.8"
"118",9,"Kyle Juszczyk",SF,"79","126","98.2","14.9"
"119",9,"Ty Johnson",BUF,"85","135","104.1","13.3"
"120",9,"Mike Boone",HOU,"77","131","105.7","14.6"
"121",9,"Trey Sermon",PHI,"79","190","117.3","21.4"
"122",9,"Travis Homer",CHI,"89","136","110.4","12.3"
"123",9,"Rex Burkhead",FA,"95","146","110.7","13.5"
"124",9,"Keaton Mitchell",BAL,"74","132","109.6","15.9"
"125",9,"Mark Ingram II",FA,"98","131","108.6","8.0"
"126",10,"Demetric Felton Jr.",CLE,"76","131","101.9","16.9"
"127",10,"Tyler Badie",DEN,"88","153","113.6","14.4"
"128",10,"Brandon Bolden",LV,"76","133","109.8","16.9"
"129",10,"Trestan Ebner",CHI,"96","148","121.8","12.2"
"130",10,"Anthony McFarland Jr.",PIT,"87","127","105.0","12.4"
"131",10,"Mohamed Ibrahim",FA,"106","187","122.8","17.6"
"132",10,"Alec Ingold",MIA,"86","121","106.2","11.9"
"133",10,"Julius Chestnut",TEN,"85","150","113.9","19.3"
"134",10,"Ronnie Rivers",LAR,"90","138","114.8","15.2"
"135",10,"Patrick Ricard",BAL,"96","129","118.2","8.4"
"136",10,"Tony Jones Jr.",DEN,"75","131","109.3","21.1"
"137",10,"Jaleel McLaughlin",DEN,"85","192","125.2","25.2"
"138",10,"Snoop Conner",JAC,"99","149","128.5","12.3"
"139",10,"Damien Williams",LV,"89","130","110.0","15.0"
"140",10,"Gary Brightwell",NYG,"100","142","122.1","14.3"
"141",10,"Dare Ogunbowale",HOU,"101","136","119.1","13.2"
"142",10,"Caleb Huntley",FA,"88","143","121.1","16.7"
"143",10,"Royce Freeman",LAR,"116","144","129.2","8.8"
"144",10,"C.J. Ham",MIN,"96","130","116.4","11.0"
"145",10,"Darrynton Evans",BUF,"115","134","122.3","6.6"
"146",10,"Zander Horvath",LAC,"122","146","133.5","6.8"
"147",10,"Jakob Johnson",LV,"101","136","117.7","11.6"
"148",10,"Patrick Taylor Jr.",GB,"98","147","120.3","16.4"
"149",10,"Reggie Gilliam",BUF,"111","135","123.2","9.4"
"150",10,"Mike Davis",FA,"91","138","117.4","19.0"
"151",10,"Brittain Brown",LV,"121","147","130.2","9.3"
"152",11,"Lew Nichols III",GB,"94","137","122.8","16.6"
"153",11,"John Kelly Jr.",CLE,"110","145","123.0","13.1"
"154",11,"La'Mical Perine",KC,"98","149","124.8","17.5"
"155",11,"Elijah Dotson",LAC,"83","146","109.3","26.5"
"156",11,"Jermar Jefferson",DET,"72","144","110.8","25.6"
"157",11,"Jaret Patterson",WAS,"100","141","129.2","15.8"
"158",11,"Ty'Son Williams",ARI,"122","147","131.6","8.5"
"159",11,"Emanuel Wilson",GB,"106","172","131.8","22.7"
"160",11,"Michael Burton",DEN,"128","142","133.6","5.8"
"161",11,"J.J. Taylor",NE,"119","145","135.6","9.7"
"162",11,"Keith Smith",ATL,"127","150","137.2","8.2"
"163",11,"Jonathan Williams",WAS,"104","150","125.0","19.1"
"164",11,"Adam Prentice",NO,"114","143","128.5","13.1"
"165",11,"Nick Bawden",NYJ,"125","166","143.6","15.1"
"166",11,"Avery Williams",ATL,"110","148","132.3","13.9"
"167",11,"Khari Blasingame",CHI,"133","170","147.0","13.2"
"168",11,"Jonathan Ward",TEN,"96","138","117.3","17.1"
"169",11,"Tiyon Evans",FA,"115","182","136.8","27.0"
"170",11,"Malcolm Brown",FA,"124","135","128.7","4.6"
"171",11,"Godwin Igwebuike",ATL,"118","139","132.0","9.9"
"172",11,"Emari Demercado",ARI,"124","154","139.3","12.3"
"173",11,"Spencer Brown",CAR,"87","139","113.0","26.0"
"174",11,"Jason Huntley",IND,"119","164","141.7","18.4"
"175",11,"Tyler Goodson",GB,"103","136","119.5","16.5"
"176",12,"Patrick Laird",TB,"94","151","122.5","28.5"
"177",12,"Larry Rountree III",HOU,"123","127","125.0","2.0"
"178",12,"Tevin Coleman",FA,"136","138","137.0","1.0"
"179",12,"Darius Hagans",PIT,"132","165","148.5","16.5"
"180",12,"Aidan Borguet",FA,"122","179","150.5","28.5"
"181",13,"Ellis Merriweather",NO,"138","185","161.5","23.5"
